Orthogroup	fly	mouse
OG0000494	tr|Q9VGK3|Q9VGK3_DROME	EDL33274.1, NP_001159840.1, NP_032046.1, AAH53692.1, CBU83622.1, NP_001347217.1, EDL33271.1, BAE25814.1, EDL33273.1, sp|P45878.1|FKBP2_MOUSE, CBF58187.1, AAA37631.1, EDL33272.1, AAH31824.1, NP_001347215.1, BAE38158.1
OG0000494	sp|P48375|FKB12_DROME	AAH61121.1, sp|Q9Z2I2.3|FKB1B_MOUSE, NP_058559.3, BAF93934.1, BAF93935.1, AAC64923.1, BAB23879.1, EDL01354.1, EDL05914.1, sp|P26883.2|FKB1A_MOUSE, BAE40271.1, EDL05917.1, EDL05913.1, NP_032045.1, AAB17554.1, NP_001289006.1, BAB31680.1, BAE40963.1, BAE26413.1, AAL90763.1, BAB22351.1, AAL90762.1, CAA42762.1, CBF58190.1, CBU83625.1, BAB27125.1, BAE32804.1, BAE41008.1, AAH04671.1
OG0000495	tr|A0A0B4KEZ2|A0A0B4KEZ2_DROME	AAH55951.1, XP_030099129.1, XP_011246591.2, XP_011246594.1, XP_030099127.1, AAB92651.1, sp|O54972.2|MTG16_MOUSE, XP_011246593.1, AAI51157.1, AAI41397.1, EDL11697.1, NP_033954.2, NP_001103343.1, XP_017168036.1, XP_030099128.1, XP_011246595.1, NP_796263.1, XP_030108979.1, XP_030108980.1, EDL05615.1, sp|Q61909.1|MTG8_MOUSE, NP_033952.1, AAI39201.1, BAA06774.1, NP_001104497.1, XP_030108976.1, XP_006537634.1, XP_006537631.1, XP_006537632.1, NP_001104496.1, BAC27719.1, BAE24910.1, XP_030108978.1, AAI39202.1, EDL05616.1, XP_006537635.1, EDL06072.1, EDL06074.1, EDL06073.1, sp|O70374.3|MTG8R_MOUSE, AAI38411.1, AAH64679.1, NP_766448.1, AAI45680.1, BAE32114.1, ABB02690.1, BAC30586.1, NP_033953.1, BAC33609.1, XP_006498703.1, XP_006498704.1, XP_030102883.1, BAE36105.1
OG0000496	tr|Q9V3E7|Q9V3E7_DROME	pdb|1NO8|A, AAI20589.1, AAC53117.1, AAI37659.1, sp|O08583.3|THOC4_MOUSE, NP_035698.1, EDL34770.1, EDL39077.1, NP_062357.3, pdb|2F3J|A, CAB76384.1, sp|Q9JJW6.1|ALRF2_MOUSE, ADJ67482.1, BAC33282.1, AAH99405.1, EDL14430.1, XP_030101062.1, XP_030101082.1, XP_030100655.1, XP_030101060.1, XP_030100648.1, CAV28608.1, XP_030100652.1, XP_030100654.1, XP_017169531.1, XP_017169244.1, EDL21678.1, NP_001160106.1, AAI58100.1, AAI58091.1, NP_001160111.1, NP_001160113.1, AAI47488.1, NP_001160108.1, NP_001160109.1, NP_001160110.1, XP_017169235.1, XP_017169242.1, XP_017169243.1, XP_017169550.1, XP_017169529.1, NP_001171006.1, AAI47507.1, AAI47567.1, NP_001257830.1, NP_001257827.1, NP_001257828.1, NP_001257573.1, NP_001257571.1, NP_001257829.1
OG0000504	sp|A6MHQ4|NKAIN_DROME	AAX33293.1, AAY68416.1, XP_036011781.1, ABN51167.1, NP_001013429.2, sp|Q4PNJ2.2|NKAI2_MOUSE, ABN51168.1, ABN51166.1, BAB27441.1, AAI16392.1, BAB27879.1, EDL30137.1, NP_080274.2, sp|Q9D035.2|NKAI1_MOUSE, XP_030109577.1, XP_006539179.1, XP_006539180.1, XP_030107774.1, NP_001135405.1, ABN51175.1, ABN51174.1, XP_006500752.1, BAB25149.1, BAB32298.1, BAA92746.1, ABN51173.1, BAB23914.1, AAH61107.1, AAH89330.1, EDL07363.1, sp|Q9JMG4.1|NKAI4_MOUSE, NP_067401.3, XP_006538014.1, XP_011248348.1, NP_001277339.1, BAE24690.1, ABN51170.1, EDL05567.1, sp|Q3URJ8.1|NKAI3_MOUSE, BAC35541.1, EDL05566.1, NP_766575.2, ABN51171.1, AAH75683.1, BAC33916.1, ABN51172.1, XP_011248349.1
OG0000505	tr|Q9VPZ7|Q9VPZ7_DROME, tr|M9PC46|M9PC46_DROME, tr|Q9W213|Q9W213_DROME	NP_001345419.1, ABF83432.1, XP_006523101.1, XP_030104999.1, XP_030105000.1, XP_036015852.1, XP_036015853.1, XP_006523102.1, XP_006523099.1, XP_006523098.1, XP_006523100.1, ABF83433.1, NP_780758.3, NP_001345422.1, XP_006523104.1, XP_006523105.1, XP_006523109.1, XP_036015855.1, NP_001345420.1, BAC98206.1, sp|Q7TPD3.2|ROBO2_MOUSE, XP_006523103.1, XP_036015854.1, EDK98265.1, XP_006523106.1, AAH55333.1, NP_001345423.1, XP_036015859.1, XP_006523112.1, XP_017172505.1, NP_001345421.1, XP_017172504.1, XP_036015857.1, XP_036015858.1, XP_036015856.1, XP_011244433.1, XP_006523108.1, XP_030105001.1, XP_006523111.1
OG0000506	tr|A1Z851|A1Z851_DROME	BAE25632.1, AAI16664.1, AAK01150.1, XP_006530024.1, EDL39825.1, sp|Q3UNW5.2|TF2L1_MOUSE, NP_076244.2, NP_001359443.1, AAI39829.1, AAI41083.1, NP_038727.1, AAC52244.1, NP_001076788.1, AAO24130.1, NP_001359437.1, EDL08942.1, EDL08944.1, EDL08945.1, NP_001359439.1, NP_001359436.1, sp|Q811S7.1|UBIP1_MOUSE, XP_006512118.1, XP_006512115.3, XP_006512113.3, XP_036010735.1, NP_001359441.1, NP_001359440.1, sp|Q9ERA0.1|TFCP2_MOUSE, NP_258437.1, XP_036015202.1, BAE34609.1, EDL04081.1, BAE27218.1, EDL04080.1, NP_001276532.1, AAH22131.1, AAF99390.1, NP_001342426.1, XP_006520801.2, BAE28214.1, XP_017172027.1, XP_017172028.1, XP_017172026.1, BAE24614.1, XP_030104317.1, XP_036015205.1, XP_036015204.1, XP_030104315.1, XP_030104316.1, XP_036015203.1, XP_017172030.1
OG0000507	tr|Q9VSX7|Q9VSX7_DROME	XP_036008204.1, BAE32966.1, NP_001289312.1, sp|Q9DBD2.1|MARH8_MOUSE, AAH50908.1, NP_082196.1, EDK99558.1, BAB23759.1, AAH53090.1, NP_001289313.1, NP_001388602.1, NP_001289314.1, NP_001388601.1, NP_001390813.1, NP_001390812.1, NP_001350052.1, XP_030099653.1, AAH66008.1, NP_001390811.1, NP_001280713.1, NP_001390809.1, sp|Q6NZQ8.2|MARH1_MOUSE, NP_001390808.1, NP_001390810.1, NP_001159844.1, NP_001390814.1, NP_001350053.1, BAE23311.1, NP_001390807.1, NP_001390816.1, NP_001350054.1, NP_001390815.1, NP_780397.2, NP_001390818.1, BAC29449.1, BAE31341.1, EDL28692.1, NP_001390823.1, EDL28691.1, BAC40715.1, NP_001159847.1, BAE37183.1, BAE31321.1
OG0000508	sp|P16378|GNAO_DROME	NP_034438.1, AAH51989.1, CAG9553582.1, AAA37645.1, sp|P18872.3|GNAO_MOUSE, BAC32987.1, EDL11107.1, BAC29238.1, NP_001106855.1, AAA74566.1, CAH56875.1
OG0000508	sp|P20353|GNAI_DROME	AAH16272.1, XP_006501071.1, AAI31942.1, AAI31944.1, AAC37650.1, NP_032167.1, sp|P50149.2|GNAT2_MOUSE, XP_036018795.1, CAG9553579.1, sp|Q3V3I2.2|GNAT3_MOUSE, EDL03229.1, AAI47840.1, AAI47450.1, AAI47842.1, CAG9553580.1, AAI47467.1, NP_001074612.1, sp|P08752.5|GNAI2_MOUSE, BAE39478.1, NP_001397114.1, BAE34909.1, BAE34308.1, NP_032164.2, AAH65159.1, CAG9553578.1, CAG9553577.1, AAI38866.1, AAI38863.1, sp|B2RSH2.1|GNAI1_MOUSE, NP_034435.1, NP_034436.1, sp|Q9DC51.3|GNAI3_MOUSE, CAG9553576.1, BAE40447.1, BAC36828.1, BAE40854.1, BAB23377.1, BAE41043.1, BAE21821.1, AAH41107.1
OG0000509	sp|Q9W197|5NT3B_DROME	XP_006505337.1, XP_006505339.1, EDL04721.1, BAB27677.2, BAB27901.2, sp|Q9D020.4|5NT3A_MOUSE, NP_080280.3, EDL04719.1, NP_001239303.1, NP_001347892.1, EDL04720.1, XP_011239413.1, pdb|4KX3|A, pdb|2Q4T|A, pdb|2G08|A, pdb|2G0A|A, pdb|2Q4T|B, pdb|2G08|B, pdb|2G0A|B, pdb|2G06|B, pdb|4FE3|A, pdb|4KX5|A, XP_006505336.1, AAH38029.1, XP_006505338.1, XP_017170215.1, NP_001349896.1, EDL02559.1, AAH15307.1, BAE37053.1, XP_017170213.1, BAE28422.1, sp|Q3UFY7.3|5NT3B_MOUSE, XP_030102118.1, NP_001096120.1, XP_017170212.1, NP_001349895.1, XP_036012819.1, BAC38632.1, BAB24814.1, NP_080837.3, XP_017170214.1, EDL02560.1, XP_030102119.1, XP_036012818.1, XP_017170217.1, XP_036012820.1, XP_030102121.1, XP_006534109.1, XP_030102120.1, XP_036012821.1, XP_017170216.1, XP_036012822.1
OG0000510	tr|Q9VHC2|Q9VHC2_DROME	AAH35548.1, AAH17630.1, NP_780410.2, AAH60730.1, NP_001366508.1, EDL02427.1, AAH62976.1, sp|Q8BI21.2|RNF38_MOUSE, BAC26547.1, NP_001366510.1, XP_006538363.1, XP_006538364.1, NP_001366509.1, XP_011248419.2, NP_001366507.1, NP_001342110.1, XP_036020384.1, NP_001366505.1, NP_001366506.1, XP_006538368.1, EDL02429.1, BAE28022.1, XP_036020382.1, NP_001366503.1, NP_001034082.1, NP_001366504.1, XP_036020383.1, BAE35621.1, XP_030102956.1, EDL41157.1, XP_006517083.1, XP_030102947.1, XP_030102948.1, XP_030102945.1, XP_030102955.1, XP_011242753.1, BAE35639.1, EDL41156.1, EDL41155.1, XP_030102959.1, XP_030102958.1, XP_030102949.1, XP_011242752.1, XP_011242751.1, XP_017170825.1, XP_030102951.1, XP_030102953.1, NP_001139499.1, XP_036013702.1, XP_030102950.1, XP_030102952.1, XP_030102960.1, NP_598825.2, XP_030102957.1
OG0000517	sp|Q9VR59|VIP1_DROME	XP_030109647.1, NP_001392388.1, EDL39902.1, NP_001392390.1, NP_001392396.1, NP_001392395.1, BAC34917.1, NP_001392389.1, sp|Q6ZQB6.3|VIP2_MOUSE, BAC97950.1, AAH53396.1, BAE23724.1, NP_001392399.1, EDL39901.1, NP_776121.4, NP_001392398.1, XP_006529553.1, XP_006529554.1, NP_001392387.1, XP_006529555.1, XP_006529556.1, XP_017175860.1, XP_006529557.1, NP_001392393.1, NP_001392392.1, NP_001392391.1, NP_001394812.1, XP_011237922.1, XP_006499806.1, XP_006499805.1, XP_017174519.1
OG0000518	tr|A8DY93|A8DY93_DROME	XP_006529629.1, XP_006529628.1, NP_001074496.2, XP_006497955.1, sp|Q6ZPR4.2|KCNT1_MOUSE, NP_001289280.1, AAI71963.1, XP_030105509.1, XP_006497944.2, XP_006497943.2, XP_017172686.1, NP_780671.2, XP_017172687.1, XP_030105523.1, XP_006497952.2, XP_006497940.2, XP_006497942.2, XP_036016579.1, XP_006497941.2, XP_030105505.1, AAI41191.1, XP_030105534.1, XP_006497954.1
OG0000519	tr|Q8SYD9|Q8SYD9_DROME	AAH28859.1, BAE31195.1, AAL24820.1, BAC98265.2, BAE39795.1, ABV27537.1, EDL08458.1, AAH24477.1, NP_647463.1, NP_001276638.1, BAE33146.1, sp|Q8R3V5.2|SHLB2_MOUSE, NP_001333735.1, XP_006498000.1, NP_001349817.1, EDL08460.1, XP_006498001.1, XP_006498002.1, EDL08461.1, NP_001276639.1, sp|Q9JK48.1|SHLB1_MOUSE, NP_062337.1, AAF73438.1, AAH24362.1, BAD32237.1, ABA54268.1, NP_001268971.1, NP_001366102.1, BAE34495.1, EDL12027.1, BAC26545.1, EDL12028.1, EDL12026.1, NP_001366103.1, NP_001366099.1, XP_006501780.1, NP_001366101.1, NP_001366100.1, NP_001268966.1, AAL59846.1
OG0000520	tr|Q9VGH5|Q9VGH5_DROME	XP_017170183.1, NP_001349462.1, XP_036012771.1, XP_036012768.1, BAC40188.1, XP_006533940.1, XP_036012770.1, EDL33699.1, XP_036012769.1, NP_001334416.1, XP_006533942.1, XP_030102064.1, NP_001349451.1, XP_036012774.1, NP_001349461.1, NP_001349459.1, AAH42187.2, BAE36421.1, CAA74583.1, NP_001349457.1, NP_001349458.1, NP_001349456.1, XP_036012773.1, XP_030102065.1, AAH56224.1, EDL33701.1, XP_036012772.1, sp|O35737.3|HNRH1_MOUSE, NP_001349453.1, NP_001349455.1, NP_067485.1, NP_001349452.1, NP_001349454.1, XP_006533944.1, XP_030102066.1, XP_030102067.1, EDK99586.1
OG0000521	tr|Q9VW83|Q9VW83_DROME	BAE37575.1, NP_001390334.1, XP_017172882.1, NP_001390331.1, NP_001390335.1, NP_001390332.1, NP_001390333.1, NP_001390336.1, XP_030105510.1, XP_017172879.1, XP_030105507.1, XP_030105508.1, NP_001390337.1, NP_001273647.1, AAH52449.1, NP_001034452.1, AAH60701.1, BAE41898.1, AAA86901.1, NP_001390340.1, NP_001390338.1, NP_001390339.1, NP_001390341.1, NP_001390345.1, NP_001390347.1, BAE28321.1, XP_017172875.1, BAE27945.1, AAD27867.1, AAB18754.1, sp|Q61037.1|TSC2_MOUSE, EDL22345.1, NP_001273649.1, XP_017172873.1, BAA28845.1, BAE27610.1, BAE28220.1, EDL22342.1, NP_001390344.1, NP_001273642.1, EDL22341.1, XP_030105506.1, EDL22343.1, AAA86902.1, NP_001390342.1, NP_035777.2, NP_001273643.1, XP_036016368.1, NP_001390343.1, NP_001390346.1, EDL22344.1, BAE28325.1, BAE42178.1, NP_001273645.1
OG0000522	sp|Q9VEW2|SERFL_DROME	BAB27157.1, NP_035484.1, EDL28059.1, AAC63515.1, sp|P84102.1|SERF2_MOUSE, AAH92136.1, BAB22030.3, EDL00823.1, sp|O88892.1|SERF1_MOUSE, AAC63514.1, EDL00820.1, NP_035483.1, EDL00822.1, AAH28510.1, AAD56758.1, EDL00821.1
OG0000535	sp|Q9V9N1|IR40A_DROME, sp|Q9VPI2|IR21A_DROME	AAH60154.1, BAE24724.1
OG0000535	tr|Q0KIF2|Q0KIF2_DROME, tr|Q9V4A0|Q9V4A0_DROME, tr|Q0KI42|Q0KI42_DROME, tr|Q9TVI0|Q9TVI0_DROME, tr|A0A0B4KHJ0|A0A0B4KHJ0_DROME, tr|Q9VMP3|Q9VMP3_DROME, tr|Q9VMP4|Q9VMP4_DROME, tr|Q9VPV3|Q9VPV3_DROME, tr|Q0E8N6|Q0E8N6_DROME, tr|Q9VDH5|Q9VDH5_DROME	NP_001104738.2, NP_001345795.2, XP_036011514.1, sp|P39087.4|GRIK2_MOUSE, EDL05052.1, NP_001074566.1, sp|B1AS29.1|GRIK3_MOUSE, AAF90049.1, AAI31640.1, AAI31641.1, XP_030100747.1, XP_011241424.1, XP_011241423.1, XP_011241422.1, XP_011241427.1, XP_011241426.1, XP_011241425.1, XP_006512608.1, BAA00943.1, prf||1923384A, CAA46907.1, EDL05051.1, NP_034479.3, NP_001391959.1, NP_001391960.1, NP_001391958.1, NP_034478.2
OG0000536	sp|Q9NB04|PATJ_DROME, tr|A0A0B4LIC4|A0A0B4LIC4_DROME	XP_006537709.1, XP_036019681.1, AAI45118.1, NP_001292215.1, XP_006537713.1, XP_036019684.1, XP_036019686.1, CAA10523.1, AAL37389.1, AAL37378.1, AAL37390.1, AAL37381.1, AAL37373.1, AAL37375.1, AAL37380.1, AAL37382.1, AAL37372.1, XP_011248242.1, AAL37383.1, AAL37376.1, AAL37374.1, AAL37384.1, AAI38046.1, NP_001292213.1, XP_006537707.1, XP_006537706.1, AAL37387.1, AAL37385.1, sp|Q8VBX6.2|MPDZ_MOUSE, XP_036019688.1, AAH61504.1, BAC27346.1, XP_036019685.1, XP_036019683.1, XP_036019687.1, XP_036019682.1, XP_006537710.1, XP_006537712.1, AAB57835.1, AAL37377.2, NP_034950.2, EDL31044.1, AAL37386.1, AAL37388.1, AAL37379.1
OG0000537	tr|Q8IN89|Q8IN89_DROME	NP_033384.2, EDL23532.1, AAH10716.1, BAE35894.1, BAE32340.1, BAB62015.1, EDL23531.1, EDL23530.1, NP_001344613.1, AAQ01559.1, BAB91439.1, NP_001351134.1, AAB70857.1, NP_001360882.1, NP_001360883.1, NP_001074927.1, AAH03979.1, NP_001074926.1, EDL18672.1, BAB32448.1, NP_001351135.1, NP_001351143.1, sp|Q60996.2|2A5G_MOUSE, NP_036153.2, BAB32447.1, EDL18674.1, NP_001360878.1, NP_001360879.1, XP_006515987.1
OG0000537	tr|A0A6F7R657|A0A6F7R657_DROME	XP_006515988.1, AAH85149.1, BAC40306.1, sp|Q61151.3|2A5E_MOUSE, NP_036154.1, BAE21166.1, XP_006515990.1, DAA01426.1, NP_659129.2, AAH59026.1, sp|Q6PD03.1|2A5A_MOUSE
OG0000551	tr|Q8MLV6|Q8MLV6_DROME, tr|R9PY62|R9PY62_DROME	XP_030100167.1, XP_030100166.1, NP_001344552.1, XP_030100164.2, NP_001344550.1, XP_030100165.1, BAC65747.1, AAH70451.1, XP_006510306.1, XP_006510305.1, XP_006510308.1, NP_001344548.1, sp|Q80TI0.2|ASTRB_MOUSE, NP_001344549.1, XP_006510299.1, XP_006510300.1, BAC28174.1, XP_030100159.1, NP_766356.1, XP_030100156.1, XP_030100158.1, XP_030100157.1, XP_030100162.1, XP_030100163.1, NP_001344546.1, XP_017168814.1, XP_030100160.1, XP_030100161.1, XP_006510312.1, XP_006510311.1, XP_030100168.1, XP_036010777.1, XP_036010778.1, XP_006510315.1, XP_030100172.1, XP_030100169.1, XP_030100171.1, XP_036010779.1, XP_030100173.1
OG0000552	sp|P17972|KCNAW_DROME, tr|A8DYR5|A8DYR5_DROME	XP_006502538.1, NP_001106210.1, BAE37138.1, XP_006540710.1, XP_006540711.1, XP_006540709.1, sp|P15388.1|KCNC1_MOUSE, BAE27941.1, BAE28071.1, NP_032447.1, AAI25471.1, AAI32440.1, EDL22928.1, CAA68814.1, NP_001346681.1, XP_006513750.1, EDL21756.1, NP_001346682.1, AAI16291.1, XP_030100956.1, EDL21751.1, AAI16290.1, sp|Q14B80.1|KCNC2_MOUSE, XP_006513753.1, NP_001366572.1, XP_036011684.1, NP_001366573.1, XP_006513754.1, EDL21753.1, XP_006513758.1
OG0000553	tr|A1ZBW0|A1ZBW0_DROME	NP_001288273.1, NP_001347423.1, BAE39121.1, NP_001288270.1, NP_001288269.1, AAH06694.1, XP_006517167.1, AAH89328.1, NP_001288272.1, BAE22563.1, XP_006517166.1, BAE38921.1, BAE29905.1, BAE35915.1, BAC37389.1, NP_001347420.1, NP_001347422.1, BAE36070.1, NP_079555.1, BAB27614.1, BAE39657.1, EDL41262.1, NP_001347419.1, sp|P61979.1|HNRPK_MOUSE, BAE40851.1, ACC69193.1, NP_001347424.1, BAC40368.1, BAE30613.1, BAE31602.1, BAC34601.1, NP_001288274.1
OG0000554	tr|Q9W3Q5|Q9W3Q5_DROME	BAE28705.1, sp|Q499D0.1|FOXN3_MOUSE, NP_899009.2, XP_036013509.1, XP_006516302.1, XP_030102785.1, XP_006516296.1, XP_006516295.1, XP_006516297.1, XP_006516299.1, XP_030102786.1, XP_036013507.1, XP_030102788.1, XP_017170694.1, XP_036013508.1, XP_030102787.1, AAH99971.1, BAB30701.1, EDL18916.1, XP_030102789.1, XP_006516303.1, XP_036013510.1, AAI38825.1, XP_036016213.1, AAI38826.1, BAC27104.1, CAA73205.1, EDL38640.1, NP_851305.2, XP_006523715.1, XP_036016209.1, XP_006523716.1, EDL38641.1, XP_006523717.1, XP_030105357.1, XP_036016210.1, NP_001342671.1, XP_036016212.1, NP_001342672.1, XP_036016211.1, XP_030105358.1
OG0000555	tr|Q7KRW4|Q7KRW4_DROME	NP_032512.2, sp|P97449.4|AMPN_MOUSE, EDL07044.1, XP_036008613.1, AAH05431.1, BAE25523.1, AAB19065.1, AAH40792.1, AAH17011.1, BAE42445.1
OG0000555	tr|Q9VFW9|Q9VFW9_DROME, tr|Q9VFX0|Q9VFX0_DROME, tr|Q8INH6|Q8INH6_DROME	AAH64061.1, sp|P16406.1|AMPE_MOUSE, AAB47732.1, AAY16106.1, BAE27448.1, AAI27061.1, EDL12243.1, NP_031960.1, BAC27405.1
OG0000555	tr|Q8IN25|Q8IN25_DROME, tr|Q9VD85|Q9VD85_DROME, tr|Q9VD87|Q9VD87_DROME, tr|Q8MRN5|Q8MRN5_DROME, tr|Q8SWX4|Q8SWX4_DROME	AAH46610.1, AAG44260.1, BAC30569.1, BAC30371.1, BAB11982.1, BAC26904.1, XP_030103331.1, BAC38159.1, EDL37102.1, XP_006517539.1, XP_036014121.1, NP_109636.1, sp|Q9EQH2.2|ERAP1_MOUSE
OG0000556	tr|Q9VRG5|Q9VRG5_DROME, tr|Q9VRG3|Q9VRG3_DROME, tr|Q86B52|Q86B52_DROME, tr|Q9VVJ9|Q9VVJ9_DROME, tr|Q9VRG4|Q9VRG4_DROME, tr|A1ZBS3|A1ZBS3_DROME, tr|Q9VDR4|Q9VDR4_DROME, tr|Q9VVK6|Q9VVK6_DROME	NP_796187.2, AAI41352.1, AAI41351.1, XP_006508008.1, BAC26576.1, EDL17207.1, BAC36439.1, AAH89470.1, AAP73045.1, XP_006508205.1, AAP73044.1, EDL17206.1, AAI16806.1, BAB24875.1, AAI16810.1, BAB30074.1, BAC26555.1, XP_017167763.1, XP_017167762.1, XP_017167760.1, XP_006508206.1, NP_080734.3, XP_006524433.1, BAE32771.1, AAH79617.1, EDL22313.1, BAE38198.1, AAF31433.1, EDL22312.1, EDL22311.1, AAL99380.1, sp|Q8R420.3|ABCA3_MOUSE, NP_038883.2, NP_001034670.1, AAH42663.1
OG0000556	tr|X2JG15|X2JG15_DROME	EDL00261.1, AAI58054.1, BAC29568.1, BAC26253.1, AAI58064.1, NP_780419.2, sp|E9Q876.1|ABCAC_MOUSE
OG0000566	tr|A0A0B4KGL0|A0A0B4KGL0_DROME	AAH47146.1
OG0000567	tr|Q8INK3|Q8INK3_DROME	pdb|1G74|A, pdb|1G7N|A, AAH99520.1, EDL05174.1, NP_001025476.1, sp|P24526.2|MYP2_MOUSE, pdb|2QM9|A, pdb|2Q9S|A, pdb|2QM9|B, pdb|3JSQ|A, pdb|1LID|A, pdb|3HK1|A, pdb|2ANS|A, pdb|2ANS|B, pdb|1ALB|A, pdb|1ADL|A, pdb|1LIB|A, pdb|1LIF|A, pdb|5C0N|A, NP_077717.1, EDL05171.1, pdb|5C0N|B, CAJ18597.1, BAB22601.1, AAA39417.1, AAA39870.1, AAA39416.1, BAC40410.1, pdb|5D8J|A, AAH54426.1, sp|P04117.3|FABP4_MOUSE, NP_001396442.1, EDL09529.1, pdb|4AZP|A, pdb|4AZQ|A, pdb|4AZO|A, pdb|4AZN|B, pdb|4AZN|A, NP_001259026.1, CAA11069.1, NP_034764.1, EDL05177.1, BAE39479.1, sp|Q05816.3|FABP5_MOUSE, BAB25890.1, AAH02008.1, CAA49703.1, AAI00544.1, BAB27692.1, AAC82368.1, EDL23025.1
OG0000569	tr|Q8IQZ7|Q8IQZ7_DROME	XP_036017657.1, NP_001333449.1, NP_001333448.1, XP_006527796.1, NP_001159926.1, AAH05459.1, NP_663604.1, sp|Q99K51.3|PLST_MOUSE, EDL29216.1, BAD23918.1, BAE35826.1, BAE27186.1, NP_001159925.1, NP_032905.2, NP_001234913.1, XP_006518764.1, sp|Q61233.4|PLSL_MOUSE, XP_006518766.1, XP_006518762.1, XP_006518767.1, EDL35834.1, XP_036014400.1, BAC40207.1, BAE31707.1, AAH22943.1, BAE31574.1, BAE31806.1, BAE41332.1, BAE41398.1, BAC27205.1, BAE20456.1, BAE29087.1, BAE31403.1, BAE30639.1, BAE30161.1, BAE39375.1, BAC27208.1, BAE31583.1, AAI39069.1, EDL20943.1, AAI39070.1, NP_001028382.1, BAE21495.1, sp|Q3V0K9.1|PLSI_MOUSE, XP_006510809.1
OG0000570	tr|Q7K485|Q7K485_DROME	AAH57931.1, NP_034113.1, EDL18142.1, AAH54758.1, BAE31566.1, BAE31575.1, BAE42305.1, BAE31342.1, BAE31529.1, BAE31412.1, BAE31236.1, BAE31319.1, BAE30833.1, BAE30895.1, BAE31018.1, BAE31019.1, BAE31001.1, BAE31193.1, BAE35523.1, BAE39883.1, BAE34900.1, BAE30724.1, BAE29499.1, sp|P18242.1|CATD_MOUSE, BAE35200.1, BAE30902.1
OG0000570	tr|Q9VQ14|Q9VQ14_DROME	sp|Q9D7R7.1|PEPC_MOUSE, EDL23582.1, AAH99409.1, NP_080249.2, BAB25952.1, BAE35809.1, BAB25990.1, AAI71994.1, AAI47478.1, NP_001104613.1, EDL01896.1
OG0000572	tr|M9NFQ7|M9NFQ7_DROME	XP_036015831.1, NP_001346655.1, XP_036015843.1, XP_036015840.1, XP_036015846.1, XP_036015847.1, NP_001346659.1, NP_001346657.1, XP_036015832.1, XP_036015844.1, XP_036015834.1, XP_036015845.1, XP_017172488.1, XP_017172481.1, XP_030104988.1, AAF78292.1, AAV74339.1, AAL83425.1, NP_899011.2, BAE22304.1, BAA95079.1, AAV74337.1, AAH59002.1, XP_036015835.1, NP_001346652.1, sp|Q9JJ43.3|RFOX1_MOUSE, NP_001346654.1, NP_067452.2, XP_011244213.2, XP_011244212.2, XP_017172478.2, XP_030104983.1, XP_011244216.2, XP_011244221.2, XP_036015827.1, AAV74338.1, AAV74340.1, XP_036015841.1, XP_036015842.1, XP_030104992.1
OG0000587	tr|Q9I7L6|Q9I7L6_DROME, tr|Q9VNP7|Q9VNP7_DROME, tr|Q9VVM0|Q9VVM0_DROME, tr|Q2PDY3|Q2PDY3_DROME	AAI45780.1, NP_001288353.1, EDL05846.1, AEO51041.1, AEO51038.1, AEO51039.1, BAE37233.1, BAE23966.1, AAA37574.1, BAE28273.1, XP_006504859.1, AAI45782.1, sp|Q09143.1|SL7A1_MOUSE, NP_031539.3, AAA37372.1, AAY87029.1, AAA37350.1, XP_006509315.1, XP_006509313.1, NP_001038205.1, BAE32720.1, XP_006509316.1, pir||A35674, AAA75250.1, BAE42415.1, EDL35511.1, XP_006509314.2, NP_031540.2, sp|P18581.3|CTR2_MOUSE, AAI27083.1, AAA20397.1, EDL35510.1
OG0000588	tr|Q0E8R3|Q0E8R3_DROME, tr|Q8IP90|Q8IP90_DROME	NP_001393107.1, NP_001393106.1, XP_030102970.1, NP_001393105.1, AAF78957.1, NP_059064.2, EDL27514.1, NP_001393093.1, XP_017170784.1, EDL27516.1, EDL27515.1, NP_001393104.1, NP_001393102.1, EDL27513.1, BAB29392.1, NP_001393101.1, NP_001231820.1, BAE25504.1, CAC20707.1, BAE33820.1, sp|P28659.2|CELF1_MOUSE, NP_941955.1, NP_001393096.1, NP_001393095.1, NP_001231832.1, XP_036013922.1, NP_001393103.1, NP_001393097.1, XP_030102983.1, NP_001393094.1, NP_001393099.1, NP_001393100.1, XP_030102946.1, NP_001393098.1
OG0000589	tr|M9NEH9|M9NEH9_DROME	XP_006513985.1, XP_030101057.1, XP_006513988.1, XP_006513989.1, BAC28838.1, XP_030101054.1, NP_001334145.1, XP_030101055.1, EDL31834.1, sp|P57722.3|PCBP3_MOUSE, XP_030101053.1, EDL31829.1, EDL31835.1, EDL31830.1, XP_017169527.1, XP_036011798.1, XP_036011799.1, NP_067543.2, XP_030101058.1, EDL31836.1, EDL31832.1, EDL31831.1, EDL31837.1, EDL31833.1, XP_030101056.1, XP_011241819.1, XP_030101059.1
