Orthogroup	fly	bombus
OG0000609	sp|Q9VUI3|EMAL_DROME	XP_012242369.1
OG0000610	sp|O61443|MK38B_DROME, sp|O62618|MK38A_DROME, sp|P83100|MK14C_DROME	XP_003488182.1, XP_024222235.1
OG0000611	sp|Q24117|DYL1_DROME, sp|O96860|DYL2_DROME	XP_003489427.1
OG0000630	tr|A0A0B4K6Z6|A0A0B4K6Z6_DROME	XP_024225808.1, XP_024225810.1, XP_024225806.1, XP_024225811.1, XP_024225820.1, XP_024225816.1, XP_024225817.1, XP_024225818.1, XP_033178607.1, XP_033178608.1, XP_033178610.1, XP_033178609.1, XP_024225812.1
OG0000630	tr|M9PHS6|M9PHS6_DROME	XP_024225829.1, XP_024225824.1, XP_024225823.1, XP_024225828.1, XP_024225831.1, XP_024225830.1, XP_033178612.1, XP_024225842.1
OG0000630	sp|Q9VS29|DSCL_DROME	XP_033180407.1, XP_033180406.1, XP_033180405.1, XP_033180404.1, XP_033180403.1, XP_033174546.1
OG0000631	sp|Q24400|MLP2_DROME	XP_024225461.1, XP_024225458.1, XP_024225457.1, XP_024225460.1, XP_033178339.1, XP_024225459.1, XP_003491802.1
OG0000631	sp|P53777|MLP1_DROME	XP_024225462.1
OG0000632	sp|O46036|CTBP_DROME	XP_033176870.1
OG0000633	tr|A1Z782|A1Z782_DROME	XP_024225358.1, XP_012244202.1, XP_012244201.1, XP_003491673.1, XP_012244203.1, XP_012244206.1
OG0000634	sp|Q9NBD7|CLASP_DROME	XP_012239580.1, XP_024222565.1, XP_024222566.1
OG0000635	tr|A0A0B4JCZ8|A0A0B4JCZ8_DROME	XP_003486631.1, XP_024220815.1, XP_003486630.1, XP_024220816.1
OG0000636	sp|Q8SY41|BCAS3_DROME	XP_012245765.1, XP_024226340.1, XP_003485274.1
OG0000637	tr|Q2PE13|Q2PE13_DROME	XP_012248544.1, XP_003494431.1
OG0000638	tr|Q7KMM4|Q7KMM4_DROME	XP_003492162.1, XP_012245023.1, XP_012245025.1, XP_012245022.1
OG0000658	sp|Q9U3V5|TIPT_DROME	XP_033180205.1
OG0000658	sp|P22265|TSH_DROME	XP_033180206.1
OG0000659	tr|A0A0B4LGD3|A0A0B4LGD3_DROME	XP_012243740.1, XP_033177851.1, XP_012243742.1, XP_024224989.1, XP_012243738.1, XP_003491400.1, XP_012243739.1
OG0000661	sp|Q24142|HR78_DROME	XP_033174250.1, XP_012249907.1, XP_012249908.1, XP_012249906.1, XP_024228429.1, XP_012249905.1, XP_033174249.1
OG0000662	tr|Q9VJ95|Q9VJ95_DROME	XP_033180126.1, XP_033180129.1, XP_033180119.1, XP_033180132.1, XP_033180118.1, XP_033180124.1
OG0000663	sp|Q9VN14|CONT_DROME	XP_024226205.1, XP_012245741.1
OG0000664	sp|Q9VVI3|NEDD4_DROME	XP_003492071.1, XP_012245051.1, XP_024225750.1, XP_012245049.1, XP_012245050.1, XP_003492072.1, XP_024225749.1
OG0000665	tr|Q9V491|Q9V491_DROME	XP_024222094.1, XP_003488009.1
OG0000665	sp|Q9V4A7|PLXB_DROME	XP_003488190.1
OG0000666	tr|Q9VPP0|Q9VPP0_DROME	XP_024220923.1, XP_024220924.1
OG0000667	tr|B7YZL9|B7YZL9_DROME	XP_012236632.1, XP_012236630.1, XP_024220841.1, XP_012236631.1, XP_024220839.1, XP_024220840.1, XP_024220843.1
OG0000668	sp|P25867|UBCD1_DROME	XP_012245439.1
OG0000669	tr|Q9VJD1|Q9VJD1_DROME	XP_003490614.2
OG0000670	sp|Q9VHS8|IF4A3_DROME	XP_012240566.1
OG0000670	sp|Q02748|IF4A_DROME	XP_003492849.1
OG0000671	tr|Q9VAR1|Q9VAR1_DROME, tr|Q9VSG1|Q9VSG1_DROME, tr|Q9VSB6|Q9VSB6_DROME, tr|Q9VRY0|Q9VRY0_DROME, sp|P48598|IF4E_DROME, tr|Q9W5B3|Q9W5B3_DROME	XP_012240417.1, XP_012240418.1
OG0000672	sp|Q09103|DGK2_DROME	XP_012247261.1
OG0000673	tr|M9PGC0|M9PGC0_DROME	XP_003484591.1, XP_012236129.1
OG0000689	tr|Q9VB75|Q9VB75_DROME	XP_024220491.1, XP_012250355.1, XP_003486293.1, XP_012250356.1, XP_033174535.1
OG0000689	tr|Q9Y1A7|Q9Y1A7_DROME	XP_003485650.1
OG0000689	tr|A0A0B4KHK8|A0A0B4KHK8_DROME	XP_012248314.1, XP_033180143.1, XP_033180142.1, XP_012248316.1, XP_012248315.1
OG0000690	tr|Q9VU43|Q9VU43_DROME	XP_033179059.1, XP_012246003.1, XP_012246005.1, XP_003492729.1, XP_024226330.1
OG0000691	tr|Q8INC3|Q8INC3_DROME	XP_012245725.1, XP_033178945.1, XP_012245724.1, XP_033178944.1, XP_024226169.1
OG0000692	tr|A0A0B4KFR5|A0A0B4KFR5_DROME	XP_033177720.1, XP_024224778.2, XP_033177716.1, XP_033177717.1, XP_024224780.2, XP_033177718.1, XP_024224781.2, XP_033177719.1, XP_033177723.1, XP_012243430.2, XP_033177722.1, XP_033177721.1, XP_012243428.2
OG0000693	sp|Q03445|GLR1_DROME, tr|M9PHV5|M9PHV5_DROME	XP_033174730.1, XP_033174729.1
OG0000694	sp|P42325|NCAH_DROME	XP_003486190.1, XP_033174392.1
OG0000695	tr|Q7KMI3|Q7KMI3_DROME	XP_033179212.1
OG0000695	sp|Q7KRY6|NHK1_DROME	XP_003488762.1
OG0000696	tr|M9PD84|M9PD84_DROME	XP_024227812.1, XP_012248775.1, XP_012248778.1, XP_024227806.1
OG0000697	tr|Q8IMF4|Q8IMF4_DROME	XP_024225591.1, XP_024225592.1, XP_012244644.1
OG0000698	tr|Q9VI08|Q9VI08_DROME, tr|Q9VD02|Q9VD02_DROME, tr|Q9VD01|Q9VD01_DROME, sp|P54185|OBA5_DROME, tr|Q9VI09|Q9VI09_DROME, tr|Q9VK60|Q9VK60_DROME	XP_003486901.1, XP_003486902.1
OG0000716	sp|P27619|DYN_DROME	XP_033179780.1, XP_024227171.1, XP_012247553.2, XP_012247555.2, XP_012247556.2, XP_012247552.2, XP_012247551.2, XP_024227172.1, XP_012247550.2, XP_024227173.1, XP_012247554.1, XP_012247557.1
OG0000717	sp|O16011|MBL_DROME	XP_012246980.1, XP_012246976.1, XP_012246979.1, XP_012246978.1, XP_033179518.1
OG0000718	tr|Q9VL07|Q9VL07_DROME	XP_024222399.1, XP_024222398.1, XP_012239290.1, XP_024222396.1, XP_012239289.1, XP_003488419.1
OG0000719	tr|Q9VTX5|Q9VTX5_DROME	XP_012250358.1, XP_024220494.1
OG0000720	tr|Q7JPB9|Q7JPB9_DROME	XP_024223633.1, XP_024223651.1, XP_024223640.1, XP_024223627.1, XP_012241833.1, XP_024223646.1, XP_024223653.1, XP_024223654.1
OG0000721	tr|Q9W450|Q9W450_DROME	XP_003493880.1
OG0000722	sp|P14318|MP20_DROME	XP_012240136.1, XP_012244616.1
OG0000722	tr|Q9VZI1|Q9VZI1_DROME	XP_003489884.1, XP_003489885.1
OG0000723	tr|M9PFV8|M9PFV8_DROME	XP_003491907.1
OG0000724	tr|P91634|P91634_DROME	XP_003489720.1
OG0000740	sp|P42207|SEPT1_DROME	XP_003493686.1
OG0000740	tr|Q0KHR7|Q0KHR7_DROME	XP_003493421.1, XP_012246897.1, XP_012246896.1, XP_033179446.1, XP_033179445.1, XP_012246893.1
OG0000741	sp|A0A0B4LFY9|STING_DROME	XP_012246173.2, XP_033179130.1
OG0000742	tr|A0A6H2EG63|A0A6H2EG63_DROME	XP_033177170.1, XP_003490400.1, XP_033177169.1, XP_033177171.1
OG0000743	tr|A1ZAK8|A1ZAK8_DROME	XP_012241123.1, XP_033176632.1, XP_012241124.1
OG0000744	tr|Q8SYJ2|Q8SYJ2_DROME	XP_012239678.1, XP_033176047.1, XP_012239679.1
OG0000745	sp|Q9V3L1|NDST_DROME	XP_033174289.1, XP_024228474.1, XP_003486033.1
OG0000746	sp|O18400|PITX_DROME	XP_033180656.1
OG0000747	tr|A0A0B4K897|A0A0B4K897_DROME	XP_024222450.1, XP_003488451.1, XP_003488452.1, XP_012239393.1
OG0000748	tr|A0A0B4KEJ7|A0A0B4KEJ7_DROME	XP_012247646.1, XP_012247643.1, XP_012247645.1, XP_003493864.1, XP_012247648.1, XP_012247644.1, XP_012247647.1
OG0000749	sp|Q9VK33|SMBT_DROME	XP_012237480.1, XP_012237479.1, XP_003487218.1, XP_003487216.1
OG0000750	tr|A8Y535|A8Y535_DROME, tr|Q4QPY6|Q4QPY6_DROME	XP_003488270.1
OG0000770	sp|P07764|ALF_DROME, tr|Q9VBF5|Q9VBF5_DROME	XP_012248141.1, XP_012248140.1, XP_033180061.1
OG0000771	sp|P48148|RHO1_DROME	XP_012245035.1, XP_012245039.1, XP_012245037.1, XP_024225696.1, XP_012245040.1, XP_012245038.1, XP_012245033.1, XP_024225695.1, XP_033178546.1
OG0000772	tr|Q0E8F2|Q0E8F2_DROME	XP_012244344.1, XP_012244345.1, XP_024225330.1, XP_033178220.1, XP_024225332.1, XP_024225333.1, XP_024225331.1
OG0000773	sp|P36872|2ABA_DROME	XP_003490537.1, XP_033177344.1, XP_033177343.1, XP_012242520.1, XP_033177342.1, XP_012242519.1, XP_024224234.1, XP_012242521.1, XP_012242517.1, XP_024224232.1
OG0000774	sp|Q9VZ08|RME6_DROME	XP_012237972.1, XP_033175362.1, XP_024221679.1, XP_003487596.1
OG0000775	sp|Q9VB11|UNC80_DROME	XP_033175000.1, XP_033174999.1, XP_033174998.1
OG0000776	sp|Q9V5N8|STAN_DROME	XP_024223953.1
OG0000777	tr|A0A0B4K838|A0A0B4K838_DROME, sp|P38040|GBG1_DROME	XP_024223433.1
OG0000778	tr|Q9VPX6|Q9VPX6_DROME	XP_003488328.1, XP_012239362.1, XP_024222358.1, XP_012239363.1, XP_012239364.1
OG0000779	tr|Q9VWD1|Q9VWD1_DROME	XP_012240249.1, XP_012240250.1
OG0000780	tr|Q9VPI9|Q9VPI9_DROME	XP_003491795.1
OG0000781	sp|P39205|CIN_DROME	XP_003485467.1
OG0000802	tr|Q9VUY1|Q9VUY1_DROME	XP_024226736.1, XP_003493337.1, XP_033179461.1, XP_012246824.1, XP_012246823.1
OG0000803	tr|Q95T35|Q95T35_DROME, tr|A8JNU6|A8JNU6_DROME	XP_012245462.1, XP_024226011.1, XP_012245456.1, XP_024226007.1, XP_003492401.1, XP_024226010.1, XP_012245458.1, XP_024226009.1, XP_033178742.1
OG0000804	tr|A1Z784|A1Z784_DROME	XP_012247173.1, XP_024226946.1, XP_024226945.1, XP_024226944.1, XP_024226943.1, XP_012247167.1, XP_012247170.1, XP_012247169.1, XP_024226947.1, XP_012247172.1, XP_024226948.1
OG0000805	sp|Q9W436|NEP_DROME, sp|Q9W5Y0|NEP3_DROME	XP_024226180.1, XP_024226184.1, XP_024226185.1, XP_024226181.1, XP_024226182.1, XP_003492648.1
OG0000806	sp|P43125|RDGB_DROME	XP_024223324.1, XP_012240899.1, XP_024223321.1, XP_024223320.1, XP_024223323.1, XP_012240902.1, XP_012240903.1, XP_012240900.1, XP_012240901.1, XP_024223326.1, XP_024223329.1, XP_024223328.1
OG0000807	tr|Q8SWW2|Q8SWW2_DROME	XP_012249165.1, XP_003494926.1
OG0000808	tr|Q8WS79|Q8WS79_DROME	XP_012243856.1, XP_012243857.1, XP_012243858.1, XP_012243859.1, XP_003491364.1
OG0000809	tr|Q95T08|Q95T08_DROME	XP_012236927.1, XP_003486805.1
OG0000827	tr|X2JEY5|X2JEY5_DROME	XP_012246831.1, XP_012246832.1, XP_003493395.1, XP_033179497.1, XP_024226760.1, XP_024226762.1, XP_024226763.1, XP_003493396.1, XP_012246833.1, XP_033179494.1, XP_033179495.1, XP_003493397.1, XP_033179496.1
OG0000828	tr|Q9VSL8|Q9VSL8_DROME	XP_033179379.1, XP_033179377.1, XP_033179381.1, XP_024226673.1, XP_024226675.1, XP_024226674.1, XP_033179380.1, XP_033179378.1, XP_033179382.1
OG0000829	sp|P0CG69|UBIQP_DROME	XP_033177703.1
OG0000829	tr|Q9W418|Q9W418_DROME	XP_012245646.3
OG0000829	tr|R9PY16|R9PY16_DROME	XP_003494613.2
OG0000831	sp|Q94547|RGA_DROME	XP_024221962.1, XP_012238433.1, XP_024221961.1, XP_012238432.1, XP_012238431.1
OG0000832	tr|Q9V3I2|Q9V3I2_DROME	XP_003486219.1, XP_012250443.1, XP_012250444.1, XP_012250446.1, XP_012250442.1, XP_012250445.1
OG0000833	sp|Q9VPT7|PGAP2_DROME	XP_003488576.1
OG0000834	tr|Q9VA71|Q9VA71_DROME	XP_003487366.1
OG0000854	tr|A1ZBN5|A1ZBN5_DROME, tr|Q9VB58|Q9VB58_DROME	XP_024226906.1, XP_033179588.1, XP_033179589.1, XP_033179587.1, XP_033179585.1, XP_033179586.1
OG0000855	tr|E1JIZ9|E1JIZ9_DROME, tr|A8JPX0|A8JPX0_DROME	XP_033178869.1
OG0000855	tr|Q8IMX4|Q8IMX4_DROME	XP_003492759.1
OG0000856	sp|Q00963|SPTCB_DROME	XP_012245334.1, XP_033178682.1, XP_003492331.1, XP_024225942.1, XP_024225943.1, XP_024225944.1, XP_012245333.1, XP_003492332.1
OG0000857	tr|Q9VY78|Q9VY78_DROME	XP_012239575.1, XP_033176008.1
OG0000858	tr|A0A0B4K6N4|A0A0B4K6N4_DROME	XP_012250302.1, XP_012250304.1, XP_012250307.1, XP_003486246.1, XP_012250306.1, XP_012250303.1, XP_012250309.1, XP_012250308.1, XP_033174499.1, XP_012250310.1, XP_012250311.1, XP_012250313.1
OG0000859	sp|P19018|TRA2_DROME	XP_003485504.1, XP_012249279.1, XP_033180597.1
OG0000860	sp|P26308|GBB1_DROME	XP_024223967.1, XP_003485017.1, XP_033177318.1
OG0000861	sp|Q9VCA2|ORCT_DROME, sp|Q95R48|OCTL_DROME	XP_012247519.1, XP_012247516.1, XP_012247518.1, XP_012247520.1, XP_024227112.1, XP_003493721.1, XP_012247517.1
OG0000861	tr|Q9VEY1|Q9VEY1_DROME	XP_012239635.1
OG0000863	tr|A0A0B4K6E2|A0A0B4K6E2_DROME	XP_003494782.1
OG0000864	sp|Q9VZI2|ACK_DROME	XP_003491859.1, XP_012244601.1
OG0000865	tr|Q9VNT9|Q9VNT9_DROME, tr|Q9VNU2|Q9VNU2_DROME, tr|Q9VNU1|Q9VNU1_DROME, tr|Q9VNT8|Q9VNT8_DROME, sp|Q9V576|WUN_DROME, tr|Q7KGH1|Q7KGH1_DROME	XP_003487959.2, XP_012238588.1
OG0000867	tr|Q9W1N3|Q9W1N3_DROME, tr|Q4QPY7|Q4QPY7_DROME	XP_003487333.1
OG0000894	tr|Q9V4E5|Q9V4E5_DROME	XP_024228013.1, XP_033180512.1
OG0000896	sp|O18412|FZO_DROME, sp|Q7YU24|MARF_DROME	XP_033177265.1, XP_033177264.1, XP_003490453.1, XP_033177263.1, XP_024224152.1, XP_024224149.1
OG0000897	sp|O01367|HOW_DROME	XP_012241455.1, XP_033176775.1, XP_033176774.1, XP_003489798.1, XP_024223636.1
OG0000898	tr|X2JF73|X2JF73_DROME	XP_033175777.1, XP_033175778.1, XP_012238909.1
OG0000899	sp|P29673|APTE_DROME	XP_024221362.1, XP_033175115.1, XP_024221360.1, XP_024221358.1
OG0000900	sp|Q02645|HTS_DROME	XP_024221206.1, XP_024221205.1, XP_024221207.1, XP_024221204.1, XP_033174918.1
OG0000901	tr|Q7K1H0|Q7K1H0_DROME	XP_003485061.1, XP_024224412.1, XP_012242957.1, XP_033177458.1, XP_012242973.1
OG0000902	tr|X2JA38|X2JA38_DROME	XP_012248029.1, XP_012248027.1, XP_024227424.1, XP_024227416.1, XP_024227415.1
OG0000904	sp|Q95TU8|UNC5_DROME	XP_024222988.1, XP_012240516.1, XP_024222990.1, XP_024222989.1
OG0000905	tr|A1Z7R8|A1Z7R8_DROME	XP_024220636.1, XP_003486459.1
OG0000906	sp|Q9V6G5|TAZ_DROME	XP_003491709.1, XP_012244214.1
OG0000907	tr|Q9VGH9|Q9VGH9_DROME	XP_012242847.1, XP_003490773.1, XP_012242849.1
OG0000908	sp|P08985|H2AV_DROME	XP_003484532.1
OG0000926	tr|Q9VDY5|Q9VDY5_DROME	XP_033177850.1
OG0000927	tr|D1YSG0|D1YSG0_DROME	XP_033177037.1, XP_033177039.1, XP_033177034.1, XP_033177031.1, XP_033177033.1, XP_033177036.1, XP_033177038.1, XP_033177032.1, XP_033177028.1, XP_033177030.1, XP_033177029.1, XP_033177026.1, XP_033177023.1, XP_033177021.1, XP_033177022.1, XP_033177027.1, XP_033177025.1, XP_033177014.1, XP_012241764.1, XP_012241761.1, XP_033177017.1, XP_033177018.1, XP_033177000.1, XP_033177010.1, XP_033177016.1
OG0000929	tr|Q9VZ72|Q9VZ72_DROME, sp|Q24407|ATP5J_DROME	XP_003485985.1, XP_033174279.1
OG0000930	tr|B7YZF8|B7YZF8_DROME	XP_024220492.1, XP_024220495.1, XP_033174625.1, XP_012250323.1, XP_012250331.1, XP_024220515.1, XP_024220523.1, XP_024220527.1, XP_024220526.1, XP_024220507.1, XP_024220512.1, XP_024220529.1, XP_033174614.1, XP_024220532.1, XP_024220542.1, XP_024220539.1, XP_033174619.1, XP_033174629.1
OG0000931	sp|O76324|DCO_DROME	XP_024221301.1, XP_024221302.1, XP_024221297.1, XP_024221300.1, XP_012237283.1, XP_024221298.1, XP_012237282.1, XP_024221299.1, XP_012237280.1, XP_012237281.1
OG0000932	tr|Q7K264|Q7K264_DROME	XP_012249589.1, XP_024228240.1
OG0000933	tr|M9PG08|M9PG08_DROME	XP_003484740.1, XP_024222226.1, XP_012240225.1, XP_024222224.1, XP_012240233.1
OG0000935	sp|P02283|H2B_DROME	XP_012241566.1, XP_012244891.1, XP_003488496.1, XP_003491637.1
OG0000936	tr|Q9VMI9|Q9VMI9_DROME	XP_003490907.1, XP_012242926.1, XP_012242929.1, XP_012242928.1, XP_012242930.1
OG0000937	tr|Q9VIX4|Q9VIX4_DROME, tr|B7Z028|B7Z028_DROME	XP_003485741.1, XP_012249636.1, XP_012249637.1, XP_012249635.1
OG0000938	tr|Q7KM15|Q7KM15_DROME	XP_003492436.1
OG0000965	tr|Q9VLC5|Q9VLC5_DROME	XP_003492892.2
OG0000965	tr|A0A0B4K6I6|A0A0B4K6I6_DROME	XP_033180024.1, XP_003494137.1
OG0000966	sp|Q9VC70|DZIP1_DROME	XP_033179667.1
OG0000967	sp|Q9VEN1|FLNA_DROME	XP_024226199.1, XP_024226200.1, XP_033178952.1, XP_033178951.1, XP_024226195.1, XP_033178950.1
OG0000968	sp|P25007|PPIA_DROME, tr|Q7K2I4|Q7K2I4_DROME	XP_024221718.1, XP_033175397.1, XP_012245664.1
OG0000969	tr|B7Z0E5|B7Z0E5_DROME	XP_033175114.1
OG0000970	sp|Q9VW47|MED12_DROME	XP_012250433.1, XP_033174496.1, XP_033174495.1, XP_033174494.1, XP_033174493.1, XP_024220340.1, XP_003486305.1
OG0000971	tr|Q9VM62|Q9VM62_DROME, tr|Q9W0F4|Q9W0F4_DROME	XP_033180593.1, XP_012249235.1, XP_012249232.1, XP_024228059.1
OG0000972	sp|Q24352|GBRAL_DROME	XP_003485706.1
OG0000972	tr|Q9VXL9|Q9VXL9_DROME	XP_012246808.2
OG0000973	tr|Q9VIZ3|Q9VIZ3_DROME	XP_012247776.1
OG0000973	sp|A1Z9L3|DHX8_DROME	XP_003486410.1
OG0000973	tr|Q9VY54|Q9VY54_DROME	XP_024226384.1
OG0000973	tr|Q9VR29|Q9VR29_DROME	XP_012241878.1, XP_024223909.1
OG0000973	sp|Q7K3M5|DHX15_DROME	XP_012239636.1
OG0000974	sp|Q9Y0H4|SUDX_DROME	XP_012248081.1, XP_003494115.1
OG0000975	sp|Q94519|ACPM_DROME	XP_012241033.1, XP_012241032.1
OG0000976	sp|Q9VHV1|POLI_DROME	XP_012249814.1, XP_012249815.1, XP_003485892.1
OG0000977	sp|Q9I7D3|CAPR1_DROME	XP_003490681.1
OG0000978	tr|Q6NN09|Q6NN09_DROME	XP_003489341.1
OG0000979	tr|Q9VDD2|Q9VDD2_DROME	XP_003485721.1
OG0001006	tr|Q7K306|Q7K306_DROME	XP_033180288.1, XP_033180287.1, XP_024227677.1, XP_012248598.1, XP_033180290.1, XP_012248601.1, XP_012248599.1, XP_024227669.1, XP_024227676.1, XP_012248596.1, XP_033180292.1, XP_033180291.1, XP_024227671.1, XP_033180289.1
OG0001007	sp|P52034|PFKA_DROME	XP_033179547.1, XP_012247039.1, XP_033179544.1, XP_033179543.1, XP_033179545.1, XP_033179546.1, XP_033179548.1
OG0001008	sp|Q08832|GBRB3_DROME	XP_033179499.1, XP_033179498.1, XP_033179500.1, XP_012246882.1
OG0001009	tr|Q9VMN6|Q9VMN6_DROME	XP_024220356.1, XP_033174418.1, XP_012236102.1
OG0001009	tr|Q8IP70|Q8IP70_DROME	XP_024220331.1, XP_024220332.1, XP_024220335.1, XP_024220337.1, XP_024220336.1, XP_024220334.1, XP_012250268.1
OG0001009	sp|Q24372|LACH_DROME	XP_024221023.1, XP_003486872.1
OG0001009	sp|P15364|AMAL_DROME	XP_012247255.1
OG0001009	tr|B7Z153|B7Z153_DROME	XP_012246221.1, XP_024226331.1, XP_012246226.1
OG0001009	tr|Q7PLL7|Q7PLL7_DROME	XP_003485943.1
OG0001009	tr|Q9VAR6|Q9VAR6_DROME	XP_003494175.1
OG0001009	tr|A8JNC7|A8JNC7_DROME	XP_033178496.1, XP_033178495.1, XP_033178497.1, XP_033178499.1, XP_033178494.1, XP_033178498.1, XP_033178500.1
OG0001009	tr|A4IJ70|A4IJ70_DROME, tr|Q9VLF0|Q9VLF0_DROME	XP_024223252.2
OG0001010	tr|Q9VR61|Q9VR61_DROME	XP_033177946.1, XP_003491387.1, XP_024224957.1
OG0001011	sp|Q960Z0|KI10A_DROME	XP_033177907.1, XP_033177908.1, XP_033177909.1, XP_033177910.1
OG0001012	tr|A0A0B4JCU3|A0A0B4JCU3_DROME	XP_024223970.1, XP_024223969.1, XP_033177091.1, XP_024223971.1
OG0001013	tr|G4LU05|G4LU05_DROME	XP_024222644.1, XP_003488652.1, XP_024222643.1, XP_024222645.1, XP_033176026.1
OG0001015	tr|Q9VSY9|Q9VSY9_DROME	XP_033174247.1, XP_033174245.1, XP_033174244.1, XP_003485913.1, XP_012249916.1, XP_033174246.1
OG0001017	tr|A1Z9Q8|A1Z9Q8_DROME, tr|E2QCM9|E2QCM9_DROME	XP_024225155.1, XP_024225152.1, XP_012244074.1
OG0001018	sp|P35220|CTNA_DROME	XP_024222854.1, XP_024222847.1, XP_024222852.1, XP_024222838.1, XP_024222835.1, XP_024222842.1, XP_024222845.1, XP_024222858.1
OG0001019	tr|M9PE01|M9PE01_DROME	XP_003492973.1, XP_012246313.1, XP_012246312.1, XP_012246316.1, XP_012246314.1, XP_012246319.1
OG0001020	tr|A0A0B4KFE4|A0A0B4KFE4_DROME	XP_012240048.1, XP_003488830.1, XP_012240047.1, XP_003488831.1
OG0001021	tr|Q9VPT9|Q9VPT9_DROME	XP_003491876.1
OG0001023	tr|Q0E8U4|Q0E8U4_DROME, tr|Q8T8S2|Q8T8S2_DROME, tr|Q9VBA0|Q9VBA0_DROME	XP_003486429.1, XP_003486430.1
OG0001054	tr|M9NDS9|M9NDS9_DROME, tr|Q9W2M6|Q9W2M6_DROME, tr|Q9W2M5|Q9W2M5_DROME, tr|Q8MLW8|Q8MLW8_DROME, tr|Q9W2M7|Q9W2M7_DROME	XP_003493155.3, XP_003488774.1
OG0001055	sp|P40793|CDC42_DROME	XP_003491336.1, XP_012243871.1, XP_033177882.1, XP_012245661.1, XP_012245662.1, XP_012245663.1, XP_003492543.1, XP_033178915.1
OG0001056	sp|A1ZBE8|DOP1_DROME	XP_012243314.1, XP_012243312.1, XP_012243311.1, XP_033177670.1, XP_003491047.1, XP_033177672.1, XP_033177671.1, XP_033177673.1
OG0001057	sp|P16371|GROU_DROME	XP_033177172.1, XP_024224057.1, XP_012242267.1, XP_003490318.1, XP_012242266.1, XP_003490317.1, XP_012236107.1
OG0001058	sp|P48610|KARG_DROME	XP_012247304.1, AAO40885.1
OG0001058	tr|Q9VST4|Q9VST4_DROME	XP_024223437.2
OG0001059	sp|A8DYE2|TRPCG_DROME	XP_012238941.1, XP_003488186.1, XP_033175716.1, XP_024222143.1, XP_012238938.1, XP_012238940.1, XP_033175715.1, XP_012238939.1, XP_033175717.1
OG0001060	sp|P25439|BRM_DROME	XP_033174490.1, XP_003486213.1, XP_033175669.1, XP_033175670.1, XP_012238815.1, XP_012238817.1, XP_024222188.1, XP_024222187.1, XP_024222189.1
OG0001061	tr|Q8IMX1|Q8IMX1_DROME	XP_024221895.1, XP_012238390.3, XP_012238389.1, XP_033175534.1
OG0001062	sp|Q9W0V1|PDPK1_DROME	XP_024221310.1, XP_033175080.1, XP_012237323.1, XP_033175081.1, XP_024221309.1, XP_024221312.1, XP_024221311.1, XP_012237324.1
OG0001063	tr|Q9VKR5|Q9VKR5_DROME, sp|O46107|LIP1_DROME, tr|Q9VKT2|Q9VKT2_DROME, tr|Q9VKS5|Q9VKS5_DROME, tr|Q9VKT7|Q9VKT7_DROME, tr|E2QCS7|E2QCS7_DROME, tr|Q9VKT1|Q9VKT1_DROME, tr|Q9VKS9|Q9VKS9_DROME, tr|M9PCU5|M9PCU5_DROME, tr|Q9VKT8|Q9VKT8_DROME	XP_003492913.2
OG0001063	tr|Q9VG50|Q9VG50_DROME, tr|Q0KI77|Q0KI77_DROME, tr|Q9VG47|Q9VG47_DROME, tr|Q9VG48|Q9VG48_DROME, tr|Q8IMS3|Q8IMS3_DROME, tr|Q9VBK6|Q9VBK6_DROME, tr|Q9VQQ5|Q9VQQ5_DROME, tr|Q9VPE9|Q9VPE9_DROME, sp|O46108|LIP3_DROME, tr|Q4V6L4|Q4V6L4_DROME, tr|Q9V9N3|Q9V9N3_DROME, tr|Q9VG46|Q9VG46_DROME, tr|Q59E63|Q59E63_DROME	XP_033180605.1, XP_033180603.1, XP_033180606.1, XP_024228051.1, XP_033180604.1
OG0001064	sp|Q9U969|SWS_DROME	XP_012243054.1, XP_024224472.1, XP_012243053.1, XP_012243055.1
OG0001065	tr|Q7KTG6|Q7KTG6_DROME	XP_012242674.1, XP_012242672.1, XP_024224280.1
OG0001066	sp|Q9VCH5|NUP98_DROME	XP_024223562.1, XP_024223561.1, XP_024223560.1, XP_024223559.1, XP_024223558.1, XP_003489721.1, XP_012241277.1, XP_012241279.1
OG0001067	tr|Q8STA5|Q8STA5_DROME	XP_012248679.1
OG0001069	tr|Q9Y109|Q9Y109_DROME	XP_012246776.1, XP_003493295.1
OG0001070	tr|Q9VU18|Q9VU18_DROME	XP_012244333.1, XP_012244334.1
OG0001071	sp|Q7K566|BMCP_DROME	XP_003491374.1, XP_012243810.1
OG0001072	sp|Q9W2Y3|NNRE_DROME	XP_012239700.1
OG0001073	tr|M9PEH8|M9PEH8_DROME	XP_012238370.1, XP_012238363.1, XP_012238357.1, XP_012238378.1
OG0001074	tr|Q4V6I0|Q4V6I0_DROME, tr|A1A6Q5|A1A6Q5_DROME, sp|Q9VF36|ACYP2_DROME, sp|P56544|ACYP1_DROME, tr|Q9VHX3|Q9VHX3_DROME	XP_003489023.1
OG0001074	tr|Q9W3A0|Q9W3A0_DROME, tr|Q9VMR9|Q9VMR9_DROME	XP_003489866.1
OG0001075	sp|Q9GU68|IF5A_DROME	XP_003488723.1, XP_003488722.1, XP_003488724.1
OG0001076	tr|Q9VVU2|Q9VVU2_DROME	XP_003486898.1
