Orthogroup	mouse	finch
OG0000197	AAP79990.1, EDL30959.1, CAB0000154.1, AAI19350.1, AAO64456.1, CAA26005.1, AAI19352.1, sp|P07351.1|IFNA4_MOUSE, AAI16218.1, NP_034634.1, AAK95358.1, EDL30969.1, NP_996750.1, AAO64458.1, CAB0000144.1, AAI14393.1, AAI20751.1, AAI20725.1, AAO38688.1, NP_796321.1, AAO64454.1, CAB0000143.1, sp|Q80SU4.1|IFNAD_MOUSE, EDL30970.1, NP_032359.2, CAB0000149.1, AAI00689.1, AAI14424.1, pdb|7E0E|A, prf||1003200A, AAA37885.1, AAI00699.1, AAI00690.1, AAI00700.1, CAA26002.1, sp|P01573.1|IFNA2_MOUSE, EDL30968.1, NP_034633.2, CAB0000146.1, AAA37883.1, AAI16873.1, AAI16871.1, EDL30962.1, AAO63596.1, sp|Q61716.2|IFNAB_MOUSE, CAT16483.1, CAH18031.1, CAA26006.1, AAO63592.1, NP_796335.1, EDL30972.1, AAI04353.1, AAI16217.1, AAA37889.1, NP_996753.1, AAI30232.1, NP_032360.2, CAB0000148.1, AAO63594.1, EDL30976.1, CAB0000139.1, AAI04354.1, AAO63593.1, AAO38687.1, EDL30975.1, AAI25322.1, AAI20723.1, AAO64455.1, CAB0000140.1, NP_996858.1, sp|Q80SS5.1|IFNAC_MOUSE, CAB0000142.1, sp|P01572.2|IFNA1_MOUSE, CAB0000157.1, AAR00556.1, AAA37886.1, NP_034637.1, CAB0000141.1, sp|P09235.1|IFNA9_MOUSE, AAI17776.1, EDL30974.1, AAI17775.1, NP_034632.2, EDL30958.1, AAA37888.1, sp|P06799.1|IFNA7_MOUSE, pdb|3OQ3|A, NP_034635.2, CAB0000153.1, AAO64457.1, CAA26003.1, sp|P07349.1|IFNA5_MOUSE, EDL30960.1, AAI20912.1, AAI20911.1, CAA26004.1, BAA00349.1, AAI51088.1, sp|P07350.1|IFNA6_MOUSE, EDL30961.1, NP_996754.1, CAB0000151.1, AAI16865.1, AAA58254.1, AAI16863.1, EDL30967.1, CAB0000147.1, NP_032362.2, AAO63595.1	XP_002190320.3
OG0000203	XP_006512392.1, XP_006512389.1, NP_001348950.1, NP_001348955.1, NP_001348956.1, XP_030100523.1, NP_001348949.1, NP_001348970.1, NP_001348969.1, XP_030100537.1, NP_001348958.1, XP_030100527.1, XP_036011246.1, NP_001348959.1, XP_017169134.1, NP_001348961.1, NP_001348960.1, NP_001348957.1, XP_030100526.1, XP_036011245.1, NP_001348962.1, NP_001348954.1, NP_001348951.1, XP_030100525.1, XP_030100535.1, XP_030100534.1, XP_036011247.1, XP_030100536.1, NP_001348952.1, XP_030100524.1, XP_011241338.1, XP_036011244.1, NP_001348953.1, XP_006512401.1, XP_006512393.1, XP_006512387.1, XP_006512396.1, NP_001171090.1, BAC26463.1, NP_001348948.1, EDL08964.1, NP_083031.1, NP_001348929.1, NP_001348938.1, NP_001348936.1, NP_001348933.1, NP_001348930.1, NP_001348932.1, NP_001171086.1, NP_001348937.1, NP_001348934.1, NP_001171091.1, NP_001348931.1, AAH27107.1, NP_001348935.1, XP_030100540.1, XP_030100539.1, BAC32399.1, NP_001348965.1, sp|Q9DCB4.2|ARP21_MOUSE, AAK48713.1, EDL08961.1, XP_006512410.1, EDL08962.1, NP_150289.1, XP_006512411.1, BAC27918.1, XP_006512414.1, NP_001348966.1, NP_001348946.1, XP_030100530.1, EDL08963.1, BAC27859.1, XP_006512413.1, NP_001348945.1, NP_001171087.1, NP_001348947.1, NP_001348940.1, NP_001171089.1, NP_001348941.1, NP_001348942.1, XP_017169139.1, NP_001348943.1, NP_001348939.1, XP_006512407.1, AAH53001.1, NP_001348944.1, XP_011241342.1, XP_030100528.1, XP_030100529.1, NP_001348963.1, NP_001348964.1, XP_017169153.1, NP_001348967.1, NP_001348968.1, NP_001171088.1, BAE23526.1, EDL08965.1, BAC34343.1, EDL08966.1, NP_001171094.1	XP_032603028.1, XP_030122882.1, XP_030122881.1, XP_030122880.1, XP_030122885.1, XP_030122884.1
OG0000209	ADN95183.1, AAI48293.2, NP_001184076.1, EDL05341.1, NP_061230.2, sp|O88343.2|S4A4_MOUSE, NP_001346140.1	XP_030128066.3, XP_041571989.1, XP_030128065.3, XP_030128067.3, XP_030128069.3
OG0000209	XP_006506027.1, NP_001159539.1, XP_006506029.1, XP_006506028.1, XP_006506030.1	XP_030128070.3
OG0000209	sp|Q8JZR6.1|S4A8_MOUSE, NP_067505.2, BAD32292.1, AAF61705.1, EDL04071.1, AAH30388.1, BAC30341.1, BAE42561.1, XP_017172207.1, NP_001334031.1	XP_041567462.1
OG0000209	ADJ94893.1, BAB17922.1, NP_001229308.1, EDL26983.1, NP_291030.2, NP_001349605.1, XP_017174838.1, AEN71163.1, AFQ60533.1, NP_001349602.1, AEN71161.1, NP_001349603.1	XP_030134211.3, XP_030134214.3, XP_030134213.3, XP_030134212.3, XP_030134215.3, XP_030134208.3, XP_030134210.3, XP_030134221.3, XP_030134217.3
OG0000209	XP_017171444.1, AGX13877.1, NP_001347439.1, ADO51788.1, AFR46595.1, NP_001347438.1, ADC92005.2, NP_001347446.1, AFR46594.1, NP_001347435.1, AFR46591.1, NP_001347437.1, XP_017171442.1, XP_006518062.1, XP_006518061.1, NP_001347433.1, AFR46593.1, AFP89961.1, NP_001347434.1, AFR46592.1, NP_001028442.2, AEY79769.1, NP_001347440.1, NP_001347442.1, AFI43933.1, AFI43932.1, EDL20632.1, ADC92004.1, NP_001347445.1	XP_030120860.1, XP_030120858.1, XP_030120859.1, XP_030120857.1, XP_030120856.1, XP_030120851.1, XP_030120852.1, XP_004175420.2
OG0000210	EDL32699.1, AAA40310.1, EDL32696.1, AAA40270.1, AAA40272.1, AAA40271.1, pir||A36300, pir||F27639, pir||E27639, AAA51279.1, AAA51280.1, sp|P06325.1|TVC4_MOUSE, AAA72846.1, pir||F26420, pir||G27639, BAC34336.1, BAC40303.1, sp|P03978.1|TVC2_MOUSE, EDL32697.1, AAB97903.1, EDL32691.1, AAA40307.1, AAB71701.1, AAA40305.1, AAA40311.1, EDL32690.1, CAA29048.1, AAB71699.1, sp|P06335.1|TCC4_MOUSE, EDL32689.1, AAB71703.1, AAH03826.1, AAB60454.1, CAA27427.1, EDL32693.1, AAA53136.1, AAA53138.1, AAA53135.1, pir||B49254, AAA40318.1, pir||S03501, AAA40306.1, AAB97898.1, pir||A24775, AAB59714.1, pir||A26420, pir||B26420, EDL32703.1, pir||S03498, AAA40317.1, sp|P01740.1|TVC1_MOUSE, pir||E26420, pir||D27639, AAA51278.1, AAA51275.1, pir||A27639, AAA51276.1, pir||B27639, AAA51277.1, pir||C27639, sp|P06324.1|TVC3_MOUSE, AAA40308.1, AAB71700.1, EDL32692.1, BAA06175.1, AAA51269.1, AAB97901.1, AAA40309.1, pdb|1YPZ|F, pdb|1YPZ|H, BAE23748.1, CAA28406.1, prf||1301318A, prf||1301318B, AAA51272.1, prf||1210308A, BAE21973.1, AAB97902.1, AAB59715.1, EDL32698.1, pir||S04831, EDL32695.1, AAA40313.1, sp|P03985.1|TCC2_MOUSE, AAA40400.1, AAA40320.1, BAE23783.1, pir||D26420, AAB71698.1, EDL32694.1, AAA40321.1, AAA40312.1, sp|P01853.1|TCC1_MOUSE, sp|P06334.1|TCC3_MOUSE, AAH54086.1, AAA51271.1, prf||1301318C, CAA25294.1, prf||1007206A, AAA40314.1, prf||1104299A, prf||1210308B, prf||1301318D, AAA51270.1	XP_030121214.2
OG0000213	AAA37168.1, BAE31031.1, AAH03337.1, BAC36167.1, BAE32001.1, BAE35441.1, BAC40075.1, BAE34171.1, AAH99371.1, AAH21796.1, AAH23248.1, EDL34737.1, NP_033739.1, sp|P63260.1|ACTG_MOUSE	XP_030137218.1, XP_030143135.1
OG0000213	sp|A2AKE7.1|ACL10_MOUSE, NP_001165111.1	XP_030144725.3
OG0000213	sp|P68033.1|ACTC_MOUSE, NP_033736.1, pdb|7AQK|q, NP_001258970.1, pdb|7AQK|j, pdb|7AQK|n, sp|P68134.1|ACTS_MOUSE, pdb|7AQK|o, pdb|7AQK|i, pdb|7AQK|l, pdb|7AQK|k, pdb|7AQK|p, pdb|7AQK|m, pdb|7AQK|r, pdb|7AQK|h, AAH14877.1, AAA37164.1, EDL11759.1, EDL11758.1, AAA37141.1	XP_030124160.1
OG0000213	BAE40497.1, AAH62138.1, AAI00601.1, BAE40515.1, BAB29258.1, BAE40944.1, BAE40940.1, NP_033738.1	XP_002200536.1
OG0000213	EDK99087.1, EDK99086.1, BAE40506.1, AAH02042.1, NP_033740.2, AAA56841.1, BAE27319.1, sp|P63268.1|ACTH_MOUSE, BAB30715.1, EDL41747.1, NP_031418.1, AAH64800.1, CAA31659.1, sp|P62737.1|ACTA_MOUSE	XP_030145731.1, XP_030131904.1
OG0000213	NP_031419.1, sp|P60710.1|ACTB_MOUSE, AAI38615.1, EDL19081.1, AAI38612.1, BAE31388.1, BAE31359.1, BAE26359.1, BAE31537.1, BAE30863.1, BAE30859.1, BAE30199.1, BAE35412.1, BAE30264.1, BAE26288.1, BAE30366.1, BAE30187.1, BAE35350.1, BAE26283.1, BAE30326.1, BAE30218.1, BAE30164.1, BAE30169.1, BAE39265.1, BAE30152.1	XP_030140438.1
OG0000215	XP_036017110.1, XP_030106100.1, XP_030106098.1, EDL27537.1, EDL27540.1, EDL27536.1, EDL27535.1	XP_030130079.3, XP_030130075.3
OG0000215	BAC29392.1	XP_032604650.2
OG0000215	XP_030106062.1, XP_030106067.1, AAP22159.1, AAP22160.1, EDL27531.1, XP_030106102.1, NP_001171190.1, BAC65539.1, EDL27542.1, sp|Q80U28.2|MADD_MOUSE, XP_030106104.1, NP_663502.3, AAH63386.1, XP_036017121.1, XP_036017127.1, EDL27530.1, AAP22168.1, XP_036017125.1, XP_036017117.1, EDL27533.1	XP_041572536.1
OG0000215	XP_036017104.1	XP_030130077.3, XP_032604653.2, XP_032604651.2, XP_032604649.2, XP_032604648.2
OG0000216	NP_001392834.1, sp|Q3UTH8.1|ARHG9_MOUSE, BAE24002.1, NP_001028501.1, AAI41386.1, BAC65562.1, NP_001392831.1, NP_001392835.1, NP_001392832.1, NP_001392838.1, NP_001392837.1, NP_001277313.1, NP_001277314.1	XP_032604300.1, XP_030128726.1, XP_012428557.1, XP_030128724.1, XP_030128723.3, XP_030128721.3, XP_012428554.1, XP_030128719.1, XP_012428560.1, XP_030128725.1, XP_032604299.2, XP_004177292.1, XP_012428563.1, XP_030128715.1
OG0000216	XP_030107185.1, NP_001392842.1, NP_001392847.1, NP_001392846.1, XP_011245887.1, NP_001392845.1, NP_001392840.1, NP_001392843.1, BAE37525.1, XP_036017822.1, NP_001392841.1, NP_001392836.1	XP_030128717.1, XP_030128718.1, XP_030128716.1
OG0000216	sp|Q5DU57.2|SPT13_MOUSE, NP_001391893.1, XP_030103623.1, XP_030103622.1, NP_001028444.1, XP_030103624.1, NP_001391879.1, NP_001391878.1, NP_001391880.1, XP_036014455.1, XP_017171463.1, NP_001391881.1, XP_036014458.1, XP_036014454.1, XP_011243328.1, AAI38456.1, XP_006518933.1, EDL36114.1, AAI45286.1, NP_001391882.1, NP_001297523.1, BAD90389.1	XP_030131088.3, XP_030131061.3, XP_030131069.3, XP_030131078.3
OG0000216	NP_898840.2, sp|Q7TNR9.2|ARHG4_MOUSE, EDL14460.1, AAI39372.1, BAE22216.1, AAI39398.1, BAE41480.1, BAE37343.1, XP_030109469.1, XP_030109473.1, XP_036020179.1, XP_030109474.1, EDL14459.1, XP_030109466.1, XP_030109461.1, NP_001355702.1, XP_030109463.1, EDL14458.1, XP_030109464.1	XP_030136025.1, XP_030136023.1, XP_030136024.1, XP_030136026.1
OG0000219	AIU56798.1, AIU56800.1, CAK96137.1, pdb|7UE9|H, BAX57196.1, AAB59663.1, CAA24177.1, EDL18548.1, BAC30871.1, AAB59665.2, AAA38181.1, AAK53870.1, EDL18547.1, AAB59664.1, AAN33126.1, pdb|6FLA|H, pdb|6FLB|H, pdb|6FLA|A, BAB87183.1, pdb|7MHY|M, pdb|6Z2L|C, pdb|3BQU|D, CAB76381.1, pdb|6Z7W|F, pdb|6Z7W|B, pdb|6Z7W|D, pdb|6Z7W|H, pdb|7NX2|B, pdb|6WX1|H, pdb|7RD5|D, pdb|7RD5|B, ABH10630.1, pdb|1YJD|H, pdb|2R4S|H, pdb|6WN4|H, pdb|6WN4|A, pdb|6WT3|H, pdb|3KJ6|H, pdb|2R4R|H, pdb|7NX3|E, pdb|7NX3|B, pdb|7NX2|D, pdb|7QU1|A, pdb|7JIX|H, pdb|1EMT|H, AAL04467.1, BAA75895.1, AAS00780.1, pdb|7VGR|F, pdb|7VGR|D, pdb|5MYX|B, pdb|5MYX|D, pdb|7FCI|H, pdb|1IQW|H, CAC80067.1, pdb|1RIH|H, pdb|6SF6|H, pdb|6SF6|A, AWY10548.1, AWY10546.1, ACO52350.1, ADJ93821.1, BAQ35526.1, AAH33451.1, pdb|6CNK|K, pdb|6CNK|G, pdb|6CNJ|I, AAA51043.1, pdb|6CNJ|G, pdb|6CNJ|K, APC23516.1, AAP79430.1, pdb|1IGY|D, pdb|1IGY|B, AAS77396.1, AHN49951.1, ABD73933.1, ASY03224.1, ALD84365.1, AAL76040.1, BAL50003.1, BAQ25543.1, CAA56280.1, AAH03435.1, BDM62294.1, CAD32498.1, CAD32497.1, AGX28126.1, ANN23958.1, pdb|7W9F|A, pdb|7W9E|D, BAL37293.1, AAT46396.1, AAT74919.1, AAH02121.1, CAD88275.1, AXV45364.1, QBC41012.1, ASY03226.1, pdb|7MHZ|O, AAB53773.1	ASU87374.1
OG0000227	pdb|6W1Y|A, pdb|6W1Y|C, pdb|6W1M|E, pdb|6HIS|B, pdb|6W1Y|D, pdb|6W1M|D, pdb|6W1J|E, pdb|6W1J|C, pdb|6HIS|C, pdb|6W1J|B, pdb|6W1M|C, pdb|6W1M|B, pdb|6W1J|A, pdb|6HIS|D, pdb|6W1M|A, pdb|6W1J|D, pdb|6W1Y|B, pdb|6W1Y|E, pdb|6HIS|E, AAB71735.1, EDL25712.1, pdb|4PIR|B, pdb|6HIS|A, pdb|4PIR|A, pdb|4PIR|C, pdb|4PIR|D, pdb|4PIR|E, NP_001093114.1, CAA51089.1, CAA55871.1, XP_011240700.1, CAA55870.1, pdb|6DG8|D, pdb|6DG8|E, pdb|6DG8|B, pdb|6DG7|B, pdb|6DG8|A, pdb|6DG7|E, pdb|6DG8|C, pdb|6DG7|D, pdb|6DG7|C, pdb|6DG7|A, pdb|6BE1|A, pdb|6BE1|E, pdb|6BE1|C, pdb|6BE1|B, pdb|6BE1|D, pdb|6NP0|B, pdb|6NP0|E, pdb|6Y5A|B, pdb|6HIQ|B, pdb|6HIQ|E, pdb|6HIQ|D, pdb|6HIQ|A, pdb|6HIQ|C, pdb|6HIN|E, pdb|6Y5B|C, pdb|6Y5B|A, pdb|6HIN|A, pdb|6Y59|A, pdb|6Y5B|D, pdb|6Y5A|C, pdb|6Y59|E, pdb|6Y5A|D, pdb|6HIN|C, pdb|6Y5A|A, pdb|6Y59|D, pdb|6HIN|B, pdb|6Y59|B, pdb|6Y59|C, pdb|6HIO|C, pdb|6HIO|B, pdb|6HIO|A, pdb|6HIO|E, pdb|6HIO|D, pdb|6Y5A|E, pdb|6Y5B|E, pdb|6HIN|D, pdb|6Y5B|B, pdb|6NP0|D, pdb|6NP0|C, NP_038589.2, pdb|6NP0|A, sp|P23979.1|5HT3A_MOUSE, AAA37124.1, CAA80453.1, EDL25714.1, EDL25713.1, AAI44800.1, AAM47014.1, AAI45744.1, AAT37716.1, pdb|6Y1Z|E, pdb|6Y1Z|C, pdb|6Y1Z|D, pdb|6Y1Z|B, pdb|6Y1Z|A	XP_030146687.3
OG0000232	NP_033456.1, sp|P07146.1|TRY2_MOUSE, AAB69089.1, EDL13530.1, BAB22554.1, EDL13529.1, CAA28243.1, BAA74759.1	XP_002194680.2, XP_032607043.1, XP_012425398.1
OG0000232	AAH61135.1, BAB25821.1, BAA74761.1, BAB22542.1, EDL13537.1, NP_035776.1, AAB69056.1, EDL13535.1, AAI38699.1, AAB69058.1, NP_001034085.1	XP_041570741.1
OG0000232	XP_006541019.1, AAI28020.1, XP_006541018.1, NP_777355.1, BAQ21991.1, sp|Q8CGR5.1|KLK14_MOUSE, AAN78421.1, SFW93256.1	XP_041568340.1, XP_041568337.1
OG0000241	NP_083492.2, XP_006538996.1, NP_001074845.1, XP_030109449.1, XP_017175733.1, XP_006538993.1, XP_006538998.1, NP_001356172.1, sp|A2A8L1.1|CHD5_MOUSE, EDL14937.1, XP_006538994.1, XP_006538992.1	XP_030145409.3, XP_030145405.3, XP_030145406.3, XP_030145408.3, XP_030145407.3
OG0000241	XP_006532949.1, XP_006532950.1, XP_006532944.1, XP_006532948.1, XP_006532947.1, XP_006532943.1, XP_017169944.1, XP_036012459.1, XP_006532946.1, XP_036012461.1, XP_036012460.1, XP_030101674.1, XP_006532945.1, XP_006532952.1, EDL10495.1, XP_036012462.1, NP_666131.3, XP_006532953.1, XP_017169945.1, XP_006532951.1, AAB94878.1, BAC32375.1, BAE20933.1, BAE26488.1, BAE20563.1, EDK99801.1, BAB32135.1, BAB30048.1	XP_041568086.1
OG0000241	NP_001390522.1, NP_001333539.1, AAH58578.1, XP_017176784.1, sp|Q6PDQ2.1|CHD4_MOUSE, NP_001390527.1, XP_006505344.1, NP_001390521.1, XP_017176783.1, XP_006505350.1, XP_006505348.1, BAD90499.1, XP_030110913.1, NP_001390523.1, NP_001390524.1, NP_001390525.1, XP_036021618.1, NP_001390526.1	XP_030122972.3, XP_030122963.3, XP_030122964.3, XP_030122893.3, XP_030122914.3, XP_030122883.3, XP_041570540.1, XP_030122841.3, XP_030122906.3, XP_030122872.3, XP_030122896.3, XP_030122937.3, XP_030122920.3, XP_030122927.3, XP_032602962.2
OG0000242	NP_033473.1, BAB22094.1, AAA40502.1, sp|P68368.1|TBA4A_MOUSE, BAC37234.1, AAH19959.1, EDL00387.1	XP_012430345.2
OG0000242	sp|P05213.2|TBA1B_MOUSE, AAI08395.1, NP_035784.1, EDL04153.1, AAI08338.1, AAH63777.1, AAH08117.1, AAH02219.1, BAE40606.1, BAE37783.1, BAE23512.1, BAE29327.1, BAE29362.1, BAE31845.1, BAE41287.1, BAE31690.1, BAE40909.1, BAE40860.1, BAE40875.1, BAC36080.1, AAH98321.1, AAH83120.1	XP_030114957.1
OG0000242	sp|P68373.1|TBA1C_MOUSE, AAH22182.1, AAH26753.1, BAE26516.1, AAH04745.1, AAA40503.1, NP_033474.1, AAH94022.1	NP_001232109.1, ACH45893.1, XP_041567545.1, XP_041567543.1, XP_041567544.1, XP_030115314.1, XP_002195512.3
OG0000242	BAE41258.1, BAE39734.1, BAC36848.1, BAE27586.1, AAA40499.1, AAH56169.1, AAH83343.1, EDL04151.1, NP_035783.1, AAH85256.1, AAH83345.1, sp|P68369.1|TBA1A_MOUSE	XP_030115313.1
OG0000242	AAH50769.1, AAH50770.1, EDL10693.1, EDK99823.1, AAH89547.1, AAA40501.1, AAA40504.1, BAE21352.1, NP_033475.1, sp|P05214.1|TBA3_MOUSE, NP_033472.1	XP_030136299.1
OG0000242	CAB88033.1, sp|Q9JJZ2.1|TBA8_MOUSE, ADD82895.1, NP_059075.1, EDK99659.1, AAH17631.1	XP_012424791.4
OG0000247	XP_006508654.1, AAB67285.1, NP_001334476.1, AAB67286.1, NP_001334479.1, NP_001334481.1, AAB67283.1, EDL18161.1, EDL18159.1, NP_001157137.1, EDL18158.1, AAH03747.1, XP_006508647.1, NP_001347087.1, AAB67287.1, NP_001334478.1, NP_001347086.1	XP_032604579.1, XP_032604550.1, XP_032604572.1, XP_032604573.1, XP_032604564.1
OG0000247	NP_001334480.1, AAB67284.1, EDL18166.1, EDL18162.1	XP_032604580.1, XP_032604581.1
OG0000247	AAB39743.1, XP_036008800.1, XP_036008792.1, XP_036008793.1, XP_006508653.1, NP_001157142.1, XP_036008804.1, XP_036008794.1, XP_036008796.1, NP_001157141.1, EDL18167.1, NP_001157140.1, EDL18164.1, AAB67288.1, NP_001334477.1, XP_036008801.1, XP_036008803.1, XP_036008799.1, AAB67289.1, NP_035750.2, XP_036008802.1	XP_032604547.1, XP_032604546.1, XP_032604532.1
OG0000263	XP_036019863.1, XP_006537853.1, XP_036019862.1	XP_030114687.1, XP_030114688.1, XP_030114689.1, XP_041567404.1, XP_030114692.1, XP_030114696.1
OG0000263	sp|Q8K0T7.3|UN13C_MOUSE, NP_001074622.1, XP_006510992.1, XP_006510991.1, XP_006510994.1, XP_006510995.1, EDL26293.1, XP_006510997.1	XP_030136939.3, XP_030136941.3
OG0000263	AAD13619.1, BAD32690.1, EDL02484.1, NP_001297687.1, XP_036019869.1, XP_036019870.1, XP_036019866.1, XP_036019864.1, XP_036019865.1, XP_017175605.1, XP_036019867.1, XP_006537854.1, XP_006537858.1, XP_006537857.1, AAI58026.1, NP_001074882.1, AAI57968.1, NP_067443.2, sp|Q9Z1N9.2|UN13B_MOUSE, XP_036019868.1, BAE36175.1	XP_030114699.3, XP_030114698.3, XP_041567405.1, XP_030114700.3
OG0000263	EDL28951.1, XP_006509756.1, XP_030099506.1, BAE27895.1, XP_036010035.1, XP_006509755.1, XP_017168363.1, XP_017168364.1, XP_017168371.1, XP_017168368.1, XP_017168367.1, XP_017168370.1, XP_017168369.1, XP_017168372.1, XP_017168366.1, sp|Q4KUS2.3|UN13A_MOUSE, AAX09281.1, NP_001025044.2	XP_032599891.2, XP_041566933.1, XP_032599890.2, XP_032599882.2, XP_032599888.2, XP_032599883.2, XP_032599879.2, XP_032599878.2, XP_032599884.2, XP_032599880.2, XP_032599873.2, XP_032599876.2, XP_032599875.2, XP_032599874.2, XP_032599887.2, XP_032599885.2
OG0000264	BAE24546.1, ADT91308.1, ADP09331.1, ABC79278.1, pdb|5TPK|A, AAY24693.1, pdb|6EET|A, pdb|5KJ4|C, pdb|5KJ4|A, pdb|5KJ4|B, pdb|5KJ4|D, pdb|6C13|B, pdb|6C13|A, pdb|6C14|C, pdb|6C14|A, pdb|6C10|A, ABC79270.1, ABC79277.1, ABC79276.1, NP_001136218.1, ABC79268.1, NP_001136208.1, ABC79261.1, ABC79267.1, ABC79265.1, NP_001136211.1, NP_001136213.1, ABC79263.1, NP_001136209.1, NP_001136210.1, ABC79264.1, EDL31940.1, NP_001136212.1, ABC79266.1, NP_001136207.1, ABC79259.1, AAG53891.1, sp|Q99PJ1.3|PCD15_MOUSE, NP_075604.2, XP_017169274.1, NP_001136214.1, ABC79269.1, NP_001136215.1, XP_006513218.1, NP_001136232.1, XP_036011457.1, XP_036011456.1, XP_006513219.1, XP_017169273.1, XP_036011458.1, XP_036011459.1, pdb|5W1D|A, pdb|6BXU|B, pdb|6BXU|A, pdb|6BWN|A, ABC79279.1, BAE23903.1, ABC79280.1, NP_001136220.1, pdb|4XXW|B, pdb|4XXW|A, pdb|4APX|B, pdb|4AQ8|C, pdb|4AQA|B, pdb|4AXW|B, pdb|4AQ8|D, pdb|6N22|A, pdb|4AQE|B, ABC79262.1, ABC79260.1, pdb|6CV7|A, ABC79275.1, ABC79273.1, ABC79274.1, ABC79271.1, ABC79281.1, ABC79272.1, NP_001136219.1	XP_030131613.3, XP_030131612.3, XP_030131611.3, XP_032604962.2, XP_030131608.3, XP_030131610.3, XP_041573126.1, XP_041573128.1
OG0000272	BAF03165.1, XP_006505500.1, XP_006505506.1, XP_006505505.1, XP_011239495.1, XP_011239494.1, XP_006505501.1, NP_001242928.1, CAS06714.1, NP_033911.2, XP_006505497.1, XP_006505499.1	XP_041569794.1, XP_041569792.1, XP_041569797.1
OG0000272	NP_001153005.1, EDK99602.1, AAB59633.1, sp|Q01815.1|CAC1C_MOUSE, AAI45105.1, AAV59464.1, CAS06717.1, NP_001242931.1, NP_001153006.1, AAI38032.1, AAI45106.1, NP_001153007.1	XP_041569795.1, XP_041569793.1, XP_041569791.1, XP_041569786.1, XP_041569787.1, XP_041569790.1
OG0000272	CAD26884.1, NP_083257.2, XP_006518543.1, XP_017171314.1, XP_017171313.1, NP_001077085.1, CAD26883.1, XP_017171312.1, XP_017171302.1, XP_036014308.1, XP_006518538.1, XP_017171298.1, XP_017171297.1, XP_017171308.1, XP_017171306.1, NP_001289566.1, sp|Q99246.3|CAC1D_MOUSE, BAC77259.1, XP_017171303.1, XP_017171304.1, XP_017171305.1, XP_017171299.1, XP_017171301.1, AAH58783.1, XP_006518542.1, XP_017171300.1	XP_041568078.1, XP_041568077.1, XP_030139100.1, XP_030139099.1, XP_030139094.1, XP_030139093.1, XP_030139090.1, XP_030139089.1, XP_030139091.1, XP_030139098.1, XP_041574724.1, XP_041574729.1, XP_041574728.1, XP_041574731.1, XP_041574725.1, XP_041574730.1, XP_041574726.1, XP_041574727.1
OG0000273	ADO63680.1, ADO63687.1, ADO63686.1, AAL69971.1	XP_030132637.1, XP_030132638.1, XP_012429933.2, XP_030132636.1, XP_030132639.1, XP_030132640.1
OG0000273	ADO63674.1	XP_032605170.1
OG0000273	XP_006518657.1, ACP74150.1, ADO63670.1, AAA50215.1	XP_012429932.2, XP_030132634.1, XP_030132632.1
OG0000273	XP_006518654.1	XP_030132597.1
OG0000273	AAD49225.1, EDL01447.1, ADO63685.1, ADO63684.1	XP_030132618.1, XP_030132614.1, XP_041572941.1, XP_041572943.1, XP_041572942.1
OG0000273	XP_017171359.1	XP_030132599.1
OG0000274	XP_030109130.1, XP_036019638.1, XP_036019637.1, XP_036019636.1, XP_006538657.1, NP_001277924.1, sp|Q60575.2|KIF1B_MOUSE, AAD39438.1, AAF06718.1, XP_006538653.1, XP_006538655.1, XP_030109129.1, XP_006538656.1, NP_997565.2, XP_006538654.1	XP_030144930.1, XP_030144931.1, XP_030144933.1, XP_030144935.1, NP_001191893.1, XP_030144934.1, XP_030144932.1, XP_030144936.1, XP_030144937.1, XP_030144939.1
OG0000274	XP_006538658.1	XP_030144938.1
OG0000274	XP_036018199.1, XP_006529222.1, XP_036018200.1, XP_006529218.1, XP_006529219.1, NP_001395854.1, XP_006529220.1, BAA06221.1, sp|P33173.2|KIF1A_MOUSE, NP_032466.2, EDL39973.1, AAH62891.1, NP_001103785.1, BAE28041.1, NP_001281078.1, NP_001355776.1, AAR04821.1, NP_001281079.1, XP_006529223.1	XP_030136160.1, XP_041574205.1, XP_041574204.1, XP_030136159.1, XP_030136158.1, XP_041574203.1, XP_030136154.1, XP_030136150.1, XP_041574202.1, XP_030136151.1, XP_030136152.1, XP_030136149.1, XP_041574200.1, XP_030136145.1, XP_030136146.1, XP_030136147.1, XP_030136161.1, XP_041574201.1, XP_030136143.1, XP_030136144.1, XP_030136148.1
OG0000275	AAI25509.1, XP_017174541.1, XP_006496749.1, EDL13104.1, BAB55000.1, BAB70480.1, sp|Q91VA3.1|CAN8_MOUSE, EDL13102.1, AAI25505.1, NP_570960.2	XP_030125040.3
OG0000275	NP_033924.2, BAA22964.1, AAB94029.1, AAH54726.1, sp|O08529.4|CAN2_MOUSE	XP_030118983.3, XP_041569506.1
OG0000275	EDL33193.1, EDL33192.1, AAH50276.1, AAC33134.1, XP_036017307.1, BAE42435.1, BAC40416.1, AAB72222.1, BAE36103.1, BAE29293.1, BAE40039.1, AAH26138.1, NP_031626.1, NP_001103974.1, sp|O35350.1|CAN1_MOUSE	XP_030124446.3, XP_030124448.3, XP_030124447.3, XP_041567942.1
OG0000275	AAI07012.1	XP_041570818.1, XP_041570822.1
OG0000275	sp|Q3UW68.1|CAN13_MOUSE, AAI47511.1, BAE23051.1, NP_001028616.1, XP_017173037.1, AAI47513.1, XP_006524598.1, EDL38411.1	XP_030124797.3, XP_030124796.3
