Orthogroup	bombus	mouse
OG0000273	XP_033174475.1, XP_033174468.1, XP_012250384.1, XP_033174469.1, XP_033174466.1, XP_033174465.1, XP_024220456.1, XP_033174482.1, XP_033174455.1, XP_033174448.1, XP_033174460.1, XP_033174447.1, XP_033174463.1, XP_033174461.1, XP_033174464.1, XP_033174471.1, XP_033174474.1, XP_024220478.1, XP_024220467.1, XP_033174456.1, XP_033174454.1, XP_033174459.1, XP_033174486.1, XP_033174462.1, XP_033174485.1, XP_024220468.1, XP_024220480.1, XP_024220476.1, XP_033174483.1, XP_033174470.1, XP_033174484.1, XP_033174481.1	ADO63674.1, XP_006518657.1, ACP74150.1, ADO63670.1, AAA50215.1, XP_006518654.1, AAD49225.1, EDL01447.1, ADO63685.1, ADO63684.1, XP_017171359.1
OG0000273	XP_033174480.1	ADO63682.1
OG0000274	XP_024228102.1, XP_024228099.1, XP_033180608.1, XP_024228100.1, XP_024228097.1, XP_024228096.1, XP_024228093.1, XP_024228092.1, XP_024228098.1, XP_024228108.1, XP_033180609.1, XP_024228111.1, XP_024228109.1, XP_024228103.1, XP_024228105.1, XP_033180610.1, XP_024228110.1, XP_033180611.1, XP_024228112.1	XP_030109130.1, XP_036019638.1, XP_036019637.1, XP_036019636.1, XP_006538657.1, NP_001277924.1, sp|Q60575.2|KIF1B_MOUSE, AAD39438.1, AAF06718.1, XP_006538653.1, XP_006538655.1, XP_030109129.1, XP_006538656.1, NP_997565.2, XP_006538654.1, XP_006538658.1, XP_036018199.1, XP_006529222.1, XP_036018200.1, XP_006529218.1, XP_006529219.1, NP_001395854.1, XP_006529220.1, BAA06221.1, sp|P33173.2|KIF1A_MOUSE, NP_032466.2, EDL39973.1, AAH62891.1, NP_001103785.1, BAE28041.1, NP_001281078.1, NP_001355776.1, AAR04821.1, NP_001281079.1, XP_006529223.1
OG0000275	XP_003490043.1, XP_012241851.1, XP_012241853.1, XP_012241854.1, XP_012241850.1, XP_024223852.1, XP_012241846.1, XP_012241856.1, XP_012241855.1, XP_012241848.1, XP_012241845.1, XP_012241844.1, XP_012241847.1, XP_012241849.1	AAI25509.1, XP_017174541.1, XP_006496749.1, EDL13104.1, BAB55000.1, BAB70480.1, sp|Q91VA3.1|CAN8_MOUSE, EDL13102.1, AAI25505.1, NP_570960.2, NP_033924.2, BAA22964.1, AAB94029.1, AAH54726.1, sp|O08529.4|CAN2_MOUSE, EDL33193.1, EDL33192.1, AAH50276.1, AAC33134.1, XP_036017307.1, BAE42435.1, BAC40416.1, AAB72222.1, BAE36103.1, BAE29293.1, BAE40039.1, AAH26138.1, NP_031626.1, NP_001103974.1, sp|O35350.1|CAN1_MOUSE, AAI07012.1, sp|Q3UW68.1|CAN13_MOUSE, AAI47511.1, BAE23051.1, NP_001028616.1, XP_017173037.1, AAI47513.1, XP_006524598.1, EDL38411.1, EDL27996.1, EDL27998.1, EDL27997.1, NP_031627.2, AAI39791.1, sp|Q64691.2|CAN3_MOUSE, CAA63301.1, NP_001171270.1, AAD28255.2, AAH90661.1, NP_001103231.1, AAH58748.1, AAB69114.1, sp|Q9D805.2|CAN9_MOUSE, NP_076198.2, BAB25791.1, XP_006531467.1, XP_006531468.1
OG0000278	XP_033174779.1, XP_033174775.1, XP_033174778.1, XP_033174764.1, XP_033174761.1, XP_024220670.1, XP_012236523.1, XP_012236493.1, XP_012236510.1, XP_024220684.1, XP_033174766.1, XP_033174783.1, XP_024220697.1	sp|P16390.3|KCNA3_MOUSE, AAI32350.1, AAI37668.1, EDL01888.1, NP_032444.2, NP_067250.2, AAB60668.1, BAC29309.1, XP_006498875.1, EDL27774.1, AAI09015.1, sp|Q61423.2|KCNA4_MOUSE, AAH21787.1, AAG40241.1, sp|Q61762.2|KCNA5_MOUSE, NP_666095.1, BAE27474.1, EDK99840.1, AAD13779.1, AAA39365.1, pir||C49507, sp|B2RQA1.1|KCA10_MOUSE, AAI37830.1, NP_001074609.1, AAI37829.1, AAI58037.1, EDK99842.1, NP_001397001.1, sp|Q61923.1|KCNA6_MOUSE, NP_001397003.1, AAH48782.1, AAA39772.1, NP_001397004.1, NP_038596.1, AAH54804.1, NP_032443.3, XP_036018799.1, XP_006501118.1, XP_006501116.1, XP_006501114.1, XP_006501112.1, EDL01892.1, AAA39713.1, AAI38651.1, AAI38652.1, XP_006501113.1, XP_006501115.1, sp|P63141.1|KCNA2_MOUSE, BAC30383.1, AAA39711.1, prf||1406328A, sp|P16388.1|KCNA1_MOUSE, NP_034725.3, CAA68408.1, EDK99841.1, AAI12971.1
OG0000291	XP_012244713.1, XP_012244707.1, XP_033178374.1	BAE29359.1
OG0000291	XP_033178375.1, XP_012244716.1, XP_012244718.1, XP_012244711.1, XP_012244705.1, XP_012244693.1, XP_012244691.1, XP_012244695.1, XP_012244689.1, XP_012244709.1, XP_012244698.1, XP_012244696.1, XP_012244702.1, XP_012244703.1, XP_012244706.1, XP_012244708.1, XP_012244710.1, XP_012244704.1, XP_012244701.1, XP_012244699.1, XP_024225569.1, XP_033178373.1	NP_001396538.1, AAH51992.1, NP_034193.2, sp|O88485.2|DC1I1_MOUSE, NP_001396537.1, EDL13960.1, AAC33444.1, EDL13959.1, NP_001177954.1, AAC33445.1, ADF57194.1, NP_001177956.1, ADF57193.1, NP_001177952.1, NP_001396541.1, NP_001396540.1, NP_001396542.1, BAE34570.1, NP_001396539.1, NP_001177955.1, BAE40571.1, BAC40097.1, AAC33446.1, BAE37788.1, AAI39376.1, AAI39375.1, EDL27081.1, sp|O88487.1|DC1I2_MOUSE, NP_001185805.1, NP_034194.1, BAE37738.1, BAE24852.1, EDL27080.1, XP_006498740.1, NP_001185803.1
OG0000292	XP_003489849.1, XP_033176790.1, XP_003492166.1, XP_003489853.1	EDL32540.1, EDL32556.1, EDL38879.1, AAI39253.1, EDL38883.1, NP_038576.1, AAI20801.1, NP_835511.1, sp|P84228.2|H32_MOUSE, AAI32491.1, NP_835587.1, NP_835510.1, AAI01957.1, EDL32538.1, NP_473386.1, AAI01955.1, NP_783584.1, NP_835512.1, AAI32489.1, AAI20803.1, EDL32559.1, NP_835734.2, AAI39252.1, AAI01956.1, EDL32552.1
OG0000292	XP_024225373.1	AAH12687.1, EDL13145.1, BAE31102.1, BAE40542.1, NP_032237.1
OG0000301	XP_012247920.1, XP_003494036.1, XP_033179904.1, XP_012247918.1, XP_012247919.1	XP_030103444.1, NP_598835.2, AAI58128.1, XP_030103443.1, NP_001121780.1, AAI58051.1, BAC65713.1, sp|Q8BIK4.2|DOCK9_MOUSE, NP_001121779.1, XP_036014248.1, XP_006518417.1, XP_006518419.1, XP_017171247.1, XP_017171245.1, XP_006518418.1, AAI57965.1, NP_001334525.1, XP_006518421.1, XP_030103442.1, XP_030103441.1, NP_001074508.1, XP_030103440.1, XP_017171244.1, XP_011243183.1, XP_006518407.1, XP_006518408.1, XP_006518409.1, XP_006518410.1, XP_006518411.1, XP_006518414.1, XP_006518412.1, XP_006518413.1, XP_036014250.1, XP_030103439.1, XP_036014253.1, XP_030103438.1, XP_036014251.1, XP_006518415.1, XP_036014252.1, XP_006518420.1, XP_017171246.1, XP_017171254.1, XP_017171248.1, NP_001009947.2, BAD83670.1, SPT35751.1, sp|A2AF47.1|DOC11_MOUSE, XP_006541470.1, XP_006541469.1, XP_006541471.1, BAC28213.1, EDL28964.1, XP_036018007.1, XP_036018006.1
OG0000302	XP_012237193.1, XP_033175019.1, XP_012237195.1, XP_033175012.1, XP_033175025.1, XP_033175024.1, XP_033175017.1, XP_033175015.1, XP_033175016.1, XP_033175013.1, XP_033175014.1, XP_033175018.1, XP_033175032.1, XP_033175029.1, XP_033175030.1, XP_033175028.1, XP_033175031.1, XP_012237198.1, XP_033175026.1, XP_012237197.1, XP_012237196.1, XP_033175027.1, XP_033175022.1, XP_033175020.1, XP_033175023.1	XP_036016833.1, XP_036016831.1, XP_036016832.1, BAC34649.1, NP_001167545.1, NP_001349261.1, XP_006525580.1, XP_006525578.1, EDK97011.1, NP_001349260.1, NP_001349263.1, XP_030106130.1, XP_006525581.1, NP_001349265.1, NP_001349264.1, NP_001349244.1, AAH52744.1, NP_573458.2, NP_001139765.1, EDK97013.1, NP_001349256.1, NP_001349259.1, NP_001349258.1, NP_001349254.1, NP_001349255.1, NP_001349257.1, NP_001349239.1, NP_001349237.1
OG0000303	XP_033178059.1, XP_033178061.1, XP_033178045.1, XP_033178054.1, XP_033178086.1, XP_033178082.1, XP_033178093.1, XP_033178079.1, XP_033178044.1, XP_033178050.1, XP_033178057.1, XP_012244450.1, XP_012244441.1, XP_033178055.1, XP_012244468.1, XP_003485209.1, XP_033178072.1	XP_030101001.1, XP_006513841.1, XP_030100997.1, XP_036011719.1, XP_036011720.1, XP_036011721.1, XP_036011722.1, XP_006513840.1, XP_017169466.1, NP_001346602.1, XP_017177709.1, NP_001182015.1, AAI72096.1, XP_006508661.1, XP_011240294.1, XP_011240293.1, XP_011240298.1, XP_006508668.1, XP_006508670.1, XP_006508672.1, XP_017177713.1, XP_036008918.1, XP_017177712.1, XP_006508671.1, XP_006508666.1, XP_006508662.1, XP_017177710.1, XP_006508667.1, XP_006508664.1, ACE63187.1, AAI57937.1, XP_011240297.1, XP_006508675.1, EDL18255.1, XP_006508674.1, EDL18252.1, XP_006508673.1, XP_030098399.1, XP_036008916.1, XP_017177711.1, EDL18254.1, NP_001028491.1, AAI58008.1, BAB27178.2, AAH58404.1, XP_011249217.1
OG0000305	XP_024227498.2	BAB97285.1, BAD90363.1, XP_030101978.1, AAH11346.1, XP_006533740.1, XP_006533741.1, NP_001390484.1, XP_017170135.1, XP_017170134.1, NP_001390486.1, EDL12582.1, NP_001039429.1, NP_001390485.1, EDL12580.1, AAH52474.1, NP_001039424.1, XP_030101977.1, EDL12581.1, NP_057922.2, BAA94837.1, BAA90752.1, sp|Q9JM52.3|MINK1_MOUSE, NP_795712.2, EDL12579.1, XP_036021460.1, XP_006496109.1, XP_036021458.1, XP_006496108.1, XP_036021442.1, AAI45392.1, NP_001239131.1, XP_036021391.1, XP_036021398.1, XP_036021394.1, XP_006496104.1, XP_017176487.1, XP_017176500.1, XP_036021388.1, XP_017176483.1, XP_017176490.1, XP_017176502.1, XP_017176491.1, XP_036021400.1, XP_011236832.1, XP_017176499.1, AAC53165.1, EDL14567.1, EDL14568.1, sp|P97820.1|M4K4_MOUSE, XP_036021432.1, XP_036021436.1, XP_036021435.1, XP_036021430.1, XP_036021443.1, XP_036021445.1, NP_032722.2, AAI45391.1, NP_001239129.1, XP_036021426.1, sp|P83510.2|TNIK_MOUSE, NP_001156480.1, AAI58012.1, XP_006535584.1
OG0000306	XP_033179093.1, XP_033179094.1, XP_024226368.1, XP_033179090.1, XP_003492822.1, XP_033179089.1, XP_033179088.1, XP_033179091.1, XP_012246112.1, XP_033179092.1	EDL35963.1, XP_011243472.1, sp|B2RY04.2|DOCK5_MOUSE, NP_808448.2, AAI58047.1, AAI58136.1, AAI58139.1, NP_001028592.1, EDL17794.1, sp|Q8BUR4.3|DOCK1_MOUSE, AAK13045.1, BAE38370.1, EDL23722.1, BAC39514.2, EDL23723.1, XP_017170351.1, BAD32193.1, sp|Q8C3J5.3|DOCK2_MOUSE, NP_203538.2
OG0000306	XP_012242024.1, XP_003490179.1, XP_024223955.1, XP_012242025.1	AAH16533.1, XP_006515150.1, XP_030102558.1, XP_006515151.1, XP_036013285.1, AAI41139.1, XP_006515153.1, XP_006515152.1, XP_017170543.1, BAC65635.1, BAE24448.1, BAE37452.1, NP_766391.2, sp|P59764.1|DOCK4_MOUSE, XP_006515148.1, XP_006515149.1, XP_011241177.1, XP_011241172.1, XP_011241173.1, XP_011241174.1, XP_030100037.1, XP_011241171.1, XP_030100038.1, XP_011241175.1, NP_700462.2, sp|Q8CIQ7.1|DOCK3_MOUSE, AAN12300.1, XP_017168749.1, XP_006511754.1, XP_036010664.1
OG0000307	XP_033174529.1, XP_033174534.1, XP_033174516.1, XP_024220613.1, XP_024220608.1, XP_033174507.1, XP_033174510.1, XP_033174521.1, XP_033174525.1, XP_033174532.1, XP_012250199.1	XP_017170950.1, XP_017170944.1, XP_036013831.1, pdb|6WOV|C, NP_076357.2, pdb|6WOU|B, pdb|6WOU|C, XP_036013825.1, XP_036013826.1, XP_036013829.1, XP_006516673.1, XP_036013827.1, XP_036013824.1, XP_036013830.1, XP_017170949.1, AAG34081.1, pdb|6WOU|A, pdb|6WOU|D, sp|E9Q401.1|RYR2_MOUSE, XP_036013832.1, XP_036013834.1, pdb|6WOV|B, pdb|6WOV|D, pdb|6WOV|A, XP_036013833.1, XP_036013828.1, XP_011242598.1, XP_017172198.1, XP_017172189.1, XP_017172191.1, EDL27848.1, XP_017172194.1, sp|A2AGL3.1|RYR3_MOUSE, NP_001306085.1, BAA25137.1, CAC36969.1, AAP29981.1, NP_033135.2, EDL24092.1, XP_036008712.1, XP_036008711.1, XP_036008708.1, XP_036008707.1, XP_036008710.1, XP_036008709.1, sp|E9PZQ0.1|RYR1_MOUSE, XP_006539752.1
OG0000313	XP_003490309.1, XP_012242312.1, XP_012242313.1, XP_012242315.1, XP_024222087.1, XP_024222086.1, XP_003487999.1, XP_033175657.1	AAL66354.1, AAL66355.1, sp|Q8VBW1.1|SC6A8_MOUSE, EDL29888.1, NP_598748.1, AAI45320.1, EDL29887.1, AAI41068.1, NP_001136281.1, BAC11857.1, NP_001136282.1, AAH49801.1, AAH24444.1, CAG38684.1, AHI18577.1, ACC77954.1, BAC35326.1, XP_006505599.1, sp|P31651.1|S6A12_MOUSE, AAH19211.2, NP_598422.2, NP_001368835.1, EDK99663.1, EDK99664.1, NP_001368833.1, NP_001368834.1, NP_001368832.1, NP_001334362.1, NP_001366036.1, NP_653095.1, sp|P31649.1|S6A13_MOUSE, EDK99661.1, AAH29637.1, AAH23117.1, BAE28958.1, EDK99306.1, AAH15245.1, BAE25407.1, AAB54039.2, XP_006505933.1, XP_030111164.1, XP_036021901.1, XP_036021903.1, NP_001397376.1, sp|O35316.2|SC6A6_MOUSE, NP_033346.2, NP_001397375.1, AAH59080.1, NP_848818.1, BAC35574.1, sp|P31648.2|SC6A1_MOUSE, BAC35226.1, EDK99508.1, BAC31418.1
OG0000314	XP_024222846.1, ARH02610.1	NP_001342097.1, AIW80041.1, sp|A2ASI5.1|SCN3A_MOUSE, NP_061202.3, NP_001342096.1, NP_001342095.1, XP_011237693.1, XP_017172006.1, XP_006520719.1, AIW80046.1, XP_006520718.1, XP_017172005.1, XP_017172003.1, XP_017172001.1, XP_017172002.1, XP_017172004.1, NP_035453.2, EDL04070.1, AAC52242.1, prf||2203417A, EDL04069.1, AAD20438.1, sp|Q9WTU3.1|SCN8A_MOUSE, XP_006520714.1, AIW80045.1, NP_001070967.1, BAE34580.1, XP_006499091.1, NP_061203.2, NP_001300926.1, sp|A2APX8.1|SCN1A_MOUSE, XP_006499090.1, EDL27010.1, XP_036015705.1, AIW80040.1, sp|B1AWN6.1|SCN2A_MOUSE, NP_001092768.1, AIW80039.1, NP_001333609.1, EDL27006.1, NP_001333608.1, XP_017170434.1, XP_006498646.1, AAI29806.1, NP_573462.2, EDL34292.1, NP_001390570.1, CAC17146.1, sp|Q9ER60.1|SCN4A_MOUSE
OG0000315	XP_003486240.1, XP_024220329.1, XP_003486241.1, XP_012250272.1	sp|Q9Z1G4.3|VPP1_MOUSE, EDL03866.1, NP_001229980.1, NP_001229979.1, EDL03864.1, BAE34830.1, BAA93005.1, AAF59920.1, AAF59918.1, EDL03873.1, NP_001349567.1, NP_001349566.1, EDL03874.1, XP_006532112.1, XP_006532114.1, NP_001349565.1, NP_058616.1, XP_006532118.1, XP_030101352.1, XP_036012145.1
OG0000315	XP_012236617.1, XP_012236613.1, XP_012236637.1	AAL30435.1, NP_536715.3, sp|Q920R6.1|VPP4_MOUSE, AAH46979.1, BAB47243.1, AAN45855.1, EDL13645.1
OG0000320	XP_033176850.1, XP_033175178.1, XP_003487310.1, XP_003488839.2	sp|Q99K10.2|NLGN1_MOUSE, XP_036018843.1, XP_036018842.1, BAC65715.1, XP_036018840.1, NP_619607.2, XP_006535485.1, XP_036018841.1, NP_001344024.1, XP_030108326.1, XP_006535483.1, XP_006535484.1, XP_036018839.1, XP_006535479.1, XP_006535478.1, XP_006535481.1, XP_006535482.1, XP_006535486.1, XP_036018846.1, XP_036018845.1, AAH98461.1, XP_006535488.1, XP_006535487.1, XP_036018844.1, NP_001344025.1, NP_001344026.1, NP_001156859.1, pdb|7CEE|A, pdb|7CEE|B, BAD32460.1, AAI50774.1, AZL41045.1, AZL41046.1, BAC30207.1, sp|Q8BYM5.2|NLGN3_MOUSE, NP_766520.2, AZL41044.1, EDL14149.1, pdb|3BL8|C, pdb|3BL8|D, pdb|3BL8|A, pdb|3BL8|B, BAD32437.1, EDL12455.1, NP_942562.2, sp|Q69ZK9.2|NLGN2_MOUSE, XP_006532965.1, NP_001351066.1
OG0000326	XP_024225532.1	BAB13674.1, NP_444415.2, EDL14760.1, XP_011246185.1, EDL14762.1, AAD50450.1, XP_011236954.1, sp|Q9QZR9.1|CO4A4_MOUSE, NP_031761.1, CAA84530.1, AAR89901.1, AAA50293.1, EDL22059.1, NP_034062.3, AAI38041.1, sp|P08122.4|CO4A2_MOUSE, AAH13560.2, CAA28308.1, AAA37341.1, AAQ83370.1, EDL22060.1, BAC35863.1, AAR89902.1
OG0000326	XP_003491890.1, XP_024225535.1	XP_036013028.1, XP_011236955.1, EDL02135.1, AAF37764.1, EDL14761.1
OG0000329	XP_024223806.1, XP_033176958.1, XP_033176957.1, XP_012241929.1, XP_024223807.1, XP_012241930.1	XP_006518099.1, XP_030103698.1, NP_001346848.1, EDL20609.1, XP_006518104.1, XP_017171524.1, XP_017171527.1, XP_006518106.1, XP_030103700.1, XP_006518107.1, AAH80854.1, AAL67937.1, EDL13832.1, NP_694803.3, BAF56578.1, BAC30047.1, EDL13828.1, XP_006505173.1, sp|Q8BYR5.2|CAPS2_MOUSE, NP_001390559.1, XP_036022119.1, XP_006505174.1, XP_006505172.1, XP_006505170.1, XP_006505171.1, XP_036022120.1, XP_006505178.1, XP_030111317.1, AAH47394.1, EDL13831.1, NP_001239039.1, NP_001390537.1, NP_001239034.1, BAD05017.1, XP_006505176.1, AAH59274.1
OG0000330	XP_012240989.1, XP_012241004.1, XP_012240996.1, XP_033175144.1, XP_033175143.1, XP_033175142.1, XP_033175145.1, XP_033175140.1, XP_033175141.1, XP_033175139.1, XP_033175138.1, XP_033175136.1	AAF28317.1, XP_030101856.1, XP_036012591.1, BAC65737.1, XP_036012589.1, XP_006533364.1, XP_036012580.1, XP_030101854.1, XP_006533353.1, XP_006533351.1, XP_006533352.1, XP_006533350.1, XP_036012581.1, XP_006533354.1, XP_006533356.1, sp|Q9WTS5.1|TEN2_MOUSE, BAA77397.1, NP_035986.3, XP_006533355.1, XP_030101855.1, XP_006533359.1, XP_006533358.1, XP_036012582.1, XP_036012583.1, NP_001277631.1, XP_006533357.1, AAI41362.1, XP_011247311.1, XP_036012588.1, XP_036012590.1, XP_036012587.1, XP_036012585.1, XP_036012584.1, XP_006533360.1, XP_036012586.1, XP_006533361.1, XP_017170037.1, XP_017170038.1, BAB27919.1, BAE23200.1, AAF28316.1, BAC27329.1
OG0000331	XP_003487134.1, XP_033175082.1, XP_003487132.1, XP_012237277.1	NP_001192062.1, CAA47909.1, NP_033561.1, BAE39508.1, AAH10594.1, EDL37394.1, sp|Q04736.3|YES_MOUSE, NP_001192061.1, pdb|6F3F|A, AAA40135.1, NP_001155905.1, CAA27234.1, BAC40086.1, AAB59674.1, prf||1203381A, AAH11474.1, EDL30186.1, NP_034823.1, XP_006502881.1, XP_030109135.1, sp|P06240.4|LCK_MOUSE, NP_001165588.1, BAE38133.1, EDL06013.1, BAE29445.1, BAE33532.1, BAE29054.1, BAE29787.1, CAA68544.1, AAA37305.1, NP_031575.2, sp|P16277.4|BLK_MOUSE, BAC40986.1, BAE42580.1, AAA40453.1, CAJ18448.1, AAH30668.1, EDL36064.1, NP_001345698.1, EDL04892.1, XP_006512597.1, BAC35063.1, NP_001153016.1, EDL04891.1, BAE38741.1, sp|Q922K9.3|FRK_MOUSE, AAH07137.1, NP_034367.2, pdb|2D8J|A, BAC36718.1, EDL04894.1, CAA88658.1, AAA65197.1, BAC26155.1, XP_006512599.1, EDL04893.1, pdb|2DLY|A
OG0000335	XP_033176471.1	EDL29896.1, XP_030107234.1, XP_006528149.1, BAC27813.1, NP_001297466.1, XP_036017881.1
OG0000335	XP_033176470.1, XP_033176469.1, XP_033176466.1, XP_033176467.1, XP_033176468.1, XP_012240661.1, XP_033176465.1, XP_033176463.1, XP_033176457.1, XP_033176460.1, XP_033176462.1, XP_033176459.1, XP_033176458.1, XP_033176464.1	NP_001396458.1, NP_001031761.1, NP_033853.1, EDK99503.1, BAE27864.1, BAE27790.1, BAA83104.1, BAA83105.1, AAC61255.1, BAE27955.1, NP_001396455.1, sp|Q9R0K7.2|AT2B2_MOUSE, XP_030110980.1, XP_011239468.1, NP_001396464.1, XP_011239472.1, XP_011239471.1, sp|G5E829.1|AT2B1_MOUSE, XP_011241851.1, NP_080758.1, EDL21640.1, NP_001346435.1, XP_011241850.1, XP_030101104.1, NP_001346436.1, EDL21641.1, NP_001346437.1, EDL21639.1
OG0000336	XP_012238704.1	XP_006511104.1, XP_006511105.1, ATC20308.1, EDL26141.1, NP_001157728.1, EDL26148.1, NP_001157725.1, EDL26150.1, XP_006511113.1, XP_030100100.1, XP_006511114.1, EDL26149.1, NP_001157724.1, XP_006511112.1, XP_006501899.1, XP_036019098.1, NP_001344510.1, AAH92045.1, BAE31395.1, BAE27101.1, BAE38183.1, BAE31663.1, BAE30542.1, BAE26319.1, BAE35558.1, BAE26321.1, BAE30535.1, BAE30518.1, BAE30451.1, BAE39603.1, BAE26659.1, BAE40666.1, NP_001240667.1, NP_001240669.1, XP_006501902.1, prf||1615126A, NP_001280678.1, CAA51209.1, XP_006501898.1, BAC34370.1, XP_017175166.1, NP_001258693.1, XP_030108602.1, EDL15165.1, NP_001280677.2, sp|P21107.3|TPM3_MOUSE, AAG38596.1, AAA03725.1, XP_006537843.1, BAB22629.1, CAA31181.1, AAA40484.1, sp|P58774.1|TPM2_MOUSE, NP_033442.2
OG0000348	XP_012244965.1, XP_033178512.1, XP_033178523.1, XP_033178522.1, XP_033178521.1, XP_033178520.1, XP_033178524.1, XP_033178518.1, XP_033178519.1, XP_033178517.1, XP_033178516.1, XP_033178515.1, XP_033178511.1, XP_033178514.1, XP_033178513.1, XP_033178527.1, XP_033178526.1, XP_033178525.1, XP_012244978.1, XP_012244985.1, XP_012244981.1, XP_012244980.1, XP_033178528.1, XP_012244982.1, XP_012244984.1	AAF64455.1, BAE21056.1, NP_001357674.1, XP_036013097.1, XP_036013098.1, NP_067491.2, EDL18625.1, EDL18624.1, EDL18623.1, sp|Q03141.2|MARK3_MOUSE, NP_001357673.1, XP_030102427.1, XP_006515580.1, XP_006515581.1, XP_006515575.1, XP_006515574.1, XP_006515576.1, XP_006515577.1, BAE38602.1, NP_073712.2, AAF64456.1, AAL50826.1, NP_001365805.1, XP_006497203.1, XP_006497204.1, XP_030106604.1, XP_036017319.1, AAH58556.1, BAE43007.1, NP_001073858.1, NP_001073857.1
OG0000349	XP_012237084.1, XP_012237083.1, XP_012237082.1	sp|E9Q236.1|MRP4_MOUSE, AAI50823.1, BAE34169.1, EDL00575.1, NP_001028508.2, NP_001157147.1, EDL00574.1, AOP00017.1, AAI71974.1, NP_001157148.1
OG0000349	XP_012239735.1, XP_012239734.1	XP_006526688.1, sp|Q8VI47.2|MRP2_MOUSE, AAL36986.1, AAL36985.1, NP_038834.2, XP_017172931.1, AAM18536.1, BAE21573.1, NP_001334325.1, BAE41905.1, EDL23497.1, XP_017172930.1, BAD21358.1, EDL23499.1, NP_733780.1, sp|Q8R4P9.1|MRP7_MOUSE, AAI50819.1, NP_660122.1, EDL23498.1, AAM18535.1
OG0000354	XP_033178679.1	NP_062409.1, EDL19572.1, XP_036021217.1, XP_036021216.1, XP_036021218.1, XP_036021219.1
OG0000354	XP_033174733.1	XP_006506365.1, EDK98999.1, NP_001158141.1
OG0000354	XP_033178070.1	EDL24804.1, sp|E9Q8T7.1|DYH1_MOUSE, NP_001028840.1, XP_006518489.1
OG0000354	XP_033180303.1, XP_012248682.2, XP_033180304.1	NP_001357735.1, EDL17199.1, sp|Q8BW94.2|DYH3_MOUSE
OG0000354	XP_024223548.2, XP_033180824.1, XP_033180825.1	XP_017171732.1, EDL24717.1, BAC36411.1, XP_017171731.1, XP_017171730.1, sp|Q3V0Q1.2|DYH12_MOUSE, NP_001357813.1
OG0000354	XP_033175116.1, XP_033178076.1, XP_033178074.1, XP_033178075.1, XP_033178078.1, XP_033178073.1, XP_033178077.1, XP_012244146.2	XP_006495986.1, XP_011236794.1, XP_030109506.1, XP_030109507.1, XP_006495984.1, XP_006495983.1, XP_011236933.1, NP_001297264.1, EDK96868.1, EDK99997.1, XP_006496242.1, NP_001238999.1, XP_030109504.1, XP_006495988.1, EDK96870.1, XP_011236789.1, XP_006495977.1, XP_036020238.1, XP_006495976.1, XP_006495978.1, NP_001355646.1, XP_006495979.1, XP_011236792.1
OG0000355	XP_033175527.1	XP_030110684.1, XP_036021411.1, XP_036021410.1, XP_006504206.1, XP_006504205.1, XP_036021409.1, XP_006504204.1, XP_006504202.1, XP_006504200.1, XP_006504201.1, XP_006504203.1, XP_017176600.1, XP_006504215.1, XP_006504208.1, XP_006504207.1, EDL37842.1, XP_006504209.1, BAC41449.1, XP_036021413.1, BAB27247.1, AAH03947.1, AAH51118.1, AAH43713.1, NP_082470.2, XP_006504213.1, XP_030110685.1, XP_006504211.1, XP_006504212.1, XP_036021412.1, XP_006504993.1, BAC37538.1, EDL05878.1, BAC35764.1, EDL05879.1, AAH42756.1, EDL05877.1, AAH96532.1, BAD90515.1, XP_006504995.1, XP_006504996.1, XP_030110434.1, XP_006504989.1, XP_011239326.1, XP_006504990.1, XP_006504992.1, XP_006504991.1, XP_006504994.1, sp|E9Q8I9.1|FRY_MOUSE, NP_766475.2
OG0000361	XP_033176760.1, XP_033176759.1, XP_024223610.1, XP_033176758.1, XP_003489761.1, XP_033176761.1	XP_006496867.1, XP_006496870.1, XP_006496869.1, NP_001346473.1, XP_036020080.1, XP_036020088.1, XP_017175619.1, XP_011237106.1, XP_011237104.1, XP_036020093.1, XP_006496872.1, XP_017175618.1, XP_006496865.1, XP_036020077.1, XP_017175608.1, NP_001346470.1, XP_006496866.1, NP_001346471.1, NP_001028457.1, AAI58018.1, NP_001346474.1, EDL13161.1, AAI58096.1, NP_001333733.1, NP_001333734.1, NP_001346472.1, NP_001346475.1, AAM10976.1, sp|Q3UU96.2|MRCKA_MOUSE, BAD32381.1, AAH49921.1, AAP34402.1, AAI38038.1, AAI38036.1, EDL18639.1, NP_898837.2, sp|Q7TT50.2|MRCKB_MOUSE, EDL18638.1, XP_006515826.1
OG0000362	XP_003490733.1	NP_038664.2, pdb|4V0U|J, pdb|4V0U|D, EDL19697.1, AAH85496.1, BAC40224.1, BAE27701.1, AAH10613.1, BAE31935.1, EDL17180.1, BAE31206.1, BAE41088.1, BAC36117.1, AAH21646.1, pdb|4V0U|N, pdb|4V0U|H, pdb|4V0U|F, BAA19729.1, AAC53383.1, AAC53384.1, pdb|2BDX|A, pdb|2BCD|A, sp|P63087.1|PP1G_MOUSE
OG0000362	XP_012247951.1, XP_012247959.1	BAE38608.1, BAE40108.1, sp|P62141.3|PP1B_MOUSE, BAE27684.1, BAE35984.1, BAC40636.1, AAH46832.1, BAE41126.1, AAA37527.1, NP_766295.2
