Orthogroup	bombus	finch	fly	mouse
OG0029133	XP_012248386.1			
OG0029134	XP_012248379.1			
OG0029135	XP_012248318.1			
OG0029136	XP_012248237.1			
OG0029137	XP_012248232.1			
OG0029138	XP_012248216.1			
OG0029139	XP_012248079.1			
OG0029140	XP_012247690.1			
OG0029141	XP_012247655.1			
OG0029142	XP_012247564.1			
OG0029143	XP_012247558.1			
OG0029144	XP_012247371.1			
OG0029145	XP_012247349.1			
OG0029146	XP_012247091.1			
OG0029147	XP_012247047.1			
OG0029148	XP_012247033.1			
OG0029149	XP_003494916.1			
OG0029150	XP_003494914.1			
OG0029151	XP_003494902.1			
OG0029152	XP_003494881.1			
OG0029153	XP_003494872.1			
OG0029154	XP_003494784.1			
OG0029155	XP_003494781.1			
OG0029156	XP_003494767.1			
OG0029157	XP_003494738.1			
OG0029158	XP_003494665.1			
OG0029159	XP_003494636.1			
OG0029160	XP_003494602.1			
OG0029161	XP_003494531.1			
OG0029162	XP_003494507.1			
OG0029163	XP_003494497.1			
OG0029164	XP_003494487.1			
OG0029165	XP_003494412.1			
OG0029166	XP_003494386.1			
OG0029167	XP_003494370.1			
OG0029168	XP_003494331.1			
OG0029169	XP_003494227.1			
OG0029170	XP_003494213.1			
OG0029171	XP_003494167.1			
OG0029172	XP_003494054.1			
OG0029173	XP_003493912.1			
OG0029174	XP_003493828.1			
OG0029175	XP_003493674.1			
OG0029176	XP_003493641.1			
OG0029177	XP_003493631.1			
OG0029178	XP_003493629.1			
OG0029179	XP_003493567.1			
OG0029180	XP_003493524.1			
OG0029181	XP_003493465.1			
OG0029182	XP_003493388.1			
OG0029183	XP_012246724.1			
OG0029184	XP_012246675.1			
OG0029185	XP_012246644.1			
OG0029186	XP_012246641.1			
OG0029187	XP_012246532.1			
OG0029188	XP_012246306.1			
OG0029189	XP_012246132.1			
OG0029190	XP_012246055.1			
OG0029191	XP_012246039.1			
OG0029192	XP_012246021.1			
OG0029193	XP_012245961.1			
OG0029194	XP_012245907.1			
OG0029195	XP_012245882.1			
OG0029196	XP_012245818.1			
OG0029197	XP_012245668.1			
OG0029198	XP_012245654.1			
OG0029199	XP_012245514.1			
OG0029200	XP_012245511.1			
OG0029201	XP_012245436.1			
OG0029202	XP_012245374.1			
OG0029203	XP_012245307.1			
OG0029204	XP_012245220.1			
OG0029205	XP_012244942.1			
OG0029206	XP_012244825.1			
OG0029207	XP_012244795.1			
OG0029208	XP_003491897.2			
OG0029209	XP_012244760.1			
OG0029210	XP_012244758.1			
OG0029211	XP_012244757.1			
OG0029212	XP_012244692.1			
OG0029213	XP_012244688.1			
OG0029214	XP_012244687.1			
OG0029215	XP_012244686.1			
OG0029216	XP_012244685.1			
OG0029217	XP_012244683.1			
OG0029218	XP_012244682.1			
OG0029219	XP_012244681.1			
OG0029220	XP_012244639.1			
OG0029221	XP_012244637.1			
OG0029222	XP_012244633.1			
OG0029223	XP_012244632.1			
OG0029224	XP_003491828.2			
OG0029225	XP_012244504.1			
OG0029226	XP_012244482.1			
OG0029227	XP_012244474.1			
OG0029228	XP_012244467.1			
OG0029229	XP_012244410.1			
OG0029230	XP_012244409.1			
OG0029231	XP_012244404.1			
OG0029232	XP_012244403.1			
OG0029233	XP_003491652.2			
OG0029234	XP_012244193.1			
OG0029235	XP_012244186.1			
OG0029236	XP_012244168.1			
OG0029237	XP_012244145.1			
OG0029238	XP_012244143.1			
OG0029239	XP_012244106.1			
OG0029240	XP_012243988.1			
OG0029241	XP_012243947.1			
OG0029242	XP_012243728.1			
OG0029243	XP_012243695.1			
OG0029244	XP_012243693.1			
OG0029245	XP_003491287.2			
OG0029246	XP_012243489.1			
OG0029247	XP_012243364.1			
OG0029248	XP_012243318.1			
OG0029249	XP_012243296.1			
OG0029250	XP_012243261.1			
OG0029251	XP_012243253.1			
OG0029252	XP_012243252.1			
OG0029253	XP_012243211.1			
OG0029254	XP_012243161.1			
OG0029255	XP_003491014.2			
OG0029256	XP_012243152.1			
OG0029257	XP_012243151.1			
OG0029258	XP_012242896.1			
OG0029259	XP_012242893.1			
OG0029260	XP_012242879.1			
OG0029261	XP_012242776.1			
OG0029262	XP_012242613.1			
OG0029263	XP_012242585.1			
OG0029264	XP_012242584.1			
OG0029265	XP_003490590.2			
OG0029266	XP_003490596.2			
OG0029267	XP_012242526.1			
OG0029268	XP_012242524.1			
OG0029269	XP_012242523.1			
OG0029270	XP_012242342.1			
OG0029271	XP_012242263.1			
OG0029272	XP_012242262.1			
OG0029273	XP_012242193.1			
OG0029274	XP_003490279.2			
OG0029275	XP_012242052.1			
OG0029276	XP_003490210.2			
OG0029277	XP_012241962.1			
OG0029278	XP_012241910.1			
OG0029279	XP_012241775.1			
OG0029280	XP_012241763.1			
OG0029281	XP_012241759.1			
OG0029282	XP_012241684.1			
OG0029283	XP_012241672.1			
OG0029284	XP_012241651.1			
OG0029285	XP_012241634.1			
OG0029286	XP_012241512.1			
OG0029287	XP_012241509.1			
OG0029288	XP_012241508.1			
OG0029289	XP_012241491.1			
OG0029290	XP_012241320.1			
OG0029291	XP_012241310.1			
OG0029292	XP_012241290.1			
OG0029293	XP_012241238.1			
OG0029294	XP_012241200.1			
OG0029295	XP_012241182.1			
OG0029296	XP_012241162.1			
OG0029297	XP_012241063.1			
OG0029298	XP_012241059.1			
OG0029299	XP_012241000.1			
OG0029300	XP_012240999.1			
OG0029301	XP_012240969.1			
OG0029302	XP_012240937.1			
OG0029303	XP_012240890.1			
OG0029304	XP_012240811.1			
OG0029305	XP_003489379.2			
OG0029306	XP_012240715.1			
OG0029307	XP_012240650.1			
OG0029308	XP_012240626.1			
OG0029309	XP_012240573.1			
OG0029310	XP_003489235.2			
OG0029311	XP_012240501.1			
OG0029312	XP_012240491.1			
OG0029313	XP_012240482.1			
OG0029314	XP_012240454.1			
OG0029315	XP_012240427.1			
OG0029316	XP_012240405.1			
OG0029317	XP_012240387.1			
OG0029318	XP_012240331.1			
OG0029319	XP_012240321.1			
OG0029320	XP_012240312.1			
OG0029321	XP_012240297.1			
OG0029322	XP_012240266.1			
OG0029323	XP_003488943.2			
OG0029324	XP_012240190.1			
OG0029325	XP_012240099.1			
OG0029326	XP_012239983.1			
OG0029327	XP_012239977.1			
OG0029328	XP_012239972.1			
OG0029329	XP_012239971.1			
OG0029330	XP_012239961.1			
OG0029331	XP_012239908.1			
OG0029332	XP_012239896.1			
OG0029333	XP_012239819.1			
OG0029334	XP_012239769.1			
OG0029335	XP_012239756.1			
OG0029336	XP_003488586.2			
OG0029337	XP_012239691.1			
OG0029338	XP_003488617.2			
OG0029339	XP_012239360.1			
OG0029340	XP_003488299.2			
OG0029341	XP_012239219.1			
OG0029342	XP_012239137.1			
OG0029343	XP_012239132.1			
OG0029344	XP_003488076.2			
OG0029345	XP_012238990.1			
OG0029346	XP_012238859.1			
OG0029347	XP_012238833.1			
OG0029348	XP_012238794.1			
OG0029349	XP_012238792.1			
OG0029350	XP_012238669.1			
OG0029351	XP_012238612.1			
OG0029352	XP_012238574.1			
OG0029353	XP_012238435.1			
OG0029354	XP_012238137.1			
OG0029355	XP_012238079.1			
OG0029356	XP_012238067.1			
OG0029357	XP_012238042.1			
OG0029358	XP_012238010.1			
OG0029359	XP_012237917.1			
OG0029360	XP_012237869.1			
OG0029361	XP_003487331.2			
OG0029362	XP_012237642.1			
OG0029363	XP_012237621.1			
OG0029364	XP_012237606.1			
OG0029365	XP_012237600.1			
OG0029366	XP_012237598.1			
OG0029367	XP_012237577.1			
OG0029368	XP_012237496.1			
OG0029369	XP_012237488.1			
OG0029370	XP_012237471.1			
OG0029371	XP_012237456.1			
OG0029372	XP_012237446.1			
OG0029373	XP_012237228.1			
OG0029374	XP_012237178.1			
OG0029375	XP_003486918.2			
OG0029376	XP_012237175.1			
OG0029377	XP_012237174.1			
OG0029378	XP_003486905.2			
OG0029379	XP_012237032.1			
OG0029380	XP_012237001.1			
OG0029381	XP_012236859.1			
OG0029382	XP_012236854.1			
OG0029383	XP_012236851.1			
OG0029384	XP_012236798.1			
OG0029385	XP_012236790.1			
OG0029386	XP_012236766.1			
OG0029387	XP_012236759.1			
OG0029388	XP_003486724.2			
OG0029389	XP_012236559.1			
OG0029390	XP_012236558.1			
OG0029391	XP_012236281.1			
OG0029392	XP_012236279.1			
OG0029393	XP_012236278.1			
OG0029394	XP_012236277.1			
OG0029395	XP_012236195.1			
OG0029396	XP_003486307.2			
OG0029397	XP_012250486.1			
OG0029398	XP_012250448.1			
OG0029399	XP_012250374.1			
OG0029400	XP_012250317.1			
OG0029401	XP_012250271.1			
OG0029402	XP_012250116.1			
OG0029403	XP_012250028.1			
OG0029404	XP_012250027.1			
OG0029405	XP_012249984.1			
OG0029406	XP_012249934.1			
OG0029407	XP_003485977.2			
OG0029408	XP_012249904.1			
OG0029409	XP_003485944.2			
OG0029410	XP_012249781.1			
OG0029411	XP_012249604.1			
OG0029412	XP_012249483.1			
OG0029413	XP_012249460.1			
OG0029414	XP_012249456.1			
OG0029415	XP_012249410.1			
OG0029416	XP_012249271.1			
OG0029417	XP_012248999.1			
OG0029418	XP_012248793.1			
OG0029419	XP_012248350.1			
OG0029420	XP_003485345.2			
OG0029421	XP_012246877.1			
OG0029422	XP_012245997.1			
OG0029423	XP_012245364.1			
OG0029424	XP_012245280.1			
OG0029425	XP_012245180.1			
OG0029426	XP_012244919.1			
OG0029427	XP_012243902.1			
OG0029428	XP_012242898.1			
OG0029429	XP_012242895.1			
OG0029430	XP_012242031.1			
OG0029431	XP_012241632.1			
OG0029432	XP_012241427.1			
OG0029433	XP_012240481.1			
OG0029434	XP_012239829.1			
OG0029435	XP_012238892.1			
OG0029436	XP_012238746.1			
OG0029437	XP_012250103.1			
OG0029438	XP_012249656.1			
OG0029439	XP_012241954.1			
OG0029440	XP_012243843.1			
OG0029441	XP_003493340.1			
OG0029442	XP_003493267.1			
OG0029443	XP_003493266.1			
OG0029444	XP_003493264.1			
OG0029445	XP_003493263.1			
OG0029446	XP_003493262.1			
OG0029447	XP_003493241.1			
OG0029448	XP_003493161.1			
OG0029449	XP_003493056.1			
OG0029450	XP_003493018.1			
OG0029451	XP_003492951.1			
OG0029452	XP_003492914.1			
OG0029453	XP_003492878.1			
OG0029454	XP_003492870.1			
OG0029455	XP_003492741.1			
OG0029456	XP_003492708.1			
OG0029457	XP_003492618.1			
OG0029458	XP_003492607.1			
OG0029459	XP_003492577.1			
OG0029460	XP_003492465.1			
OG0029461	XP_003492387.1			
OG0029462	XP_003492360.1			
OG0029463	XP_003492352.1			
OG0029464	XP_003492338.1			
OG0029465	XP_003492329.1			
OG0029466	XP_003492283.1			
OG0029467	XP_003492277.1			
OG0029468	XP_003492116.1			
OG0029469	XP_003491980.1			
OG0029470	XP_003491967.1			
OG0029471	XP_003491965.1			
OG0029472	XP_003491961.1			
OG0029473	XP_003491960.1			
OG0029474	XP_003491905.1			
OG0029475	XP_003491858.1			
OG0029476	XP_003491834.1			
OG0029477	XP_003491805.1			
OG0029478	XP_003491777.1			
OG0029479	XP_003491773.1			
OG0029480	XP_003491765.1			
OG0029481	XP_003491720.1			
OG0029482	XP_003491719.1			
OG0029483	XP_003491684.1			
OG0029484	XP_003491578.1			
OG0029485	XP_003491565.1			
OG0029486	XP_003491557.1			
OG0029487	XP_003491556.1			
OG0029488	XP_003491555.1			
OG0029489	XP_003491551.1			
OG0029490	XP_003491544.1			
OG0029491	XP_003491539.1			
OG0029492	XP_003491402.1			
OG0029493	XP_003491361.1			
OG0029494	XP_003491289.1			
OG0029495	XP_003491272.1			
OG0029496	XP_003491218.1			
OG0029497	XP_003491215.1			
OG0029498	XP_003491188.1			
OG0029499	XP_003491112.1			
OG0029500	XP_003491088.1			
OG0029501	XP_003491060.1			
OG0029502	XP_003491033.1			
OG0029503	XP_003491016.1			
OG0029504	XP_003490994.1			
OG0029505	XP_003490984.1			
OG0029506	XP_003490983.1			
OG0029507	XP_003490982.1			
OG0029508	XP_003490867.1			
OG0029509	XP_003490865.1			
OG0029510	XP_003490695.1			
OG0029511	XP_003490649.1			
OG0029512	XP_003490580.1			
OG0029513	XP_003490558.1			
OG0029514	XP_003490535.1			
OG0029515	XP_003490489.1			
OG0029516	XP_003490423.1			
OG0029517	XP_003490337.1			
OG0029518	XP_003490290.1			
OG0029519	XP_003490240.1			
OG0029520	XP_003490200.1			
OG0029521	XP_003490147.1			
OG0029522	XP_003490098.1			
OG0029523	XP_003490039.1			
OG0029524	XP_003490034.1			
OG0029525	XP_003490032.1			
OG0029526	XP_003490021.1			
OG0029527	XP_003489999.1			
OG0029528	XP_003489944.1			
OG0029529	XP_003489922.1			
OG0029530	XP_003489823.1			
OG0029531	XP_003489807.1			
OG0029532	XP_003489675.1			
OG0029533	XP_003489668.1			
OG0029534	XP_003489647.1			
OG0029535	XP_003489634.1			
OG0029536	XP_003489612.1			
OG0029537	XP_003489601.1			
OG0029538	XP_003489572.1			
OG0029539	XP_003489562.1			
OG0029540	XP_003489468.1			
OG0029541	XP_003489390.1			
OG0029542	XP_003489230.1			
OG0029543	XP_003489223.1			
OG0029544	XP_003489206.1			
OG0029545	XP_003489205.1			
OG0029546	XP_003489183.1			
OG0029547	XP_003489172.1			
OG0029548	XP_003489129.1			
OG0029549	XP_003489125.1			
OG0029550	XP_003489093.1			
OG0029551	XP_003489087.1			
OG0029552	XP_003489063.1			
OG0029553	XP_003488992.1			
OG0029554	XP_003488894.1			
OG0029555	XP_003488636.1			
OG0029556	XP_003488625.1			
OG0029557	XP_003488567.1			
OG0029558	XP_003488537.1			
OG0029559	XP_003488404.1			
OG0029560	XP_003488393.1			
OG0029561	XP_003488392.1			
OG0029562	XP_003488279.1			
OG0029563	XP_003488236.1			
OG0029564	XP_003488177.1			
OG0029565	XP_003488174.1			
OG0029566	XP_003488126.1			
OG0029567	XP_003488115.1			
OG0029568	XP_003488077.1			
OG0029569	XP_003488075.1			
OG0029570	XP_003488037.1			
OG0029571	XP_003487946.1			
OG0029572	XP_003487873.1			
OG0029573	XP_003487857.1			
OG0029574	XP_003487814.1			
OG0029575	XP_003487793.1			
OG0029576	XP_003487765.1			
OG0029577	XP_003487711.1			
OG0029578	XP_003487647.1			
OG0029579	XP_003487602.1			
OG0029580	XP_003487565.1			
OG0029581	XP_003487536.1			
OG0029582	XP_003487516.1			
OG0029583	XP_003487504.1			
OG0029584	XP_003487503.1			
OG0029585	XP_003487342.1			
OG0029586	XP_003487320.1			
OG0029587	XP_003487283.1			
OG0029588	XP_003487247.1			
OG0029589	XP_003487190.1			
OG0029590	XP_003487128.1			
OG0029591	XP_003487125.1			
OG0029592	XP_003487121.1			
OG0029593	XP_003487112.1			
OG0029594	XP_003487067.1			
OG0029595	XP_003487040.1			
OG0029596	XP_003487030.1			
OG0029597	XP_003487000.1			
OG0029598	XP_003486975.1			
OG0029599	XP_003486971.1			
OG0029600	XP_003486942.1			
OG0029601	XP_003486904.1			
OG0029602	XP_003486820.1			
OG0029603	XP_003486804.1			
OG0029604	XP_003486771.1			
OG0029605	XP_003486733.1			
OG0029606	XP_003486717.1			
OG0029607	XP_003486689.1			
OG0029608	XP_003486664.1			
OG0029609	XP_003486646.1			
OG0029610	XP_003486486.1			
OG0029611	XP_003486463.1			
OG0029612	XP_003486452.1			
OG0029613	XP_003486447.1			
OG0029614	XP_003486434.1			
OG0029615	XP_003486366.1			
OG0029616	XP_003486339.1			
OG0029617	XP_003486279.1			
OG0029618	XP_003486267.1			
OG0029619	XP_003486264.1			
OG0029620	XP_003486258.1			
OG0029621	XP_003486214.1			
OG0029622	XP_003486179.1			
OG0029623	XP_003486156.1			
OG0029624	XP_003486116.1			
OG0029625	XP_003486079.1			
OG0029626	XP_003486078.1			
OG0029627	XP_003485926.1			
OG0029628	XP_003485910.1			
OG0029629	XP_003485905.1			
OG0029630	XP_003485852.1			
OG0029631	XP_003485763.1			
OG0029632	XP_003485684.1			
OG0029633	XP_003485537.1			
OG0029634	XP_003485532.1			
OG0029635	XP_003485454.1			
OG0029636	XP_003485431.1			
OG0029637	XP_003485425.1			
OG0029638	XP_003485423.1			
OG0029639	XP_003485422.1			
OG0029640	XP_003485421.1			
OG0029641	XP_003485404.1			
OG0029642	XP_003485373.1			
OG0029643	XP_003485243.1			
OG0029644	XP_003485162.1			
OG0029645	XP_003485102.1			
OG0029646	XP_003484970.1			
OG0029647	XP_003484966.1			
OG0029648	XP_003484953.1			
OG0029649	XP_003484900.1			
OG0029650	XP_003484895.1			
OG0029651	XP_003484840.1			
OG0029652	XP_003484837.1			
OG0029653	XP_003484807.1			
OG0029654	XP_003484802.1			
OG0029655	XP_003484792.1			
OG0029656	XP_003484728.1			
OG0029657	XP_003484699.1			
OG0029658	XP_003484646.1			
OG0029659	XP_003484609.1			
OG0029660	XP_003484608.1			
OG0029661	XP_003484549.1			
OG0029662	XP_003484547.1			
OG0029663	XP_003484508.1			
OG0029664		NP_001232348.1		
OG0029665		UIB01668.1		
OG0029666		NP_001232660.1		
OG0029667		NP_001041728.1		
OG0029668		XP_041567816.1		
OG0029669		XP_041567808.1		
OG0029670		XP_041567807.1		
OG0029671		XP_041567802.1		
OG0029672		XP_041567790.1		
OG0029673		XP_041567788.1		
OG0029674		XP_041567378.1		
OG0029675		XP_041567377.1		
OG0029676		XP_041567374.1		
OG0029677		XP_032600449.2		
OG0029678		XP_041567369.1		
OG0029679		XP_041567368.1		
OG0029680		XP_041567366.1		
OG0029681		XP_012432958.4		
OG0029682		XP_041567364.1		
OG0029683		XP_041567361.1		
OG0029684		XP_030114135.3		
OG0029685		XP_041567358.1		
OG0029686		XP_041567357.1		
OG0029687		XP_030114717.3		
OG0029688		XP_041567350.1		
OG0029689		XP_041567338.1		
OG0029690		XP_041567290.1		
OG0029691		XP_041567278.1		
OG0029692		XP_041567250.1		
OG0029693		XP_030114146.3		
OG0029694		XP_041567210.1		
OG0029695		XP_030114441.3		
OG0029696		XP_041567168.1		
OG0029697		XP_041567159.1		
OG0029698		XP_030114063.3		
OG0029699		XP_041567149.1		
OG0029700		XP_030114057.2		
OG0029701		XP_041567128.1		
OG0029702		XP_041567073.1		
OG0029703		XP_030113505.3		
OG0029704		XP_032600481.2		
OG0029705		XP_030114891.3		
OG0029706		XP_041566983.1		
OG0029707		XP_041566959.1		
OG0029708		XP_041566955.1		
OG0029709		XP_041574210.1		
OG0029710		XP_002191449.5		
OG0029711		XP_041574176.1		
OG0029712		XP_041574175.1		
OG0029713		XP_041574174.1		
OG0029714		XP_032606024.2		
OG0029715		XP_041574147.1		
OG0029716		XP_041574145.1		
OG0029717		XP_041574144.1		
OG0029718		XP_041574141.1		
OG0029719		XP_041574140.1		
OG0029720		XP_032605906.2		
OG0029721		XP_041574100.1		
OG0029722		XP_041574092.1		
OG0029723		XP_041574090.1		
OG0029724		XP_041574085.1		
OG0029725		XP_041574080.1		
OG0029726		XP_041574047.1		
OG0029727		XP_041573986.1		
OG0029728		XP_002198698.4		
OG0029729		XP_041573916.1		
OG0029730		XP_041573912.1		
OG0029731		XP_041573902.1		
OG0029732		XP_032605660.2		
OG0029733		XP_041573880.1		
OG0029734		XP_002192124.5		
OG0029735		XP_030135254.3		
OG0029736		XP_041573844.1		
OG0029737		XP_030135419.3		
OG0029738		XP_030135416.3		
OG0029739		XP_030135415.3		
OG0029740		XP_002191542.3		
OG0029741		XP_030134917.3		
OG0029742		XP_002192700.4		
OG0029743		XP_030134918.3		
OG0029744		XP_030134880.3		
OG0029745		XP_030134840.3		
OG0029746		XP_030135569.2		
OG0029747		XP_030135564.2		
OG0029748		XP_041573705.1		
OG0029749		XP_041573698.1		
OG0029750		XP_041573697.1		
OG0029751		XP_041573692.1		
OG0029752		XP_041573689.1		
OG0029753		XP_041573638.1		
OG0029754		XP_041573635.1		
OG0029755		XP_041573609.1		
OG0029756		XP_041573606.1		
OG0029757		XP_041573604.1		
OG0029758		XP_041573602.1		
OG0029759		XP_030133185.2		
OG0029760		XP_030133168.3		
OG0029761		XP_030134264.3		
OG0029762		XP_041573525.1		
OG0029763		XP_041573524.1		
OG0029764		XP_041573478.1		
OG0029765		XP_030134056.3		
OG0029766		XP_041573449.1		
OG0029767		XP_041573448.1		
OG0029768		XP_030133428.3		
OG0029769		XP_041573442.1		
OG0029770		XP_041573439.1		
OG0029771		XP_041573430.1		
OG0029772		XP_041573395.1		
OG0029773		XP_030132950.3		
OG0029774		XP_030134068.3		
OG0029775		XP_041573342.1		
OG0029776		XP_002191994.5		
OG0029777		XP_041573267.1		
OG0029778		XP_004176774.4		
OG0029779		XP_041573219.1		
OG0029780		XP_041573218.1		
OG0029781		XP_041573217.1		
OG0029782		XP_041573216.1		
OG0029783		XP_041573166.1		
OG0029784		XP_032605052.2		
OG0029785		XP_032605051.2		
OG0029786		XP_041573143.1		
OG0029787		XP_032605161.2		
OG0029788		XP_032605160.2		
OG0029789		XP_041573142.1		
OG0029790		XP_041573125.1		
OG0029791		XP_030131728.3		
OG0029792		XP_030131996.3		
OG0029793		XP_030131591.3		
OG0029794		XP_041573032.1		
OG0029795		XP_030132036.3		
OG0029796		XP_030132534.3		
OG0029797		XP_041572991.1		
OG0029798		XP_030132528.3		
OG0029799		XP_041572986.1		
OG0029800		XP_041572985.1		
OG0029801		XP_041572984.1		
OG0029802		XP_041572983.1		
OG0029803		XP_041572978.1		
OG0029804		XP_041572977.1		
OG0029805		XP_041572976.1		
OG0029806		XP_032605188.2		
OG0029807		XP_030132770.3		
OG0029808		XP_041572879.1		
OG0029809		XP_030131411.3		
OG0029810		XP_030131399.2		
OG0029811		XP_032604756.2		
