Orthogroup	finch	fly
OG0000419	XP_030127110.3, XP_030127112.3, XP_030127111.3, XP_030140133.3, XP_030140132.3, XP_041574943.1, XP_030140130.3, XP_030140131.3, XP_041574942.1, XP_030140128.3, XP_030140135.3, XP_012430058.3, XP_041573083.1	tr|Q9VVT8|Q9VVT8_DROME
OG0000421	XP_041569197.1	tr|B7Z0D3|B7Z0D3_DROME
OG0000430	XP_030135925.1, XP_030135931.1, XP_030135932.1, XP_030135933.1, XP_030135922.1, XP_030135927.1, XP_041574036.1, XP_030135928.1, XP_030135930.1, XP_030135924.1, XP_030135934.1, XP_030135929.1	tr|Q9VN58|Q9VN58_DROME
OG0000431	XP_030112475.1, XP_030112474.1, XP_030135090.1, XP_012430657.1, XP_030135088.1, XP_030135089.1, XP_030135087.1, XP_041573724.1, XP_030135086.1, XP_002190438.2, XP_012430656.1	tr|A0A0B4K6W9|A0A0B4K6W9_DROME
OG0000432	XP_002196871.4, XP_041568322.1	tr|A0A0B4LG94|A0A0B4LG94_DROME
OG0000432	XP_030122002.1, XP_041576967.1, XP_041576968.1, XP_041576966.1, XP_041576969.1, XP_041568300.1, XP_041568301.1, XP_041576970.1, XP_041576971.1	sp|P13607|ATNA_DROME
OG0000433	ACH45702.1, XP_041570880.1, XP_041570879.1, ACH45654.1, ACH45669.1, ACH45706.1, ACH45696.1, NP_001266187.1, XP_030146050.1, XP_030146052.1, ACH46345.1, NP_001232090.1, XP_030146049.1, ACH46354.1, ACH46438.1, ACH46442.1, XP_030146051.1, ACH46299.1, ACH45697.1, ACH45703.1, ACH45708.1, ACH45704.1, ACH45709.1, ACH45699.1, ACH45694.1, ACH45693.1, ACH45691.1, ACH45700.1, ACH45698.1, ACH45705.1, ACH45701.1, ACH45710.1, ACH45707.1	tr|M9NEA1|M9NEA1_DROME
OG0000434	ABD95531.1, ABD95492.1, ABD95518.1, ABD95505.1, ABD62282.1, YP_514820.1, AAQ97099.2, APU54359.1, ADQ74928.1, ALR84799.1, ALR84801.1, ALR84804.1, ALR84807.1, ALR84798.1, ALR84803.1, ALR84800.1, ALR84808.1, ALR84806.1, ALR84802.1, ALR84805.1, ALR84770.1, ALR84786.1, ALR84784.1, ALR84791.1, ALR84794.1, ALR84809.1, ALR84792.1, ALR84788.1, ALR84769.1, ALR84758.1, ALR84767.1, ALR84771.1, ALR84768.1, ALR84785.1, ALR84772.1, ALR84766.1, ALR84795.1, ALR84793.1, ALR84790.1, ALR84761.1, ALR84787.1, ALR84755.1, ALR84779.1, ALR84797.1, ALR84756.1, ALR84810.1, ALR84762.1, ALR84776.1, ALR84778.1, ALR84783.1, ALR84775.1, ALR84757.1, ALR84796.1, ALR84777.1, ALR84773.1, ALR84760.1, ALR84782.1, ALR84780.1, ALR84759.1, ALR84765.1, ALR84789.1, ALR84764.1, ALR84754.1, ALR84781.1, ALR84774.1, ALR84763.1, ALR84753.1	sp|P03896|NU2M_DROME
OG0000447	XP_030137023.3, XP_030137048.3, XP_030137016.3, XP_030137054.3, XP_030137060.3, XP_030137068.3, XP_030128173.3, XP_030128174.3, XP_030128175.3, XP_002197634.4, XP_002197622.4, XP_030127185.1, XP_012428920.4, XP_012428921.4, XP_041567166.1, XP_030140145.1, XP_030140146.1	sp|Q94900|GLUCL_DROME
OG0000448	XP_002192655.1	sp|P29844|BIP_DROME
OG0000448	XP_002200628.1	sp|P11147|HSP7D_DROME
OG0000448	XP_030146587.1	sp|P29843|HSP7A_DROME
OG0000460	XP_030132742.1, XP_030132743.1, XP_030132740.1, XP_030132739.1, XP_030132738.1, XP_030132737.1, XP_041571851.1, XP_041571850.1, XP_030127536.1, XP_002193146.4, XP_041576495.1, XP_041576484.1, XP_041576487.1, XP_041576492.1, XP_041576485.1, XP_041576491.1, XP_041576488.1, XP_041576486.1, XP_041576489.1, XP_041576493.1, XP_041576494.1, XP_041576496.1, XP_041576497.1	sp|P48456|PP2B1_DROME, sp|Q27889|PP2B2_DROME, sp|Q9VXF1|PP2B3_DROME
OG0000461	XP_041572444.1, XP_030141966.3, XP_030141965.3, XP_041575205.1, XP_030141964.3, XP_030141967.3, XP_030141969.3, XP_030141968.3, XP_030141971.3	tr|Q9VC05|Q9VC05_DROME
OG0000462	XP_030120654.1, XP_030120642.1, XP_030120631.1, XP_030120647.1, XP_030120667.1, XP_030120661.1, XP_030120671.1, XP_030120675.1, XP_030120683.1, XP_030120690.1, XP_030120693.1, XP_030125401.3, XP_030125400.3, XP_030125402.3, XP_030125405.3	tr|Q5U0V7|Q5U0V7_DROME
OG0000464	XP_041567200.1, XP_041567203.1, XP_041567201.1, XP_041567202.1, XP_030113880.3, XP_030113881.3, XP_030113882.3	tr|Q9VAS9|Q9VAS9_DROME, tr|Q9Y1T2|Q9Y1T2_DROME
OG0000471	XP_030139592.3, XP_041571710.1, XP_041571711.1, XP_041571709.1, XP_032603959.2, XP_032603958.2, XP_032603331.2, XP_041571147.1, XP_030125097.3, XP_032603326.2, XP_032603329.2, XP_032603328.2, XP_032603330.2, XP_032603327.2	sp|Q9VW71|FAT2_DROME
OG0000472	XP_030119852.1	sp|P61857|TBB2_DROME
OG0000472	XP_004175569.1, NP_001232183.1, ACH46006.1	sp|Q24560|TBB1_DROME
OG0000472	XP_002195424.2, XP_002188913.1, XP_030138351.1	sp|Q9VRX3|TBBP_DROME
OG0000473	XP_032606245.2, XP_030137469.3, XP_041574414.1, XP_030137470.3, XP_030137473.3, XP_041574415.1, XP_030137474.3, XP_030137475.3, XP_041567049.1, XP_041567047.1, XP_041567046.1, XP_041567045.1, XP_041567048.1	tr|A1Z6Z8|A1Z6Z8_DROME
OG0000475	ACH45857.1, ACH45850.1, ACH45843.1, ACH45851.1, ACH45847.1, ACH45869.1, ACH45860.1, ACH45876.1, ACH45863.1, ACH45852.1, ACH45875.1, ACH45873.1, ACH45849.1, NP_001232276.1, ACH45867.1, ACH45868.1, ACH45865.1, ACH45877.1, ACH45846.1, ACH45866.1, ACH45854.1, ACH45853.1, ACH45856.1, ACH45859.1, ACH45874.1, ACH45872.1, ACH45845.1, ACH45855.1, ACH45858.1, ACH45848.1, ACH45861.1, ACH46297.1, ACI04465.1, ACH45862.1, ACH45864.1, ACH45844.1, ACH45871.1	sp|Q9XZH6|VATG_DROME
OG0000478	XP_032605318.1, XP_032605323.1, XP_032605320.1, XP_032605315.1, XP_032605312.1, XP_030133483.1, XP_030133479.1, XP_012430361.1, XP_012430362.1, XP_032605311.1, XP_030133487.1, XP_030133488.1, XP_032605317.1, XP_032605321.1, XP_032605322.1, XP_012430363.1, XP_030133489.1, XP_030133485.1, XP_030133484.1, XP_032605313.1, XP_032605314.1, XP_030133481.1, XP_030133482.1, XP_032605319.1, XP_030133486.1	tr|A0A0B4K774|A0A0B4K774_DROME
OG0000488	XP_030127628.3, XP_041572028.1, XP_030127630.3, XP_041572027.1, XP_041572025.1, XP_030127626.3, XP_030127627.3, XP_030127603.3, XP_030127601.3, XP_030127602.3, XP_030127607.3, XP_030127600.3, XP_041572023.1, XP_030127611.1, XP_030127599.3, XP_030127605.3, XP_030127604.3, XP_030127622.3, XP_030127621.3, XP_041572024.1, XP_030127620.3, XP_030127618.3, XP_030127615.3, XP_030127613.3, XP_030127612.3	sp|A1Z7G7|LPHN_DROME
OG0000489	XP_004174843.1, XP_030131759.3, XP_030131758.3, XP_002187843.3, ACH43709.1, NP_001232235.1, XP_030145483.1, XP_032605023.2, XP_030131870.3	sp|Q9VXG4|ANX11_DROME, sp|P22464|ANXB9_DROME, sp|P22465|ANX10_DROME
OG0000490	XP_041570664.1, XP_030122016.1, XP_030122018.1, XP_030122012.1, XP_030122014.1, XP_030122017.1, XP_030122009.1, XP_012427471.1, XP_030122013.1, XP_030122031.1, XP_030122029.1, XP_030122028.3, XP_030122030.1, XP_030122023.1, XP_030122020.1, XP_030122019.1, XP_032602852.1, XP_032602853.1, XP_041570665.1, XP_030122022.1, XP_030122021.1, XP_032602854.1, XP_012427477.1	tr|A8DYB7|A8DYB7_DROME
OG0000491	XP_004176773.4, XP_030120655.3, XP_004186266.4, XP_030120484.3, XP_030120485.3, XP_030120483.3	tr|Q5BI62|Q5BI62_DROME
OG0000492	XP_032600348.1, XP_032600354.1, XP_032600351.1, XP_032600355.1, XP_032600356.1, XP_032600349.1, XP_041567301.1, XP_032600350.1, XP_032600347.1, XP_041567300.1, XP_032600359.1, XP_032600366.1, XP_032600352.1, XP_012432878.3, XP_032600360.1, XP_032600364.1, XP_032600367.1	sp|P40791|MEF2_DROME
OG0000493	XP_002196668.1, XP_030119421.1, XP_002196644.1, XP_004174330.1, ACH44102.1, XP_041572226.1, NP_001232644.1, XP_030128928.1, XP_030128929.1, XP_030128930.1, XP_030128927.1	tr|M9PI02|M9PI02_DROME
OG0000493	XP_002195837.1	tr|Q9VL21|Q9VL21_DROME
OG0000494	XP_041568060.1	tr|Q9VGK3|Q9VGK3_DROME
OG0000494	XP_002188764.1, XP_030125831.1, ACH45581.1, ACH45582.1, ACH45577.1, ACH45586.1, ACH45575.1, ACH45583.1, ACH45576.1, ACH45584.1, ACH45585.1, ACH45580.1, ACH45578.1	sp|P48375|FKB12_DROME
OG0000495	XP_030138014.3, XP_030122264.1, XP_030122265.1, XP_030122266.1, XP_030144723.3, XP_030144719.3, XP_030144721.3, XP_030144722.3, XP_030144720.3	tr|A0A0B4KEZ2|A0A0B4KEZ2_DROME
OG0000496	ACH43804.1, ACH43801.1, ACH43803.1, ACH43808.1, ACH43807.1, NP_001232343.1, ACH43805.1, sp|B5FXN8.1|THOC4_TAEGU, ACH43800.1, ACH43799.1, ACH43806.1, ACH43802.1	tr|Q9V3E7|Q9V3E7_DROME
OG0000504	XP_030125384.1, XP_030125383.1, XP_030146101.1, XP_004177113.2, XP_004177114.2, XP_030122122.1, XP_030122121.1, XP_030122120.1	sp|A6MHQ4|NKAIN_DROME
OG0000505	XP_041576802.1, XP_041575391.1, XP_032606925.2, XP_032606911.2, XP_032606915.2, XP_030141668.3, XP_030141658.3, XP_041575342.1, XP_032606918.2, XP_032606921.2, XP_030141691.3, XP_032606929.2, XP_032606927.2, XP_032606935.1, XP_032606933.1, XP_030141703.1, XP_032606934.1, XP_030141727.1, XP_030141718.1	tr|Q9VPZ7|Q9VPZ7_DROME, tr|M9PC46|M9PC46_DROME, tr|Q9W213|Q9W213_DROME
OG0000506	XP_030133077.1, XP_030121133.1, XP_030121134.1, XP_030121135.1, XP_041567430.1	tr|A1Z851|A1Z851_DROME
OG0000507	XP_030131851.1, XP_041571782.1, XP_030127283.3, XP_030127282.3, XP_030127276.3, XP_030127278.3, XP_030127277.3, XP_030127279.3, XP_041571781.1, XP_041571780.1, XP_030127280.3, XP_041571783.1, XP_041571784.1, XP_041571787.1, XP_041571785.1, XP_041571786.1	tr|Q9VSX7|Q9VSX7_DROME
OG0000508	XP_002190186.1, XP_004175036.1	sp|P16378|GNAO_DROME
OG0000508	XP_002188020.4, XP_002197783.2, XP_030147322.1, XP_030147313.1, XP_012428324.2, XP_012426396.3	sp|P20353|GNAI_DROME
OG0000509	XP_012427167.1, XP_012427168.1, XP_002199308.1, XP_012427166.1, XP_012427165.1, XP_030122840.1, XP_030112116.3, XP_041577498.1	sp|Q9W197|5NT3B_DROME
OG0000510	XP_030139749.1, XP_030139752.1, XP_030139751.1, XP_030139746.1, XP_030139747.1, XP_030113517.3, XP_012432827.4, XP_030139748.1	tr|Q9VHC2|Q9VHC2_DROME
OG0000517	XP_041567143.1, XP_030114617.1, XP_041567139.1, XP_041567140.1, XP_041567142.1, XP_041567144.1, XP_030114625.1, XP_041567141.1, XP_030137810.1, XP_041574297.1, XP_032606247.1, XP_030137811.1, XP_030137798.1, XP_030137797.1, XP_030137800.1, XP_030137799.1, XP_030137801.1, XP_030137802.1, XP_030137804.1, XP_030137807.1, XP_041574301.1, XP_041574298.1, XP_041574300.1, XP_041574299.1, XP_012424252.1	sp|Q9VR59|VIP1_DROME
OG0000518	XP_030135247.3, XP_041573843.1, XP_030135248.3, XP_030135249.3, XP_030135252.3, XP_030135253.3, XP_030135251.3, XP_030135250.3, XP_030142520.3, XP_030142519.3, XP_030142517.3, XP_030142518.3, XP_030142522.3, XP_030142521.3, XP_030142523.3, XP_041575590.1, XP_030142529.3, XP_030142528.3, XP_012433840.3, XP_030142525.3, XP_030142526.3, XP_002188245.3, XP_030142527.3, XP_030142531.3, XP_030142530.3	tr|A8DY93|A8DY93_DROME
OG0000519	XP_030142676.3, XP_030142675.3, XP_030142678.3, XP_030142677.3, XP_030142679.3, XP_030142681.3, XP_030142684.3, XP_030142683.3, XP_030142682.3, XP_030134977.3, XP_002196071.4, XP_030134975.3, XP_030134974.3, XP_041573871.1	tr|Q8SYD9|Q8SYD9_DROME
OG0000520	XP_030139944.1, XP_030139943.1, XP_030139953.1, XP_030139939.1, XP_030139940.1, XP_041574947.1, XP_030139930.1, XP_030139931.1, XP_030139933.1, XP_030139941.1, XP_041574946.1, XP_030139937.1, XP_030139942.1, XP_030139936.1, XP_030139946.1, XP_030139945.1, XP_030139951.1, XP_030139954.1, XP_030139955.1, XP_030139952.1, XP_030139947.1, XP_030139948.1	tr|Q9VGH5|Q9VGH5_DROME
OG0000521	XP_041575134.1, XP_041575133.1, XP_041575132.1, XP_030140909.1, XP_041575130.1, XP_041575135.1	tr|Q9VW83|Q9VW83_DROME
OG0000522	ACH46144.1, ACH46164.1, ACH46403.1, ACH46346.1, ACH46402.1, ACH46155.1, ACH46150.1, ACH46172.1, ACH46163.1, ACH46170.1, ACH46148.1, ACH46160.1, ACH46153.1, ACH46166.1, ACH46162.1, ACH46157.1, ACH46145.1, ACH46161.1, ACH46152.1, ACH46158.1, ACH46159.1, ACH46156.1, ACH46149.1, ACH46151.1, NP_001232324.1, ACH46169.1, ACH46147.1, ACH46154.1, ACH46168.1, ACH46165.1, ACH46171.1, ACH46146.1, ACH45630.1, ACH45631.1, ACH45628.1, ACH45629.1, ACH45632.1, NP_001232074.1, ACH45633.1, ACH45624.1, ACH45625.1, NP_001232801.1, ACH45626.1, ACH45627.1	sp|Q9VEW2|SERFL_DROME
OG0000535	XP_030123509.3, XP_032603145.2, XP_030123507.3, XP_032603146.2, XP_032603148.2, XP_030146119.3, XP_012428167.3, XP_030120269.3, XP_030120240.3, XP_030120251.3, XP_030120280.3, XP_030120259.3	tr|Q0KIF2|Q0KIF2_DROME, tr|Q9V4A0|Q9V4A0_DROME, tr|Q0KI42|Q0KI42_DROME, tr|Q9TVI0|Q9TVI0_DROME, tr|A0A0B4KHJ0|A0A0B4KHJ0_DROME, tr|Q9VMP3|Q9VMP3_DROME, tr|Q9VMP4|Q9VMP4_DROME, tr|Q9VPV3|Q9VPV3_DROME, tr|Q0E8N6|Q0E8N6_DROME, tr|Q9VDH5|Q9VDH5_DROME
OG0000536	XP_030113171.1, XP_030113169.1, XP_030113168.1, XP_032600497.1, XP_030113170.1, XP_030113166.1, XP_030113165.1, XP_012433200.2, XP_030113163.1, XP_012433199.2, XP_030113164.1	sp|Q9NB04|PATJ_DROME, tr|A0A0B4LIC4|A0A0B4LIC4_DROME
OG0000537	XP_004175158.3, XP_030124761.1, XP_030124760.1, XP_030130858.1, XP_002200607.1	tr|Q8IN89|Q8IN89_DROME
OG0000537	XP_012429672.1, XP_002200632.1, XP_032604788.1, XP_032604787.1, XP_041572270.1, XP_030124954.1, XP_030124953.1	tr|A0A6F7R657|A0A6F7R657_DROME
OG0000551	XP_012426189.2, XP_030146747.1, XP_030146738.1, XP_030146746.1, XP_030146744.1, XP_030146734.1, XP_030146731.1, XP_032608612.1, XP_030146732.1, XP_030146733.1, XP_030146736.1, XP_041576846.1, XP_030146737.1, XP_030146735.1, XP_030146740.1, XP_030146748.1, XP_030146743.1	tr|Q8MLV6|Q8MLV6_DROME, tr|R9PY62|R9PY62_DROME
OG0000552	XP_030111650.1, XP_041577201.1, XP_030111649.1, XP_030111648.3, XP_030111651.1, XP_041568942.1, XP_041568943.1, AAR88106.1, XP_030129715.1, XP_030129714.1, XP_012429561.1, XP_012429562.1, XP_002197869.2, XP_030115881.3, XP_030115909.3, XP_030115891.3, XP_030115861.3, XP_041568698.1, XP_030115872.3, XP_041568672.1, XP_030115852.3, XP_041568654.1, XP_041568663.1	sp|P17972|KCNAW_DROME, tr|A8DYR5|A8DYR5_DROME
OG0000553	XP_032600528.1, XP_032600529.1, XP_032600522.1, XP_041567782.1, XP_032600520.1, XP_032600521.1, XP_032600519.1, XP_041567785.1, XP_032600523.1, XP_032600526.1, XP_041567783.1, XP_032600533.1, XP_032600536.1, XP_032600534.1, XP_032600530.1, XP_032600531.1, XP_030114874.1, XP_030114873.1, XP_030114869.1, XP_030114863.1, XP_030114866.1, XP_030114864.1, XP_030114868.1, XP_030114867.1, XP_030114872.1, XP_030114870.1	tr|A1ZBW0|A1ZBW0_DROME
OG0000554	XP_030130698.1, XP_030130697.1, XP_032604741.1, XP_030130696.1, XP_041572785.1, XP_030130692.1, XP_030130693.1, XP_030130694.1, XP_030130695.1, XP_030124710.1, XP_030124712.1, XP_030124711.1, XP_030124714.1, XP_041571310.1	tr|Q9W3Q5|Q9W3Q5_DROME
OG0000555	XP_032600079.2, XP_030137824.3, XP_032606177.2	tr|Q7KRW4|Q7KRW4_DROME
OG0000555	XP_030127449.3	tr|Q9VFW9|Q9VFW9_DROME, tr|Q9VFX0|Q9VFX0_DROME, tr|Q8INH6|Q8INH6_DROME
OG0000556	XP_030141014.3	tr|Q9VRG5|Q9VRG5_DROME, tr|Q9VRG3|Q9VRG3_DROME, tr|Q86B52|Q86B52_DROME, tr|Q9VVJ9|Q9VVJ9_DROME, tr|Q9VRG4|Q9VRG4_DROME, tr|A1ZBS3|A1ZBS3_DROME, tr|Q9VDR4|Q9VDR4_DROME, tr|Q9VVK6|Q9VVK6_DROME
OG0000556	XP_041569928.1, XP_030134327.3	tr|X2JG15|X2JG15_DROME
OG0000556	XP_030112804.3, XP_030112805.3, XP_041566914.1	tr|Q0E8Q7|Q0E8Q7_DROME
OG0000566	XP_030125526.1, XP_041570773.1, XP_041570774.1, XP_041570768.1, XP_041570771.1, XP_030125524.1	tr|A0A0B4KGL0|A0A0B4KGL0_DROME
OG0000567	XP_002199737.1, XP_002199746.1, ACH43723.1, NP_001232529.1, XP_030119856.1	tr|Q8INK3|Q8INK3_DROME
OG0000569	XP_030128408.1, XP_030128409.1, XP_030128407.1, XP_030128406.1, XP_030128260.3, XP_030128271.1, XP_030128277.1, XP_041574024.1, XP_041574026.1, XP_041574025.1, XP_030135861.3	tr|Q8IQZ7|Q8IQZ7_DROME
OG0000570	XP_002199093.1	tr|Q7K485|Q7K485_DROME
OG0000570	XP_030147990.3, XP_030147988.3, XP_030147989.3, XP_030111666.1, XP_030111665.1	tr|Q9VQ14|Q9VQ14_DROME
OG0000570	XP_002189698.4	tr|Q9VKP6|Q9VKP6_DROME, tr|Q9VKP7|Q9VKP7_DROME, tr|Q9VEK5|Q9VEK5_DROME, tr|Q9VEK3|Q9VEK3_DROME, tr|Q9VQ12|Q9VQ12_DROME, tr|Q9W5G3|Q9W5G3_DROME, tr|Q9VLK3|Q9VLK3_DROME, tr|Q9VQ13|Q9VQ13_DROME, tr|Q9VQ11|Q9VQ11_DROME, tr|Q9VEK4|Q9VEK4_DROME
OG0000572	XP_030140707.1, XP_030140696.1, XP_030140695.1, XP_030140700.1, XP_030140704.1, XP_041574969.1, XP_041574968.1, XP_030140706.3, XP_030140703.1, XP_041574970.1, XP_012432705.1, XP_012432695.1, XP_012432700.1, XP_030140697.1, XP_030140699.1, XP_030140705.1, XP_012432688.1, XP_030140708.1	tr|M9NFQ7|M9NFQ7_DROME
OG0000587	XP_002188199.1, XP_030128874.1, XP_030128875.1, XP_002194181.1, XP_041572538.1, XP_041574929.1, XP_041571702.1, XP_030127027.1, XP_030127028.1, XP_030127031.1, XP_002193755.1, XP_041571701.1, XP_041571699.1, XP_030127030.1, XP_030127034.1, XP_030127035.1	tr|Q9I7L6|Q9I7L6_DROME, tr|Q9VNP7|Q9VNP7_DROME, tr|Q9VVM0|Q9VVM0_DROME, tr|Q2PDY3|Q2PDY3_DROME
OG0000588	XP_032604635.1, XP_032604634.1, XP_032604632.1, XP_032604630.1, XP_030130027.1, XP_030130026.1, XP_041572521.1, XP_030130022.1, XP_030130029.1, XP_030130028.1, XP_041572523.1, XP_032604628.1, XP_032604633.1, XP_032604629.1, XP_032604631.1, XP_030130020.1, XP_012429643.2, XP_030130019.1, XP_012429642.2, XP_012429644.2, XP_012429645.2	tr|Q0E8R3|Q0E8R3_DROME, tr|Q8IP90|Q8IP90_DROME
OG0000589	XP_041573333.1, XP_041573331.1, XP_041573328.1, XP_041573325.1, XP_041573324.1, XP_041573321.1, XP_030132880.1, XP_030132865.1, XP_041573320.1, XP_041573323.1, XP_041573322.1, XP_041573327.1, XP_041573335.1, XP_041573334.1, XP_041573336.1, XP_041573330.1, XP_041573329.1, XP_041573326.1, XP_030132873.1, XP_030132874.1, XP_030132878.1, XP_030132876.1, XP_030132877.1, XP_041573332.1	tr|M9NEH9|M9NEH9_DROME
OG0000590	XP_030146419.1, XP_002195735.2, XP_030130340.1, XP_012429625.1, XP_030130299.1, XP_030130300.1	sp|P26686|SRR55_DROME
OG0000591	XP_041574004.1, XP_041574003.1, XP_041574000.1, XP_041574001.1, XP_041574002.1, XP_041574005.1, XP_041573999.1, XP_041574006.1, XP_041573998.1, XP_041573997.1, XP_041573995.1, XP_041573993.1, XP_041573994.1, XP_041573996.1	tr|Q9VCH1|Q9VCH1_DROME, tr|A8DZ29|A8DZ29_DROME
OG0000606	XP_030139103.3, XP_030139102.3	tr|Q9VY00|Q9VY00_DROME, tr|Q9VY08|Q9VY08_DROME, tr|Q8MQY9|Q8MQY9_DROME, tr|Q9VY06|Q9VY06_DROME, tr|Q9VBG8|Q9VBG8_DROME, tr|Q9VY11|Q9VY11_DROME, tr|Q8SXY8|Q8SXY8_DROME, tr|Q9VY09|Q9VY09_DROME, tr|Q9VY10|Q9VY10_DROME, tr|Q9VY02|Q9VY02_DROME, sp|Q9VY01|EO_DROME, tr|Q9VY05|Q9VY05_DROME, tr|Q9VY04|Q9VY04_DROME, sp|P18173|DHGL_DROME
OG0000607	XP_032600033.2, XP_041567023.1, XP_032600036.2, XP_032600028.2, XP_032600027.2, XP_032600032.1, XP_032600035.1, XP_030112800.1, XP_041566944.1, XP_030112803.1, XP_032600034.1, XP_032600031.2, XP_030113385.3, XP_032600029.2, XP_030137718.1, XP_030137717.1	tr|A0A0B4KHL4|A0A0B4KHL4_DROME
OG0000608	XP_030138884.1, XP_030146969.1, XP_004176566.2, XP_030146963.1, XP_030146976.1	sp|P91685|GRM_DROME
OG0000608	XP_030112366.3, XP_012424421.3, XP_041567001.1, XP_012424420.3, XP_030111707.1, XP_030111704.1	tr|A0A0B4KF15|A0A0B4KF15_DROME
OG0000609	XP_041567972.1, XP_030130834.1, XP_030130833.1, XP_030130830.1, XP_030130829.1, XP_030130828.1, XP_030130836.1, XP_032604769.1, XP_030130831.1	sp|Q9VUI3|EMAL_DROME
OG0000610	XP_041577311.1, XP_030112286.1, XP_030112297.1, XP_030112303.1, XP_041577313.1, XP_041577312.1	sp|O61443|MK38B_DROME, sp|O62618|MK38A_DROME, sp|P83100|MK14C_DROME
OG0000611	XP_002199546.2, XP_030143919.1, ACH44852.1, ACH44854.1, ACH44860.1, NP_001232446.1, ACH44851.1, ACH44853.1, ACH44855.1, ACH44844.1, ACH44859.1, ACH44857.1, ACH44848.1, ACH44845.1, ACH44856.1, ACH44847.1, ACH44858.1, ACH44849.1, ACH44846.1, NP_001232448.1, ACH44843.1, ACH44842.1, ACH44850.1	sp|Q24117|DYL1_DROME, sp|O96860|DYL2_DROME
OG0000630	XP_030146750.3, XP_030146751.3, XP_030146749.3, XP_041575916.1, XP_030139737.1	tr|A0A0B4K6Z6|A0A0B4K6Z6_DROME, tr|M9PHS6|M9PHS6_DROME, tr|Q7KSE9|Q7KSE9_DROME, sp|Q9VS29|DSCL_DROME
OG0000631	XP_002186895.1, XP_030147833.1, ACH45009.1, XP_012424443.1, ACH46315.1, ACH45010.1, ACH45008.1, NP_001232385.1, ACH46392.1, ACH45011.1	sp|Q24400|MLP2_DROME, sp|P53777|MLP1_DROME
OG0000632	XP_030132461.1, XP_030132460.1, XP_002191459.3, XP_041571565.1, XP_030126387.1, XP_032603846.1, XP_030126389.1, XP_030126388.1, XP_030126394.1, XP_041571566.1, XP_030126393.1, XP_032603845.1	sp|O46036|CTBP_DROME
OG0000633	XP_030139269.1, XP_012428851.2, XP_041574813.1, XP_030139275.1, XP_041574812.1, XP_030139276.1, XP_030139274.1, XP_030139273.1, XP_041574811.1, XP_030139272.1, XP_030139270.1	tr|A1Z782|A1Z782_DROME
OG0000634	XP_041573558.1, XP_032605249.1, XP_041573559.1, XP_030133065.1, XP_030133059.1, XP_030133047.1, XP_030133076.1, XP_032605250.1, XP_032605248.1, XP_030133061.1, XP_030133067.1, XP_030133063.1, XP_032605236.1, XP_032605232.1, XP_032605235.1, XP_030133051.1, XP_032605233.1, XP_030133052.1, XP_032605237.1, XP_032605241.1, XP_032605234.1	sp|Q9NBD7|CLASP_DROME
OG0000635	XP_030122535.3, XP_030122534.3, XP_030122530.3, XP_030122532.3, XP_030122536.3, XP_030122529.3, XP_030122531.3, XP_030122527.3, XP_030122528.3, XP_030122533.3, XP_030122537.3	tr|A0A0B4JCZ8|A0A0B4JCZ8_DROME
OG0000636	XP_041576059.1, XP_041576060.1, XP_030144118.3, XP_041576058.1, XP_030144114.3, XP_030144115.3, XP_030144117.3, XP_041576062.1, XP_041576064.1, XP_041576063.1, XP_041576061.1	sp|Q8SY41|BCAS3_DROME
OG0000637	XP_030133378.1, XP_030133374.1, XP_030133372.1, XP_030133370.1, XP_030133377.1, XP_030133376.1, XP_030133373.1, XP_030133371.1, XP_030133369.1	tr|Q2PE13|Q2PE13_DROME
OG0000638	XP_041572326.1, XP_002199113.4, XP_041567934.1, XP_041567932.1, XP_041567933.1	tr|Q7KMM4|Q7KMM4_DROME
OG0000642	XP_030128282.1, XP_030128281.1, XP_030138168.1, XP_030138160.1, XP_041574403.1, XP_041574405.1	tr|Q9VFB9|Q9VFB9_DROME
OG0000658	XP_041574495.1, XP_030138151.3, XP_002195086.1, XP_030144238.1, XP_030144240.1, XP_041576241.1	sp|Q9U3V5|TIPT_DROME, sp|P22265|TSH_DROME
OG0000659	XP_030144597.1, XP_041576170.1, XP_030144596.1, XP_030121511.1, XP_030121509.1, XP_030121510.1, XP_012425813.1, XP_030138584.1, XP_041574460.1, XP_012425805.3, XP_004175039.3, XP_030138582.2, XP_030138581.2	tr|A0A0B4LGD3|A0A0B4LGD3_DROME
OG0000661	XP_030138660.1, XP_030138658.1, XP_030138659.1, XP_012429218.2, XP_030138655.1, XP_030117380.3, XP_030117366.3, XP_030117375.3, XP_030117357.3, XP_041569411.1, XP_030117362.3, XP_030117350.3	sp|Q24142|HR78_DROME
OG0000662	XP_030121852.1, XP_030121855.1, XP_030121859.1, XP_032602828.1, XP_030121862.1, XP_030121858.1, XP_030121857.1, XP_030123725.1, XP_030123738.1, XP_030123739.1, XP_030123733.1, XP_030123734.1, XP_030123736.1, XP_030123735.1, XP_030123730.1, XP_030123731.1, XP_030123724.1, XP_030123723.1, XP_030123722.1, XP_030123728.1, XP_030123726.1, XP_030123727.1, XP_030123732.1	tr|Q9VJ95|Q9VJ95_DROME
OG0000663	XP_030138670.3, XP_002186724.5, XP_041574774.1, XP_030139307.3, XP_030139305.3, XP_030139306.3	sp|Q9VN14|CONT_DROME
