Orthogroup	finch	bombus
OG0000390	XP_012428789.1, XP_030127674.1, XP_041571883.1, XP_030127675.1, XP_030127673.1, XP_041571886.1, XP_030127670.1, XP_002189300.2, XP_030127689.1, XP_012428787.1, XP_041571881.1, XP_041571882.1, XP_041571885.1, XP_041571884.1, XP_002199409.1, XP_041574919.1, XP_002199405.1, XP_032606797.1, XP_012429934.1, XP_030140075.1, XP_030131879.1, XP_030131881.1, XP_030131880.1, XP_030131884.1, XP_030131883.1, XP_030131882.1, XP_030131878.1	XP_033174351.1, XP_012250179.1, XP_012250181.1, XP_012250183.1
OG0000391	XP_030139033.1, XP_041574739.1, XP_041574738.1, XP_030139028.2, XP_030139032.2, XP_030139027.2, XP_030139030.1, XP_030139036.2, XP_030139029.2, XP_030139031.2, XP_030139038.2, XP_030139034.2, XP_030139035.2, XP_030139037.2, XP_030139039.2, XP_030147766.3, XP_030147765.3, XP_030119353.3, XP_030119352.3, XP_030119354.3	XP_024228402.1, XP_033180844.1, XP_033180842.1, XP_033180841.1, XP_033180843.1, XP_033180845.1, XP_012249863.1, XP_024228397.1, XP_024228394.1, XP_024228398.1, XP_033180846.1, XP_033180847.1, XP_024228400.1, XP_024228401.1
OG0000402	XP_030126685.3, XP_030126655.3, XP_030126668.3, XP_030126696.3, XP_030126741.3, XP_030126726.3, XP_030126732.3, XP_030126747.3, XP_030126706.3, XP_030126721.3, XP_030126738.3, XP_030126676.3, XP_030126774.3, XP_030126670.3, XP_030126663.3, XP_030126649.3, XP_030126756.3	XP_012238250.1, XP_012238249.1, XP_033175510.1, XP_033175509.1, XP_012238245.1, XP_012238244.1, XP_012238246.1, XP_012238247.1
OG0000403	XP_030131789.1, XP_041576415.1, ACH45905.1, ACH45900.1, XP_041576414.1, ACH45902.1, ACH45899.1, NP_001232139.1, ACH45903.1, ACH45897.1, ACH45901.1, ACH45904.1, ACH45898.1, NP_001232143.1, XP_041567016.1, XP_041567015.1, XP_030140198.3, XP_030140197.3	XP_024221062.1
OG0000404	XP_041566861.1, XP_012424328.4, XP_030148024.3, XP_002194164.5, XP_030148001.3, XP_012424329.4, XP_030148008.3, XP_032599736.2, XP_032599748.2, XP_030147976.3	XP_003492745.1, XP_003492746.1
OG0000410	XP_041571507.1, XP_041571503.1, XP_041571501.1, XP_041571504.1, XP_041571502.1, XP_041571499.1, XP_041571500.1, XP_030140177.1, XP_030140178.1, XP_030140175.1, XP_030140176.1, XP_030140173.1, XP_030140172.1, XP_030140174.1, XP_032606818.1, XP_002194626.1, XP_030132496.1, XP_032605119.1, XP_032605120.1, XP_012430146.1, XP_030132497.1, XP_032605121.1, XP_030132498.1, XP_041576417.1, NP_001158007.1	XP_012241135.1, XP_024223460.1, XP_024223461.1
OG0000411	XP_002198534.2, XP_030120345.1, XP_030120344.1	XP_003494604.1, XP_003494603.1
OG0000411	XP_041567440.1, XP_041567435.1, XP_041567441.1, XP_041567439.1, XP_041567436.1, XP_041567434.1, XP_041567442.1, XP_041567444.1, XP_041567443.1, XP_030115049.1, XP_041567445.1	XP_003489355.1
OG0000418	XP_030122923.3, XP_041570578.1, XP_032602789.2, XP_030133000.1, XP_041573432.1, XP_030132998.1, XP_030132986.3, XP_030132991.3, XP_030132992.3, XP_030132985.3, XP_030132987.3, XP_030132990.3, XP_030132989.3, XP_030132994.3, XP_041573431.1, XP_030132995.3	XP_033174874.1, XP_012236399.1, XP_033174867.1, XP_024220880.1, XP_024220873.1, XP_033174876.1
OG0000419	XP_030127110.3, XP_030127112.3, XP_030127111.3, XP_030140133.3, XP_030140132.3, XP_041574943.1, XP_030140130.3, XP_030140131.3, XP_041574942.1, XP_030140128.3, XP_030140135.3, XP_012430058.3, XP_041573083.1	XP_003493242.1
OG0000430	XP_030135925.1, XP_030135931.1, XP_030135932.1, XP_030135933.1, XP_030135922.1, XP_030135927.1, XP_041574036.1, XP_030135928.1, XP_030135930.1, XP_030135924.1, XP_030135934.1, XP_030135929.1	XP_012246543.1, XP_033179266.1, XP_012246541.1, XP_012246540.1, XP_024226537.1, XP_012246539.1
OG0000431	XP_030112475.1, XP_030112474.1, XP_030135090.1, XP_012430657.1, XP_030135088.1, XP_030135089.1, XP_030135087.1, XP_041573724.1, XP_030135086.1, XP_002190438.2, XP_012430656.1	XP_033178331.1, XP_012244549.1, XP_033178330.1, XP_012244548.1, XP_033178329.1, XP_012244546.1, XP_012244543.1, XP_033178324.1, XP_012244547.1, XP_024225428.1, XP_012244545.1, XP_024225427.1, XP_012244537.1, XP_033178326.1, XP_033178325.1, XP_033178328.1, XP_033178327.1
OG0000432	XP_002196871.4, XP_041568322.1	XP_024220195.1, XP_033175420.1
OG0000432	XP_030122002.1, XP_041576967.1, XP_041576968.1, XP_041576966.1, XP_041576969.1, XP_041568300.1, XP_041568301.1, XP_041576970.1, XP_041576971.1	XP_033176131.1, XP_012239894.1, XP_012239893.1, XP_012239888.1, XP_012239889.1, XP_012239890.1, XP_012239891.1, XP_012239892.1
OG0000433	ACH45702.1, XP_041570880.1, XP_041570879.1, ACH45654.1, ACH45669.1, ACH45706.1, ACH45696.1, NP_001266187.1, XP_030146050.1, XP_030146052.1, ACH46345.1, NP_001232090.1, XP_030146049.1, ACH46354.1, ACH46438.1, ACH46442.1, XP_030146051.1, ACH46299.1, ACH45697.1, ACH45703.1, ACH45708.1, ACH45704.1, ACH45709.1, ACH45699.1, ACH45694.1, ACH45693.1, ACH45691.1, ACH45700.1, ACH45698.1, ACH45705.1, ACH45701.1, ACH45710.1, ACH45707.1	XP_012237549.1, XP_012237548.2, XP_012237547.1
OG0000447	XP_030137023.3, XP_030137048.3, XP_030137016.3, XP_030137054.3, XP_030137060.3, XP_030137068.3, XP_030128173.3, XP_030128174.3, XP_030128175.3, XP_002197634.4, XP_002197622.4, XP_030127185.1, XP_012428920.4, XP_012428921.4, XP_041567166.1, XP_030140145.1, XP_030140146.1	XP_033179247.1, XP_033179248.1, XP_033179252.1, XP_033179249.1, XP_033179245.1, XP_012246429.1, XP_012246432.1, XP_033179246.1, XP_012246427.1, XP_012246431.1, XP_033179251.1, XP_033179250.1, XP_024226496.1
OG0000448	XP_002192655.1	XP_012242905.1, XP_003490896.1
OG0000448	XP_002200628.1	XP_012249672.1
OG0000448	XP_030146587.1	XP_003487103.1, XP_024221267.1
OG0000460	XP_030132742.1, XP_030132743.1, XP_030132740.1, XP_030132739.1, XP_030132738.1, XP_030132737.1, XP_041571851.1, XP_041571850.1, XP_030127536.1, XP_002193146.4, XP_041576495.1, XP_041576484.1, XP_041576487.1, XP_041576492.1, XP_041576485.1, XP_041576491.1, XP_041576488.1, XP_041576486.1, XP_041576489.1, XP_041576493.1, XP_041576494.1, XP_041576496.1, XP_041576497.1	XP_033178643.1, XP_033178644.1, XP_012245223.3, XP_012245225.2, XP_033178641.1, XP_033178640.1, XP_033178639.1, XP_033178642.1
OG0000461	XP_041572444.1, XP_030141966.3, XP_030141965.3, XP_041575205.1, XP_030141964.3, XP_030141967.3, XP_030141969.3, XP_030141968.3, XP_030141971.3	XP_012238963.1, XP_024222210.1, XP_012238959.1, XP_012238960.1, XP_012238961.1, XP_024222209.1, XP_024222208.1, XP_003488123.2, XP_033175762.1, XP_012238958.1, XP_024222207.1, XP_012238962.1, XP_012238964.1
OG0000462	XP_030120654.1, XP_030120642.1, XP_030120631.1, XP_030120647.1, XP_030120667.1, XP_030120661.1, XP_030120671.1, XP_030120675.1, XP_030120683.1, XP_030120690.1, XP_030120693.1, XP_030125401.3, XP_030125400.3, XP_030125402.3, XP_030125405.3	XP_003492036.1
OG0000471	XP_030139592.3, XP_041571710.1, XP_041571711.1, XP_041571709.1, XP_032603959.2, XP_032603958.2, XP_032603331.2, XP_041571147.1, XP_030125097.3, XP_032603326.2, XP_032603329.2, XP_032603328.2, XP_032603330.2, XP_032603327.2	XP_024224942.1, XP_033177847.1, XP_024224940.1, XP_024224938.1, XP_024224939.1, XP_024224941.1, XP_012243644.2, XP_033177848.1
OG0000472	XP_030119852.1, XP_004175569.1, NP_001232183.1, ACH46006.1	XP_012239637.1
OG0000472	ACH46178.1, NP_001093160.1, XP_030118315.1	XP_003494904.1
OG0000473	XP_032606245.2, XP_030137469.3, XP_041574414.1, XP_030137470.3, XP_030137473.3, XP_041574415.1, XP_030137474.3, XP_030137475.3, XP_041567049.1, XP_041567047.1, XP_041567046.1, XP_041567045.1, XP_041567048.1	XP_012248575.1, XP_024227628.1, XP_024227627.1, XP_024227624.1, XP_024227625.1, XP_024227626.1, XP_003494466.1
OG0000474	XP_032600780.2, XP_030133720.3	XP_012249489.1
OG0000475	ACH45857.1, ACH45850.1, ACH45843.1, ACH45851.1, ACH45847.1, ACH45869.1, ACH45860.1, ACH45876.1, ACH45863.1, ACH45852.1, ACH45875.1, ACH45873.1, ACH45849.1, NP_001232276.1, ACH45867.1, ACH45868.1, ACH45865.1, ACH45877.1, ACH45846.1, ACH45866.1, ACH45854.1, ACH45853.1, ACH45856.1, ACH45859.1, ACH45874.1, ACH45872.1, ACH45845.1, ACH45855.1, ACH45858.1, ACH45848.1, ACH45861.1, ACH46297.1, ACI04465.1, ACH45862.1, ACH45864.1, ACH45844.1, ACH45871.1	XP_012249386.1
OG0000488	XP_030127628.3, XP_041572028.1, XP_030127630.3, XP_041572027.1, XP_041572025.1, XP_030127626.3, XP_030127627.3, XP_030127603.3, XP_030127601.3, XP_030127602.3, XP_030127607.3, XP_030127600.3, XP_041572023.1, XP_030127611.1, XP_030127599.3, XP_030127605.3, XP_030127604.3, XP_030127622.3, XP_030127621.3, XP_041572024.1, XP_030127620.3, XP_030127618.3, XP_030127615.3, XP_030127613.3, XP_030127612.3	XP_033180455.1, XP_033180454.1, XP_033180456.1, XP_033180453.1, XP_033180451.1, XP_033180452.1
OG0000489	XP_004174843.1, XP_030131759.3, XP_030131758.3, XP_002187843.3, ACH43709.1, NP_001232235.1, XP_030145483.1, XP_032605023.2, XP_030131870.3	XP_012241323.1, XP_012241324.1, XP_012241325.1, XP_012241326.1, XP_012243449.1, XP_033177733.1, XP_003491156.1, XP_012243451.1, XP_012241965.1
OG0000490	XP_041570664.1, XP_030122016.1, XP_030122018.1, XP_030122012.1, XP_030122014.1, XP_030122017.1, XP_030122009.1, XP_012427471.1, XP_030122013.1, XP_030122031.1, XP_030122029.1, XP_030122028.3, XP_030122030.1, XP_030122023.1, XP_030122020.1, XP_030122019.1, XP_032602852.1, XP_032602853.1, XP_041570665.1, XP_030122022.1, XP_030122021.1, XP_032602854.1, XP_012427477.1	XP_012243346.1, XP_033177681.1, XP_012243342.1, XP_012243344.1, XP_012243343.1, XP_024224727.1, XP_024224726.1, XP_024224730.1, XP_024224729.1, XP_012243345.1, XP_024224725.1, XP_012243350.1
OG0000491	XP_004176773.4, XP_030120655.3, XP_004186266.4, XP_030120484.3, XP_030120485.3, XP_030120483.3	XP_012242652.1, XP_012242651.1, XP_012242648.1, XP_012242650.1, XP_024224329.1, XP_033177441.1
OG0000492	XP_032600348.1, XP_032600354.1, XP_032600351.1, XP_032600355.1, XP_032600356.1, XP_032600349.1, XP_041567301.1, XP_032600350.1, XP_032600347.1, XP_041567300.1, XP_032600359.1, XP_032600366.1, XP_032600352.1, XP_012432878.3, XP_032600360.1, XP_032600364.1, XP_032600367.1	XP_012238921.1, XP_012238922.1, XP_024222215.1, XP_024222219.1, XP_024222217.1, XP_033175727.1, XP_012238923.1, XP_024222218.1
OG0000493	XP_002196668.1, XP_030119421.1, XP_002196644.1, XP_004174330.1, ACH44102.1, XP_041572226.1, NP_001232644.1, XP_030128928.1, XP_030128929.1, XP_030128930.1, XP_030128927.1	XP_003494754.1, XP_003494753.1
OG0000493	XP_002195837.1	XP_012249340.1
OG0000494	XP_041568060.1	XP_003490500.1
OG0000494	XP_002188764.1, XP_030125831.1, ACH45581.1, ACH45582.1, ACH45577.1, ACH45586.1, ACH45575.1, ACH45583.1, ACH45576.1, ACH45584.1, ACH45585.1, ACH45580.1, ACH45578.1	XP_012245503.1
OG0000495	XP_030138014.3, XP_030122264.1, XP_030122265.1, XP_030122266.1, XP_030144723.3, XP_030144719.3, XP_030144721.3, XP_030144722.3, XP_030144720.3	XP_012239613.1
OG0000496	ACH43804.1, ACH43801.1, ACH43803.1, ACH43808.1, ACH43807.1, NP_001232343.1, ACH43805.1, sp|B5FXN8.1|THOC4_TAEGU, ACH43800.1, ACH43799.1, ACH43806.1, ACH43802.1	XP_003485968.1
OG0000504	XP_030125384.1, XP_030125383.1, XP_030146101.1, XP_004177113.2, XP_004177114.2, XP_030122122.1, XP_030122121.1, XP_030122120.1	XP_033178706.1, XP_024225960.1, XP_012245380.1, XP_012245378.1, XP_024225961.1, XP_024225959.1, XP_012245379.1
OG0000505	XP_041576802.1, XP_041575391.1, XP_032606925.2, XP_032606911.2, XP_032606915.2, XP_030141668.3, XP_030141658.3, XP_041575342.1, XP_032606918.2, XP_032606921.2, XP_030141691.3, XP_032606929.2, XP_032606927.2, XP_032606935.1, XP_032606933.1, XP_030141703.1, XP_032606934.1, XP_030141727.1, XP_030141718.1	XP_033178394.1, XP_003491930.1
OG0000506	XP_030133077.1, XP_030121133.1, XP_030121134.1, XP_030121135.1, XP_041567430.1	XP_024227666.1, XP_012248519.1, XP_012248518.1, XP_012248521.1, XP_012248520.1, XP_024227667.1
OG0000507	XP_030131851.1, XP_041571782.1, XP_030127283.3, XP_030127282.3, XP_030127276.3, XP_030127278.3, XP_030127277.3, XP_030127279.3, XP_041571781.1, XP_041571780.1, XP_030127280.3, XP_041571783.1, XP_041571784.1, XP_041571787.1, XP_041571785.1, XP_041571786.1	XP_024222820.1, XP_003488816.1, XP_012239981.1
OG0000508	XP_002190186.1, XP_004175036.1	XP_003491826.1
OG0000508	XP_002188020.4, XP_002197783.2, XP_030147322.1, XP_030147313.1, XP_012428324.2, XP_012426396.3	XP_003492041.1
OG0000509	XP_012427167.1, XP_012427168.1, XP_002199308.1, XP_012427166.1, XP_012427165.1, XP_030122840.1, XP_030112116.3, XP_041577498.1	XP_003488734.1
OG0000517	XP_041567143.1, XP_030114617.1, XP_041567139.1, XP_041567140.1, XP_041567142.1, XP_041567144.1, XP_030114625.1, XP_041567141.1, XP_030137810.1, XP_041574297.1, XP_032606247.1, XP_030137811.1, XP_030137798.1, XP_030137797.1, XP_030137800.1, XP_030137799.1, XP_030137801.1, XP_030137802.1, XP_030137804.1, XP_030137807.1, XP_041574301.1, XP_041574298.1, XP_041574300.1, XP_041574299.1, XP_012424252.1	XP_033179838.1, XP_033179837.1, XP_033179839.1, XP_033179836.1, XP_012247707.1
OG0000518	XP_030135247.3, XP_041573843.1, XP_030135248.3, XP_030135249.3, XP_030135252.3, XP_030135253.3, XP_030135251.3, XP_030135250.3, XP_030142520.3, XP_030142519.3, XP_030142517.3, XP_030142518.3, XP_030142522.3, XP_030142521.3, XP_030142523.3, XP_041575590.1, XP_030142529.3, XP_030142528.3, XP_012433840.3, XP_030142525.3, XP_030142526.3, XP_002188245.3, XP_030142527.3, XP_030142531.3, XP_030142530.3	XP_012241209.1, XP_024223496.1, XP_012241208.1, XP_024223498.1, XP_024223497.1, XP_033176686.1, XP_012241212.1, XP_012241214.1, XP_033176688.1, XP_033176687.1, XP_033176684.1, XP_033176685.1, XP_024223500.1
OG0000519	XP_030142676.3, XP_030142675.3, XP_030142678.3, XP_030142677.3, XP_030142679.3, XP_030142681.3, XP_030142684.3, XP_030142683.3, XP_030142682.3, XP_030134977.3, XP_002196071.4, XP_030134975.3, XP_030134974.3, XP_041573871.1	XP_003493041.1, XP_012246452.1, XP_012246456.1, XP_012246454.1, XP_012246457.1, XP_024226489.1, XP_012246459.1
OG0000520	XP_030139944.1, XP_030139943.1, XP_030139953.1, XP_030139939.1, XP_030139940.1, XP_041574947.1, XP_030139930.1, XP_030139931.1, XP_030139933.1, XP_030139941.1, XP_041574946.1, XP_030139937.1, XP_030139942.1, XP_030139936.1, XP_030139946.1, XP_030139945.1, XP_030139951.1, XP_030139954.1, XP_030139955.1, XP_030139952.1, XP_030139947.1, XP_030139948.1	XP_012247542.1, XP_012247541.1
OG0000521	XP_041575134.1, XP_041575133.1, XP_041575132.1, XP_030140909.1, XP_041575130.1, XP_041575135.1	XP_012243202.1
OG0000522	ACH46144.1, ACH46164.1, ACH46403.1, ACH46346.1, ACH46402.1, ACH46155.1, ACH46150.1, ACH46172.1, ACH46163.1, ACH46170.1, ACH46148.1, ACH46160.1, ACH46153.1, ACH46166.1, ACH46162.1, ACH46157.1, ACH46145.1, ACH46161.1, ACH46152.1, ACH46158.1, ACH46159.1, ACH46156.1, ACH46149.1, ACH46151.1, NP_001232324.1, ACH46169.1, ACH46147.1, ACH46154.1, ACH46168.1, ACH46165.1, ACH46171.1, ACH46146.1, ACH45630.1, ACH45631.1, ACH45628.1, ACH45629.1, ACH45632.1, NP_001232074.1, ACH45633.1, ACH45624.1, ACH45625.1, NP_001232801.1, ACH45626.1, ACH45627.1	XP_003488946.1
OG0000535	XP_030123509.3, XP_032603145.2, XP_030123507.3, XP_032603146.2, XP_032603148.2, XP_030146119.3, XP_012428167.3, XP_030120269.3, XP_030120240.3, XP_030120251.3, XP_030120280.3, XP_030120259.3	XP_012246749.1, XP_012246748.1, XP_033176029.1, XP_012247143.1, XP_033179599.1, XP_033179598.1, XP_024226920.1, XP_033179601.1
OG0000536	XP_030113171.1, XP_030113169.1, XP_030113168.1, XP_032600497.1, XP_030113170.1, XP_030113166.1, XP_030113165.1, XP_012433200.2, XP_030113163.1, XP_012433199.2, XP_030113164.1	XP_033176196.1, XP_012240014.1, XP_033176197.1
OG0000537	XP_004175158.3, XP_030124761.1, XP_030124760.1, XP_030130858.1, XP_002200607.1	XP_024222168.1, XP_012238977.1, XP_012238976.1, XP_003488125.1, XP_003488124.1
OG0000537	XP_012429672.1, XP_002200632.1, XP_032604788.1, XP_032604787.1, XP_041572270.1, XP_030124954.1, XP_030124953.1	XP_012249013.1, XP_003494775.1
OG0000551	XP_012426189.2, XP_030146747.1, XP_030146738.1, XP_030146746.1, XP_030146744.1, XP_030146734.1, XP_030146731.1, XP_032608612.1, XP_030146732.1, XP_030146733.1, XP_030146736.1, XP_041576846.1, XP_030146737.1, XP_030146735.1, XP_030146740.1, XP_030146748.1, XP_030146743.1	XP_012247024.1, XP_033179533.1
OG0000552	XP_030111650.1, XP_041577201.1, XP_030111649.1, XP_030111648.3, XP_030111651.1, XP_041568942.1, XP_041568943.1, AAR88106.1, XP_030129715.1, XP_030129714.1, XP_012429561.1, XP_012429562.1, XP_002197869.2, XP_030115881.3, XP_030115909.3, XP_030115891.3, XP_030115861.3, XP_041568698.1, XP_030115872.3, XP_041568672.1, XP_030115852.3, XP_041568654.1, XP_041568663.1	XP_033179343.1, XP_033179340.1, XP_033179342.1, XP_033179341.1, XP_003493220.1
OG0000553	XP_032600528.1, XP_032600529.1, XP_032600522.1, XP_041567782.1, XP_032600520.1, XP_032600521.1, XP_032600519.1, XP_041567785.1, XP_032600523.1, XP_032600526.1, XP_041567783.1, XP_032600533.1, XP_032600536.1, XP_032600534.1, XP_032600530.1, XP_032600531.1, XP_030114874.1, XP_030114873.1, XP_030114869.1, XP_030114863.1, XP_030114866.1, XP_030114864.1, XP_030114868.1, XP_030114867.1, XP_030114872.1, XP_030114870.1	XP_033176194.1
OG0000554	XP_030130698.1, XP_030130697.1, XP_032604741.1, XP_030130696.1, XP_041572785.1, XP_030130692.1, XP_030130693.1, XP_030130694.1, XP_030130695.1, XP_030124710.1, XP_030124712.1, XP_030124711.1, XP_030124714.1, XP_041571310.1	XP_012238673.1, XP_033175571.1, XP_024221953.1, XP_012238675.1
OG0000555	XP_032600079.2, XP_030137824.3, XP_032606177.2	XP_003487612.1
OG0000555	XP_030127449.3	XP_012241138.1, XP_012241136.1, XP_003489605.1, XP_012241140.1, XP_012241139.1
OG0000556	XP_030112804.3, XP_030112805.3, XP_041566914.1	XP_012240006.1, XP_003488854.2
OG0000566	XP_030125526.1, XP_041570773.1, XP_041570774.1, XP_041570768.1, XP_041570771.1, XP_030125524.1	XP_033175935.1
OG0000566	XP_030129052.1, XP_030129051.1, XP_030129047.1, XP_030129048.1, XP_030129050.1, XP_041572364.1, XP_041572363.1, XP_041572362.1, XP_041572361.1, XP_030129045.1, XP_030129044.1, XP_030129046.1, XP_030129036.1, XP_041572359.1, XP_030129039.1, XP_041572360.1, XP_030129043.1, XP_030129040.1, XP_030129042.1, XP_030129041.1	XP_003494581.4
OG0000567	XP_002199737.1, XP_002199746.1, ACH43723.1, NP_001232529.1, XP_030119856.1	XP_003494760.1, XP_003494759.1
OG0000568	XP_041572931.1, XP_041572930.1, XP_030131603.1, XP_041572929.1, XP_030131602.1, XP_030131598.1, XP_030131599.1, XP_002196898.1, XP_030127467.1, XP_032604057.1, XP_030127466.1	XP_012243563.1, XP_003491254.1, XP_012243569.1, XP_012243566.1, XP_012243567.1, XP_012243562.1, XP_003491255.1, XP_012243568.1, XP_012243570.1, XP_012243561.1
OG0000569	XP_030128408.1, XP_030128409.1, XP_030128407.1, XP_030128406.1, XP_030128260.3, XP_030128271.1, XP_030128277.1, XP_041574024.1, XP_041574026.1, XP_041574025.1, XP_030135861.3	XP_003489774.1, XP_012241404.1
OG0000570	XP_002199093.1	XP_003489428.1
OG0000587	XP_002188199.1, XP_030128874.1, XP_030128875.1, XP_002194181.1, XP_041572538.1, XP_041574929.1, XP_041571702.1, XP_030127027.1, XP_030127028.1, XP_030127031.1, XP_002193755.1, XP_041571701.1, XP_041571699.1, XP_030127030.1, XP_030127034.1, XP_030127035.1	XP_033178168.1, XP_033178169.1, XP_033178170.1, XP_033178167.1, XP_012241374.1, XP_012241375.1
OG0000588	XP_032604635.1, XP_032604634.1, XP_032604632.1, XP_032604630.1, XP_030130027.1, XP_030130026.1, XP_041572521.1, XP_030130022.1, XP_030130029.1, XP_030130028.1, XP_041572523.1, XP_032604628.1, XP_032604633.1, XP_032604629.1, XP_032604631.1, XP_030130020.1, XP_012429643.2, XP_030130019.1, XP_012429642.2, XP_012429644.2, XP_012429645.2	XP_033178014.1
OG0000589	XP_041573333.1, XP_041573331.1, XP_041573328.1, XP_041573325.1, XP_041573324.1, XP_041573321.1, XP_030132880.1, XP_030132865.1, XP_041573320.1, XP_041573323.1, XP_041573322.1, XP_041573327.1, XP_041573335.1, XP_041573334.1, XP_041573336.1, XP_041573330.1, XP_041573329.1, XP_041573326.1, XP_030132873.1, XP_030132874.1, XP_030132878.1, XP_030132876.1, XP_030132877.1, XP_041573332.1	XP_024221593.1, XP_024221591.1, XP_024221592.1, XP_033175239.1, XP_033175238.1, XP_033175240.1
OG0000590	XP_030146419.1, XP_002195735.2, XP_030130340.1, XP_012429625.1, XP_030130299.1, XP_030130300.1	XP_012239168.1, XP_012239147.1, XP_012239145.1, XP_012239146.1, XP_012239149.1, XP_012239167.1, XP_012239153.1, XP_012239160.1, XP_012239162.1, XP_003488293.2, XP_012239164.1, XP_012239152.1, XP_012239157.1, XP_012239163.1, XP_012239161.1, XP_012239165.1, XP_012239151.1, XP_012239150.1, XP_012239154.1
OG0000606	XP_030139103.3, XP_030139102.3	XP_033174624.1, XP_024220624.1, XP_003486437.2, XP_012236264.1, XP_024220623.1, XP_024220625.1, XP_033174623.1, XP_033174621.1, XP_033174622.1, XP_012246720.1, XP_012246719.1, XP_033179345.1, XP_024227510.1, XP_012249205.3, XP_033180075.1, XP_003494176.1, XP_003486606.1, XP_012236491.1, XP_024227544.1, XP_003494172.1, XP_033180074.1, XP_003494178.1, XP_012248181.1, XP_033174315.1, XP_033174316.1, XP_012250041.1, XP_012250024.1, XP_012250040.1, XP_033174317.1, XP_024227476.1, XP_024227477.1, XP_003494150.1
