Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,acute/chronic,housing,region,sex,source_name
SRR11246768,RNA-Seq,100,982514900,PRJNA610626,SAMN14307527,433405049,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7857199,GSM4386479,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386479,SRP251749,A,SI,Nac,male,Brain
SRR11246769,RNA-Seq,100,971675700,PRJNA610626,SAMN14307527,431646243,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857199,GSM4386479,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386479,SRP251749,A,SI,Nac,male,Brain
SRR11246770,RNA-Seq,100,865222400,PRJNA610626,SAMN14307526,377538679,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857200,GSM4386480,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386480,SRP251749,A,SI,Nac,male,Brain
SRR11246771,RNA-Seq,100,887355900,PRJNA610626,SAMN14307526,408819547,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857200,GSM4386480,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386480,SRP251749,A,SI,Nac,male,Brain
SRR11246772,RNA-Seq,100,882953600,PRJNA610626,SAMN14307526,411518342,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857200,GSM4386480,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386480,SRP251749,A,SI,Nac,male,Brain
SRR11246773,RNA-Seq,100,991527500,PRJNA610626,SAMN14307525,431202126,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857209,GSM4386481,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386481,SRP251749,A,SI,Nac,male,Brain
SRR11246774,RNA-Seq,100,1014005300,PRJNA610626,SAMN14307525,447928796,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857209,GSM4386481,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386481,SRP251749,A,SI,Nac,male,Brain
SRR11246775,RNA-Seq,100,1015201400,PRJNA610626,SAMN14307525,448834169,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857209,GSM4386481,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386481,SRP251749,A,SI,Nac,male,Brain
SRR11246891,RNA-Seq,100,999308500,PRJNA610626,SAMN14307462,432533482,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857266,GSM4386522,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386522,SRP251749,A,SI,Nac,female,Brain
SRR11246892,RNA-Seq,100,1036648500,PRJNA610626,SAMN14307462,452098911,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857266,GSM4386522,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386522,SRP251749,A,SI,Nac,female,Brain
SRR11246893,RNA-Seq,100,1026724600,PRJNA610626,SAMN14307462,447117193,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857266,GSM4386522,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386522,SRP251749,A,SI,Nac,female,Brain
SRR11246941,RNA-Seq,100,888364400,PRJNA610626,SAMN14307605,378231022,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857283,GSM4386539,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386539,SRP251749,A,SI,Nac,female,Brain
SRR11246942,RNA-Seq,100,882851100,PRJNA610626,SAMN14307605,374373126,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857283,GSM4386539,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386539,SRP251749,A,SI,Nac,female,Brain
SRR11246943,RNA-Seq,100,902102200,PRJNA610626,SAMN14307605,385555395,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857283,GSM4386539,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386539,SRP251749,A,SI,Nac,female,Brain
SRR11246944,RNA-Seq,100,1040492600,PRJNA610626,SAMN14307604,448471195,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857284,GSM4386540,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386540,SRP251749,A,SI,Nac,female,Brain
SRR11246945,RNA-Seq,100,1059201800,PRJNA610626,SAMN14307604,478467710,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857284,GSM4386540,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386540,SRP251749,A,SI,Nac,female,Brain
SRR11246946,RNA-Seq,100,1043996100,PRJNA610626,SAMN14307604,469180157,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7857284,GSM4386540,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386540,SRP251749,A,SI,Nac,female,Brain
SRR11246947,RNA-Seq,100,1061640500,PRJNA610626,SAMN14307603,455910492,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857285,GSM4386541,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386541,SRP251749,A,SI,Nac,male,Brain
SRR11246948,RNA-Seq,100,1080029000,PRJNA610626,SAMN14307603,470071412,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857285,GSM4386541,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386541,SRP251749,A,SI,Nac,male,Brain
SRR11246949,RNA-Seq,100,1033895900,PRJNA610626,SAMN14307603,444953643,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857285,GSM4386541,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386541,SRP251749,A,SI,Nac,male,Brain
SRR11246950,RNA-Seq,100,1374630100,PRJNA610626,SAMN14307602,608542237,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857286,GSM4386542,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386542,SRP251749,A,SI,Nac,male,Brain
SRR11246951,RNA-Seq,100,1390382000,PRJNA610626,SAMN14307602,625615827,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857286,GSM4386542,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386542,SRP251749,A,SI,Nac,male,Brain
SRR11246952,RNA-Seq,100,1380911900,PRJNA610626,SAMN14307602,618070379,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857286,GSM4386542,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386542,SRP251749,A,SI,Nac,male,Brain
SRR11246953,RNA-Seq,100,907658500,PRJNA610626,SAMN14307601,393046631,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857287,GSM4386543,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386543,SRP251749,A,SI,Nac,male,Brain
SRR11246954,RNA-Seq,100,975460300,PRJNA610626,SAMN14307601,432312810,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7857287,GSM4386543,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386543,SRP251749,A,SI,Nac,male,Brain
SRR11246955,RNA-Seq,100,976063600,PRJNA610626,SAMN14307601,431640721,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857287,GSM4386543,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386543,SRP251749,A,SI,Nac,male,Brain
SRR11246956,RNA-Seq,100,1069106600,PRJNA610626,SAMN14307600,467257597,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857288,GSM4386544,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386544,SRP251749,A,SI,Nac,male,Brain
SRR11246957,RNA-Seq,100,1113774100,PRJNA610626,SAMN14307600,503874360,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857288,GSM4386544,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386544,SRP251749,A,SI,Nac,male,Brain
SRR11246958,RNA-Seq,100,1116974500,PRJNA610626,SAMN14307600,500875376,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857288,GSM4386544,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386544,SRP251749,A,SI,Nac,male,Brain
SRR11246087,RNA-Seq,100,1004197600,PRJNA610626,SAMN14307638,433498568,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857411,GSM4386667,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386667,SRP251749,CHR,G,PFC,female,Brain
SRR11246088,RNA-Seq,100,1018589900,PRJNA610626,SAMN14307638,445647129,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857411,GSM4386667,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386667,SRP251749,CHR,G,PFC,female,Brain
SRR11246089,RNA-Seq,100,976275000,PRJNA610626,SAMN14307638,422327236,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857411,GSM4386667,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386667,SRP251749,CHR,G,PFC,female,Brain
SRR11246090,RNA-Seq,100,1086877900,PRJNA610626,SAMN14307635,475250194,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7857412,GSM4386668,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386668,SRP251749,CHR,G,PFC,female,Brain
SRR11246091,RNA-Seq,100,1106280100,PRJNA610626,SAMN14307635,493343696,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857412,GSM4386668,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386668,SRP251749,CHR,G,PFC,female,Brain
SRR11246092,RNA-Seq,100,1106438000,PRJNA610626,SAMN14307635,492925445,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857412,GSM4386668,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386668,SRP251749,CHR,G,PFC,female,Brain
SRR11246093,RNA-Seq,100,971029400,PRJNA610626,SAMN14307634,416885266,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857413,GSM4386669,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386669,SRP251749,CHR,G,PFC,female,Brain
SRR11246094,RNA-Seq,100,981108800,PRJNA610626,SAMN14307634,422323045,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7857413,GSM4386669,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386669,SRP251749,CHR,G,PFC,female,Brain
SRR11246095,RNA-Seq,100,993639800,PRJNA610626,SAMN14307634,427465732,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857413,GSM4386669,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386669,SRP251749,CHR,G,PFC,female,Brain
SRR11246096,RNA-Seq,100,979994900,PRJNA610626,SAMN14307633,425574019,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857414,GSM4386670,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386670,SRP251749,CHR,G,PFC,female,Brain
SRR11246097,RNA-Seq,100,974784000,PRJNA610626,SAMN14307633,441266988,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857414,GSM4386670,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386670,SRP251749,CHR,G,PFC,female,Brain
SRR11246098,RNA-Seq,100,967716500,PRJNA610626,SAMN14307633,435974348,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857414,GSM4386670,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386670,SRP251749,CHR,G,PFC,female,Brain
SRR11246099,RNA-Seq,100,980246500,PRJNA610626,SAMN14307632,422754186,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857415,GSM4386671,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386671,SRP251749,CHR,G,PFC,male,Brain
SRR11246100,RNA-Seq,100,997361900,PRJNA610626,SAMN14307632,435916285,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857415,GSM4386671,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386671,SRP251749,CHR,G,PFC,male,Brain
SRR11246101,RNA-Seq,100,955415200,PRJNA610626,SAMN14307632,412831386,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857415,GSM4386671,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386671,SRP251749,CHR,G,PFC,male,Brain
SRR11246102,RNA-Seq,100,784657900,PRJNA610626,SAMN14307637,338245334,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7857416,GSM4386672,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386672,SRP251749,CHR,G,PFC,male,Brain
SRR11246103,RNA-Seq,100,792227900,PRJNA610626,SAMN14307637,342211544,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857416,GSM4386672,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386672,SRP251749,CHR,G,PFC,male,Brain
SRR11246104,RNA-Seq,100,800915100,PRJNA610626,SAMN14307637,345757362,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857416,GSM4386672,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386672,SRP251749,CHR,G,PFC,male,Brain
SRR11246105,RNA-Seq,100,975945800,PRJNA610626,SAMN14307636,434866719,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857417,GSM4386673,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386673,SRP251749,CHR,G,PFC,male,Brain
SRR11246106,RNA-Seq,100,985563300,PRJNA610626,SAMN14307636,445929505,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857417,GSM4386673,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386673,SRP251749,CHR,G,PFC,male,Brain
SRR11246107,RNA-Seq,100,978117600,PRJNA610626,SAMN14307636,440336382,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857417,GSM4386673,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386673,SRP251749,CHR,G,PFC,male,Brain
SRR11246108,RNA-Seq,100,1027367000,PRJNA610626,SAMN14307631,439608100,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857418,GSM4386674,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386674,SRP251749,CHR,G,PFC,male,Brain
SRR11246109,RNA-Seq,100,1032018100,PRJNA610626,SAMN14307631,441973315,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857418,GSM4386674,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386674,SRP251749,CHR,G,PFC,male,Brain
SRR11246110,RNA-Seq,100,1028974800,PRJNA610626,SAMN14307631,436486889,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857418,GSM4386674,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386674,SRP251749,CHR,G,PFC,male,Brain
SRR11246134,RNA-Seq,100,1081196700,PRJNA610626,SAMN14307622,472817908,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857434,GSM4386683,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386683,SRP251749,CHR,G,PFC,female,Brain
SRR11246135,RNA-Seq,100,1106524500,PRJNA610626,SAMN14307622,491573961,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857434,GSM4386683,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386683,SRP251749,CHR,G,PFC,female,Brain
SRR11246136,RNA-Seq,100,1105172000,PRJNA610626,SAMN14307622,491300913,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857434,GSM4386683,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386683,SRP251749,CHR,G,PFC,female,Brain
SRR11246137,RNA-Seq,100,1195376200,PRJNA610626,SAMN14307621,525840242,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857435,GSM4386684,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386684,SRP251749,CHR,G,PFC,female,Brain
SRR11246138,RNA-Seq,100,1256262100,PRJNA610626,SAMN14307621,567581784,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857435,GSM4386684,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386684,SRP251749,CHR,G,PFC,female,Brain
SRR11246139,RNA-Seq,100,1238360800,PRJNA610626,SAMN14307621,557304723,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857435,GSM4386684,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386684,SRP251749,CHR,G,PFC,female,Brain
SRR11246149,RNA-Seq,100,984230400,PRJNA610626,SAMN14307617,421696363,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7857447,GSM4386688,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386688,SRP251749,CHR,G,PFC,male,Brain
SRR11246150,RNA-Seq,100,994179700,PRJNA610626,SAMN14307617,427136451,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857447,GSM4386688,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386688,SRP251749,CHR,G,PFC,male,Brain
SRR11246151,RNA-Seq,100,1008078200,PRJNA610626,SAMN14307617,432886601,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857447,GSM4386688,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386688,SRP251749,CHR,G,PFC,male,Brain
SRR11246152,RNA-Seq,100,1110395800,PRJNA610626,SAMN14307616,489158033,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857448,GSM4386689,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386689,SRP251749,CHR,G,PFC,male,Brain
SRR11246153,RNA-Seq,100,1133516900,PRJNA610626,SAMN14307616,498384611,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7857448,GSM4386689,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386689,SRP251749,CHR,G,PFC,male,Brain
SRR11246160,RNA-Seq,100,776108800,PRJNA610626,SAMN14307613,353268850,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857451,GSM4386692,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386692,SRP251749,CHR,G,PFC,female,Brain
SRR11246161,RNA-Seq,100,779367600,PRJNA610626,SAMN14307613,351677602,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857451,GSM4386692,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386692,SRP251749,CHR,G,PFC,female,Brain
SRR11246162,RNA-Seq,100,747254000,PRJNA610626,SAMN14307613,328799098,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857451,GSM4386692,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386692,SRP251749,CHR,G,PFC,female,Brain
SRR11245909,RNA-Seq,100,1078663900,PRJNA610626,SAMN14307757,468378505,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857347,GSM4386603,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386603,SRP251749,A,G,PFC,female,Brain
SRR11245910,RNA-Seq,100,1073476500,PRJNA610626,SAMN14307757,485909795,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857347,GSM4386603,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386603,SRP251749,A,G,PFC,female,Brain
SRR11245911,RNA-Seq,100,1065851100,PRJNA610626,SAMN14307757,480212652,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857347,GSM4386603,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386603,SRP251749,A,G,PFC,female,Brain
SRR11245912,RNA-Seq,100,1187315200,PRJNA610626,SAMN14307756,524499327,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857348,GSM4386604,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386604,SRP251749,A,G,PFC,female,Brain
SRR11245913,RNA-Seq,100,1181109500,PRJNA610626,SAMN14307756,521397439,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857348,GSM4386604,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386604,SRP251749,A,G,PFC,female,Brain
SRR11245914,RNA-Seq,100,1015341700,PRJNA610626,SAMN14307755,441855359,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857349,GSM4386605,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386605,SRP251749,A,G,PFC,female,Brain
